date,state,district,pincode,demo_age_5_17,demo_age_17_
10-09-2025,Uttar Pradesh,Kanpur Nagar,208014,1,25
10-09-2025,Uttar Pradesh,Kanpur Nagar,208016,0,7
10-09-2025,Uttar Pradesh,Kanpur Nagar,208017,3,29
10-09-2025,Uttar Pradesh,Kanpur Nagar,208023,2,22
10-09-2025,Uttar Pradesh,Kanpur Nagar,208024,0,4
10-09-2025,Uttar Pradesh,Kanpur Nagar,208027,8,56
10-09-2025,Uttar Pradesh,Kanpur Nagar,209203,7,20
10-09-2025,Uttar Pradesh,Kanpur Nagar,209206,22,108
10-09-2025,Uttar Pradesh,Kanpur Nagar,209209,7,27
10-09-2025,Uttar Pradesh,Kanpur Nagar,209210,8,28
10-09-2025,Uttar Pradesh,Kanpur Nagar,209304,4,12
10-09-2025,Uttar Pradesh,Kanpur Nagar,209311,2,4
09-09-2025,Uttar Pradesh,Kanpur Nagar,208002,1,36
09-09-2025,Uttar Pradesh,Kanpur Nagar,208008,0,4
09-09-2025,Uttar Pradesh,Kanpur Nagar,208011,8,47
09-09-2025,Uttar Pradesh,Kanpur Nagar,208015,0,4
09-09-2025,Uttar Pradesh,Kanpur Nagar,208019,3,31
09-09-2025,Uttar Pradesh,Kanpur Nagar,208026,2,4
09-09-2025,Uttar Pradesh,Kanpur Nagar,209204,6,12
09-09-2025,Uttar Pradesh,Kanpur Nagar,209208,2,4
09-09-2025,Uttar Pradesh,Kanpur Nagar,209311,4,1
09-09-2025,Uttar Pradesh,Kanpur Nagar,209402,14,77
11-09-2025,Uttar Pradesh,Kanpur Nagar,208003,1,14
11-09-2025,Uttar Pradesh,Kanpur Nagar,208004,3,16
11-09-2025,Uttar Pradesh,Kanpur Nagar,208005,1,24
11-09-2025,Uttar Pradesh,Kanpur Nagar,208008,0,2
11-09-2025,Uttar Pradesh,Kanpur Nagar,208013,2,21
11-09-2025,Uttar Pradesh,Kanpur Nagar,208016,0,20
11-09-2025,Uttar Pradesh,Kanpur Nagar,208019,1,35
11-09-2025,Uttar Pradesh,Kanpur Nagar,208020,1,28
11-09-2025,Uttar Pradesh,Kanpur Nagar,208026,1,1
11-09-2025,Uttar Pradesh,Kanpur Nagar,209206,12,91
11-09-2025,Uttar Pradesh,Kanpur Nagar,209208,1,5
11-09-2025,Uttar Pradesh,Kanpur Nagar,209217,7,33
12-09-2025,Uttar Pradesh,Kanpur Nagar,208014,1,27
12-09-2025,Uttar Pradesh,Kanpur Nagar,208017,4,31
12-09-2025,Uttar Pradesh,Kanpur Nagar,208022,4,34
12-09-2025,Uttar Pradesh,Kanpur Nagar,208023,2,30
12-09-2025,Uttar Pradesh,Kanpur Nagar,208024,1,4
12-09-2025,Uttar Pradesh,Kanpur Nagar,208025,2,19
12-09-2025,Uttar Pradesh,Kanpur Nagar,209121,0,7
12-09-2025,Uttar Pradesh,Kanpur Nagar,209201,0,3
12-09-2025,Uttar Pradesh,Kanpur Nagar,209202,20,114
12-09-2025,Uttar Pradesh,Kanpur Nagar,209209,8,38
12-09-2025,Uttar Pradesh,Kanpur Nagar,209308,9,56
13-09-2025,Uttar Pradesh,Kanpur Nagar,208003,1,9
13-09-2025,Uttar Pradesh,Kanpur Nagar,208004,1,17
13-09-2025,Uttar Pradesh,Kanpur Nagar,208005,2,13
13-09-2025,Uttar Pradesh,Kanpur Nagar,209203,3,26
13-09-2025,Uttar Pradesh,Kanpur Nagar,209209,8,11
13-09-2025,Uttar Pradesh,Kanpur Nagar,209306,1,0
14-09-2025,Uttar Pradesh,Kanpur Nagar,208004,0,10
14-09-2025,Uttar Pradesh,Kanpur Nagar,208008,0,1
14-09-2025,Uttar Pradesh,Kanpur Nagar,208010,2,15
14-09-2025,Uttar Pradesh,Kanpur Nagar,208022,1,7
14-09-2025,Uttar Pradesh,Kanpur Nagar,209121,0,5
14-09-2025,Uttar Pradesh,Kanpur Nagar,209206,6,29
14-09-2025,Uttar Pradesh,Kanpur Nagar,209305,0,3
14-09-2025,Uttar Pradesh,Kanpur Nagar,209310,0,1
16-09-2025,Uttar Pradesh,Kanpur Nagar,208004,3,10
16-09-2025,Uttar Pradesh,Kanpur Nagar,208009,0,3
16-09-2025,Uttar Pradesh,Kanpur Nagar,208013,0,15
16-09-2025,Uttar Pradesh,Kanpur Nagar,208015,1,8
16-09-2025,Uttar Pradesh,Kanpur Nagar,208019,3,23
16-09-2025,Uttar Pradesh,Kanpur Nagar,209204,6,15
16-09-2025,Uttar Pradesh,Kanpur Nagar,209206,19,70
16-09-2025,Uttar Pradesh,Kanpur Nagar,209214,8,51
15-09-2025,Uttar Pradesh,Kanpur Nagar,208006,0,7
15-09-2025,Uttar Pradesh,Kanpur Nagar,208007,1,52
15-09-2025,Uttar Pradesh,Kanpur Nagar,208012,7,26
15-09-2025,Uttar Pradesh,Kanpur Nagar,208014,0,29
15-09-2025,Uttar Pradesh,Kanpur Nagar,208017,7,25
15-09-2025,Uttar Pradesh,Kanpur Nagar,208019,2,33
15-09-2025,Uttar Pradesh,Kanpur Nagar,208023,3,16
15-09-2025,Uttar Pradesh,Kanpur Nagar,209206,20,98
15-09-2025,Uttar Pradesh,Kanpur Nagar,209214,5,37
15-09-2025,Uttar Pradesh,Kanpur Nagar,209304,2,26
17-09-2025,Uttar Pradesh,Kanpur Nagar,208004,1,19
17-09-2025,Uttar Pradesh,Kanpur Nagar,208013,3,13
17-09-2025,Uttar Pradesh,Kanpur Nagar,208014,0,29
17-09-2025,Uttar Pradesh,Kanpur Nagar,208015,1,7
17-09-2025,Uttar Pradesh,Kanpur Nagar,208017,1,38
17-09-2025,Uttar Pradesh,Kanpur Nagar,209205,2,10
17-09-2025,Uttar Pradesh,Kanpur Nagar,209209,4,20
17-09-2025,Uttar Pradesh,Kanpur Nagar,209311,1,5
17-09-2025,Uttar Pradesh,Kanpur Nagar,209402,4,28
19-09-2025,Uttar Pradesh,Kanpur Nagar,208002,4,50
19-09-2025,Uttar Pradesh,Kanpur Nagar,208007,4,33
19-09-2025,Uttar Pradesh,Kanpur Nagar,208015,1,7
19-09-2025,Uttar Pradesh,Kanpur Nagar,208016,0,7
19-09-2025,Uttar Pradesh,Kanpur Nagar,208021,13,78
19-09-2025,Uttar Pradesh,Kanpur Nagar,208022,1,33
19-09-2025,Uttar Pradesh,Kanpur Nagar,208025,1,7
19-09-2025,Uttar Pradesh,Kanpur Nagar,208027,1,45
19-09-2025,Uttar Pradesh,Kanpur Nagar,209202,13,115
19-09-2025,Uttar Pradesh,Kanpur Nagar,209205,2,29
19-09-2025,Uttar Pradesh,Kanpur Nagar,209217,2,48
19-09-2025,Uttar Pradesh,Kanpur Nagar,209310,0,1
19-09-2025,Uttar Pradesh,Kanpur Nagar,209311,0,3
19-09-2025,Uttar Pradesh,Kanpur Nagar,209401,6,61
18-09-2025,Uttar Pradesh,Kanpur Nagar,208005,3,18
18-09-2025,Uttar Pradesh,Kanpur Nagar,208009,0,2
18-09-2025,Uttar Pradesh,Kanpur Nagar,209203,4,19
18-09-2025,Uttar Pradesh,Kanpur Nagar,209204,10,14
18-09-2025,Uttar Pradesh,Kanpur Nagar,209209,5,18
18-09-2025,Uttar Pradesh,Kanpur Nagar,209308,9,33
18-09-2025,Uttar Pradesh,Kanpur Nagar,209401,2,28
20-09-2025,Uttar Pradesh,Kanpur Nagar,208007,3,35
20-09-2025,Uttar Pradesh,Kanpur Nagar,208010,1,20
20-09-2025,Uttar Pradesh,Kanpur Nagar,208020,1,17
20-09-2025,Uttar Pradesh,Kanpur Nagar,209203,0,17
20-09-2025,Uttar Pradesh,Kanpur Nagar,209206,13,84
20-09-2025,Uttar Pradesh,Kanpur Nagar,209208,0,6
20-09-2025,Uttar Pradesh,Kanpur Nagar,209210,2,17
20-09-2025,Uttar Pradesh,Kanpur Nagar,209402,3,59
13-10-2025,Uttar Pradesh,Kanpur Nagar,208004,0,8
13-10-2025,Uttar Pradesh,Kanpur Nagar,208007,1,9
13-10-2025,Uttar Pradesh,Kanpur Nagar,208010,1,13
13-10-2025,Uttar Pradesh,Kanpur Nagar,208014,0,12
13-10-2025,Uttar Pradesh,Kanpur Nagar,208015,0,1
13-10-2025,Uttar Pradesh,Kanpur Nagar,208019,0,8
13-10-2025,Uttar Pradesh,Kanpur Nagar,208020,1,10
13-10-2025,Uttar Pradesh,Kanpur Nagar,208027,1,14
13-10-2025,Uttar Pradesh,Kanpur Nagar,209204,0,5
13-10-2025,Uttar Pradesh,Kanpur Nagar,209205,1,4
13-10-2025,Uttar Pradesh,Kanpur Nagar,209217,2,10
13-10-2025,Uttar Pradesh,Kanpur Nagar,209308,1,8
13-10-2025,Uttar Pradesh,Kanpur Nagar,209402,3,39
15-10-2025,Uttar Pradesh,Kanpur Nagar,208004,1,23
15-10-2025,Uttar Pradesh,Kanpur Nagar,208011,5,43
15-10-2025,Uttar Pradesh,Kanpur Nagar,208024,1,9
15-10-2025,Uttar Pradesh,Kanpur Nagar,208025,0,12
15-10-2025,Uttar Pradesh,Kanpur Nagar,209308,8,36
16-10-2025,Uttar Pradesh,Kanpur Nagar,208011,2,52
16-10-2025,Uttar Pradesh,Kanpur Nagar,208013,0,12
16-10-2025,Uttar Pradesh,Kanpur Nagar,208017,2,35
16-10-2025,Uttar Pradesh,Kanpur Nagar,208023,3,40
16-10-2025,Uttar Pradesh,Kanpur Nagar,208024,2,3
16-10-2025,Uttar Pradesh,Kanpur Nagar,209204,3,9
16-10-2025,Uttar Pradesh,Kanpur Nagar,209208,1,4
16-10-2025,Uttar Pradesh,Kanpur Nagar,209209,4,18
26-10-2025,Uttar Pradesh,Kanpur Nagar,208002,2,21
26-10-2025,Uttar Pradesh,Kanpur Nagar,208007,2,39
26-10-2025,Uttar Pradesh,Kanpur Nagar,208016,0,9
26-10-2025,Uttar Pradesh,Kanpur Nagar,209206,6,98
26-10-2025,Uttar Pradesh,Kanpur Nagar,209208,2,9
26-10-2025,Uttar Pradesh,Kanpur Nagar,209209,1,34
19-10-2025,Uttar Pradesh,Kanpur Nagar,208001,19,101
19-10-2025,Uttar Pradesh,Kanpur Nagar,208003,1,8
19-10-2025,Uttar Pradesh,Kanpur Nagar,208011,2,21
19-10-2025,Uttar Pradesh,Kanpur Nagar,208017,2,18
19-10-2025,Uttar Pradesh,Kanpur Nagar,208026,0,4
19-10-2025,Uttar Pradesh,Kanpur Nagar,209203,2,14
19-10-2025,Uttar Pradesh,Kanpur Nagar,209308,2,7
19-10-2025,Uttar Pradesh,Kanpur Nagar,209401,2,13
20-10-2025,Uttar Pradesh,Kanpur Nagar,208007,0,2
20-10-2025,Uttar Pradesh,Kanpur Nagar,208017,1,3
20-10-2025,Uttar Pradesh,Kanpur Nagar,209202,1,17
21-10-2025,Uttar Pradesh,Kanpur Nagar,208002,1,4
21-10-2025,Uttar Pradesh,Kanpur Nagar,208004,1,4
21-10-2025,Uttar Pradesh,Kanpur Nagar,208006,1,2
21-10-2025,Uttar Pradesh,Kanpur Nagar,208011,2,7
21-10-2025,Uttar Pradesh,Kanpur Nagar,208017,0,3
21-10-2025,Uttar Pradesh,Kanpur Nagar,208019,0,4
21-10-2025,Uttar Pradesh,Kanpur Nagar,209121,1,1
21-10-2025,Uttar Pradesh,Kanpur Nagar,209203,1,4
21-10-2025,Uttar Pradesh,Kanpur Nagar,209205,0,6
21-10-2025,Uttar Pradesh,Kanpur Nagar,209308,0,2
21-10-2025,Uttar Pradesh,Kanpur Nagar,209402,0,2
27-10-2025,Uttar Pradesh,Kanpur Nagar,208010,0,13
27-10-2025,Uttar Pradesh,Kanpur Nagar,208011,0,24
27-10-2025,Uttar Pradesh,Kanpur Nagar,208014,0,21
27-10-2025,Uttar Pradesh,Kanpur Nagar,208016,0,1
27-10-2025,Uttar Pradesh,Kanpur Nagar,208024,0,1
27-10-2025,Uttar Pradesh,Kanpur Nagar,208027,3,26
27-10-2025,Uttar Pradesh,Kanpur Nagar,209115,0,1
27-10-2025,Uttar Pradesh,Kanpur Nagar,209203,0,16
27-10-2025,Uttar Pradesh,Kanpur Nagar,209209,0,12
02-11-2025,Uttar Pradesh,Kanpur Nagar,208009,0,2
17-10-2025,Uttar Pradesh,Kanpur Nagar,208008,0,3
17-10-2025,Uttar Pradesh,Kanpur Nagar,208009,0,1
17-10-2025,Uttar Pradesh,Kanpur Nagar,208010,2,19
17-10-2025,Uttar Pradesh,Kanpur Nagar,208012,0,21
17-10-2025,Uttar Pradesh,Kanpur Nagar,208014,2,13
17-10-2025,Uttar Pradesh,Kanpur Nagar,208021,5,37
17-10-2025,Uttar Pradesh,Kanpur Nagar,208023,1,17
17-10-2025,Uttar Pradesh,Kanpur Nagar,209202,8,48
17-10-2025,Uttar Pradesh,Kanpur Nagar,209205,4,16
17-10-2025,Uttar Pradesh,Kanpur Nagar,209209,2,23
17-10-2025,Uttar Pradesh,Kanpur Nagar,209304,1,12
18-10-2025,Uttar Pradesh,Kanpur Nagar,208008,0,5
18-10-2025,Uttar Pradesh,Kanpur Nagar,208016,4,4
18-10-2025,Uttar Pradesh,Kanpur Nagar,208023,1,19
18-10-2025,Uttar Pradesh,Kanpur Nagar,208025,0,7
18-10-2025,Uttar Pradesh,Kanpur Nagar,208027,4,39
18-10-2025,Uttar Pradesh,Kanpur Nagar,209208,0,3
18-10-2025,Uttar Pradesh,Kanpur Nagar,209305,1,3
18-10-2025,Uttar Pradesh,Kanpur Nagar,209402,5,30
24-10-2025,Uttar Pradesh,Kanpur Nagar,208001,6,72
24-10-2025,Uttar Pradesh,Kanpur Nagar,208004,2,5
24-10-2025,Uttar Pradesh,Kanpur Nagar,208010,2,18
24-10-2025,Uttar Pradesh,Kanpur Nagar,208013,0,9
24-10-2025,Uttar Pradesh,Kanpur Nagar,208014,2,10
24-10-2025,Uttar Pradesh,Kanpur Nagar,208027,2,21
24-10-2025,Uttar Pradesh,Kanpur Nagar,209401,1,5
24-10-2025,Uttar Pradesh,Kanpur Nagar,209402,2,11
23-10-2025,Uttar Pradesh,Kanpur Nagar,208004,0,3
23-10-2025,Uttar Pradesh,Kanpur Nagar,208010,0,2
23-10-2025,Uttar Pradesh,Kanpur Nagar,208024,0,1
23-10-2025,Uttar Pradesh,Kanpur Nagar,209217,1,1
23-10-2025,Uttar Pradesh,Kanpur Nagar,209304,0,1
25-10-2025,Uttar Pradesh,Kanpur Nagar,208001,7,73
25-10-2025,Uttar Pradesh,Kanpur Nagar,208004,0,13
25-10-2025,Uttar Pradesh,Kanpur Nagar,208012,0,11
25-10-2025,Uttar Pradesh,Kanpur Nagar,208014,1,15
25-10-2025,Uttar Pradesh,Kanpur Nagar,208019,1,12
25-10-2025,Uttar Pradesh,Kanpur Nagar,208022,0,12
25-10-2025,Uttar Pradesh,Kanpur Nagar,208025,0,10
25-10-2025,Uttar Pradesh,Kanpur Nagar,209203,1,13
25-10-2025,Uttar Pradesh,Kanpur Nagar,209204,2,8
25-10-2025,Uttar Pradesh,Kanpur Nagar,209310,0,1
28-10-2025,Uttar Pradesh,Kanpur Nagar,208004,1,17
28-10-2025,Uttar Pradesh,Kanpur Nagar,208005,1,11
28-10-2025,Uttar Pradesh,Kanpur Nagar,208021,9,53
28-10-2025,Uttar Pradesh,Kanpur Nagar,208023,1,18
28-10-2025,Uttar Pradesh,Kanpur Nagar,208025,0,9
28-10-2025,Uttar Pradesh,Kanpur Nagar,208027,3,33
28-10-2025,Uttar Pradesh,Kanpur Nagar,209206,4,61
28-10-2025,Uttar Pradesh,Kanpur Nagar,209402,2,34
06-11-2025,Uttar Pradesh,Kanpur Nagar,209307,0,1
16-11-2025,Uttar Pradesh,Kanpur Nagar,208026,0,1
03-12-2025,Uttar Pradesh,Kanpur Nagar,209307,0,1
06-12-2025,Uttar Pradesh,Kanpur Nagar,208002,0,34
06-12-2025,Uttar Pradesh,Kanpur Nagar,208004,2,33
06-12-2025,Uttar Pradesh,Kanpur Nagar,208022,3,37
06-12-2025,Uttar Pradesh,Kanpur Nagar,208025,2,11
06-12-2025,Uttar Pradesh,Kanpur Nagar,208027,3,58
06-12-2025,Uttar Pradesh,Kanpur Nagar,209205,2,29
06-12-2025,Uttar Pradesh,Kanpur Nagar,209214,2,39
06-12-2025,Uttar Pradesh,Kanpur Nagar,209311,0,3
04-11-2025,Uttar Pradesh,Kanpur Nagar,208008,1,3
04-11-2025,Uttar Pradesh,Kanpur Nagar,208024,0,5
04-11-2025,Uttar Pradesh,Kanpur Nagar,208025,0,18
04-11-2025,Uttar Pradesh,Kanpur Nagar,209208,0,6
04-11-2025,Uttar Pradesh,Kanpur Nagar,209217,3,28
04-11-2025,Uttar Pradesh,Kanpur Nagar,209307,0,1
04-11-2025,Uttar Pradesh,Kanpur Nagar,209308,2,33
05-11-2025,Uttar Pradesh,Kanpur Nagar,208002,1,7
05-11-2025,Uttar Pradesh,Kanpur Nagar,208004,0,18
05-11-2025,Uttar Pradesh,Kanpur Nagar,208009,0,1
05-11-2025,Uttar Pradesh,Kanpur Nagar,208010,3,18
05-11-2025,Uttar Pradesh,Kanpur Nagar,208013,0,7
05-11-2025,Uttar Pradesh,Kanpur Nagar,208014,0,10
05-11-2025,Uttar Pradesh,Kanpur Nagar,208023,1,17
05-11-2025,Uttar Pradesh,Kanpur Nagar,208027,0,13
05-11-2025,Uttar Pradesh,Kanpur Nagar,209214,1,14
05-11-2025,Uttar Pradesh,Kanpur Nagar,209308,2,6
06-11-2025,Uttar Pradesh,Kanpur Nagar,208005,1,27
06-11-2025,Uttar Pradesh,Kanpur Nagar,208007,2,41
06-11-2025,Uttar Pradesh,Kanpur Nagar,208011,1,52
06-11-2025,Uttar Pradesh,Kanpur Nagar,208021,5,84
06-11-2025,Uttar Pradesh,Kanpur Nagar,208022,1,43
06-11-2025,Uttar Pradesh,Kanpur Nagar,209202,4,83
06-11-2025,Uttar Pradesh,Kanpur Nagar,209304,2,18
07-11-2025,Uttar Pradesh,Kanpur Nagar,208003,2,14
07-11-2025,Uttar Pradesh,Kanpur Nagar,208007,5,51
07-11-2025,Uttar Pradesh,Kanpur Nagar,208010,0,35
07-11-2025,Uttar Pradesh,Kanpur Nagar,208013,1,24
07-11-2025,Uttar Pradesh,Kanpur Nagar,208022,2,34
07-11-2025,Uttar Pradesh,Kanpur Nagar,208025,1,15
07-11-2025,Uttar Pradesh,Kanpur Nagar,209121,0,4
07-11-2025,Uttar Pradesh,Kanpur Nagar,209208,0,8
07-11-2025,Uttar Pradesh,Kanpur Nagar,209209,1,27
07-11-2025,Uttar Pradesh,Kanpur Nagar,209308,2,23
07-11-2025,Uttar Pradesh,Kanpur Nagar,209401,2,24
07-12-2025,Uttar Pradesh,Kanpur Nagar,208002,0,8
07-12-2025,Uttar Pradesh,Kanpur Nagar,208005,1,7
07-12-2025,Uttar Pradesh,Kanpur Nagar,208008,1,0
07-12-2025,Uttar Pradesh,Kanpur Nagar,208010,0,17
07-12-2025,Uttar Pradesh,Kanpur Nagar,208013,2,6
07-12-2025,Uttar Pradesh,Kanpur Nagar,208014,1,7
07-12-2025,Uttar Pradesh,Kanpur Nagar,208016,0,8
07-12-2025,Uttar Pradesh,Kanpur Nagar,208024,0,1
07-12-2025,Uttar Pradesh,Kanpur Nagar,209121,0,5
07-12-2025,Uttar Pradesh,Kanpur Nagar,209217,0,11
07-12-2025,Uttar Pradesh,Kanpur Nagar,209401,5,8
08-11-2025,Uttar Pradesh,Kanpur Nagar,208001,11,149
08-11-2025,Uttar Pradesh,Kanpur Nagar,208002,3,33
08-11-2025,Uttar Pradesh,Kanpur Nagar,208003,0,10
08-11-2025,Uttar Pradesh,Kanpur Nagar,208004,1,13
08-11-2025,Uttar Pradesh,Kanpur Nagar,208006,2,9
08-11-2025,Uttar Pradesh,Kanpur Nagar,208007,2,36
08-11-2025,Uttar Pradesh,Kanpur Nagar,208011,2,46
08-11-2025,Uttar Pradesh,Kanpur Nagar,208013,2,26
08-11-2025,Uttar Pradesh,Kanpur Nagar,208019,4,30
08-11-2025,Uttar Pradesh,Kanpur Nagar,208026,0,4
08-11-2025,Uttar Pradesh,Kanpur Nagar,209206,3,34
08-11-2025,Uttar Pradesh,Kanpur Nagar,209208,3,4
08-11-2025,Uttar Pradesh,Kanpur Nagar,209209,0,16
08-11-2025,Uttar Pradesh,Kanpur Nagar,209210,0,14
08-11-2025,Uttar Pradesh,Kanpur Nagar,209402,2,28
09-11-2025,Uttar Pradesh,Kanpur Nagar,208006,0,4
09-11-2025,Uttar Pradesh,Kanpur Nagar,208012,0,8
09-11-2025,Uttar Pradesh,Kanpur Nagar,208014,1,13
09-11-2025,Uttar Pradesh,Kanpur Nagar,208017,0,12
09-11-2025,Uttar Pradesh,Kanpur Nagar,208025,0,6
09-11-2025,Uttar Pradesh,Kanpur Nagar,209205,0,7
09-11-2025,Uttar Pradesh,Kanpur Nagar,209206,1,24
09-11-2025,Uttar Pradesh,Kanpur Nagar,209214,1,11
09-11-2025,Uttar Pradesh,Kanpur Nagar,209217,7,10
09-11-2025,Uttar Pradesh,Kanpur Nagar,209308,0,2
11-11-2025,Uttar Pradesh,Kanpur Nagar,208003,1,13
11-11-2025,Uttar Pradesh,Kanpur Nagar,208007,0,35
11-11-2025,Uttar Pradesh,Kanpur Nagar,208008,0,3
11-11-2025,Uttar Pradesh,Kanpur Nagar,208009,0,3
11-11-2025,Uttar Pradesh,Kanpur Nagar,208011,3,58
11-11-2025,Uttar Pradesh,Kanpur Nagar,208014,3,25
11-11-2025,Uttar Pradesh,Kanpur Nagar,208016,1,13
11-11-2025,Uttar Pradesh,Kanpur Nagar,208019,5,45
11-11-2025,Uttar Pradesh,Kanpur Nagar,208020,3,26
11-11-2025,Uttar Pradesh,Kanpur Nagar,208023,3,48
11-11-2025,Uttar Pradesh,Kanpur Nagar,208025,1,10
11-11-2025,Uttar Pradesh,Kanpur Nagar,208027,6,43
11-11-2025,Uttar Pradesh,Kanpur Nagar,209204,0,4
11-11-2025,Uttar Pradesh,Kanpur Nagar,209205,1,23
11-11-2025,Uttar Pradesh,Kanpur Nagar,209209,0,20
11-11-2025,Uttar Pradesh,Kanpur Nagar,209401,3,45
10-11-2025,Uttar Pradesh,Kanpur Nagar,208001,12,216
10-11-2025,Uttar Pradesh,Kanpur Nagar,208006,0,17
10-11-2025,Uttar Pradesh,Kanpur Nagar,208008,0,6
