date,state,district,pincode,demo_age_5_17,demo_age_17_
11-09-2025,Uttar Pradesh,Bareilly,243001,20,123
11-09-2025,Uttar Pradesh,Bareilly,243005,3,42
11-09-2025,Uttar Pradesh,Bareilly,243006,7,34
11-09-2025,Uttar Pradesh,Bareilly,243301,22,57
11-09-2025,Uttar Pradesh,Bareilly,243303,12,81
11-09-2025,Uttar Pradesh,Bareilly,243407,0,6
12-09-2025,Uttar Pradesh,Bareilly,243002,0,4
12-09-2025,Uttar Pradesh,Bareilly,243003,4,47
12-09-2025,Uttar Pradesh,Bareilly,243302,22,69
12-09-2025,Uttar Pradesh,Bareilly,243303,24,93
12-09-2025,Uttar Pradesh,Bareilly,243401,8,36
12-09-2025,Uttar Pradesh,Bareilly,243403,1,6
12-09-2025,Uttar Pradesh,Bareilly,243503,38,207
13-09-2025,Uttar Pradesh,Bareilly,243001,10,98
13-09-2025,Uttar Pradesh,Bareilly,243006,3,28
13-09-2025,Uttar Pradesh,Bareilly,243302,11,44
13-09-2025,Uttar Pradesh,Bareilly,262202,1,0
14-09-2025,Uttar Pradesh,Bareilly,243202,2,19
14-09-2025,Uttar Pradesh,Bareilly,243203,3,15
14-09-2025,Uttar Pradesh,Bareilly,243407,0,6
14-09-2025,Uttar Pradesh,Bareilly,243502,1,16
15-09-2025,Uttar Pradesh,Bareilly,243003,5,34
15-09-2025,Uttar Pradesh,Bareilly,243006,8,31
15-09-2025,Uttar Pradesh,Bareilly,243202,13,66
15-09-2025,Uttar Pradesh,Bareilly,243401,4,26
16-09-2025,Uttar Pradesh,Bareilly,243001,15,126
16-09-2025,Uttar Pradesh,Bareilly,243002,0,2
16-09-2025,Uttar Pradesh,Bareilly,243003,1,38
16-09-2025,Uttar Pradesh,Bareilly,243301,13,53
16-09-2025,Uttar Pradesh,Bareilly,243303,17,61
16-09-2025,Uttar Pradesh,Bareilly,243401,10,25
16-09-2025,Uttar Pradesh,Bareilly,243501,6,32
16-09-2025,Uttar Pradesh,Bareilly,243503,26,168
17-09-2025,Uttar Pradesh,Bareilly,243001,16,119
17-09-2025,Uttar Pradesh,Bareilly,243123,7,72
17-09-2025,Uttar Pradesh,Bareilly,243202,4,56
17-09-2025,Uttar Pradesh,Bareilly,243203,4,45
17-09-2025,Uttar Pradesh,Bareilly,243402,6,40
17-09-2025,Uttar Pradesh,Bareilly,243403,2,2
17-09-2025,Uttar Pradesh,Bareilly,262406,8,83
17-09-2025,Uttar Pradesh,Bareilly,262407,2,35
18-09-2025,Uttar Pradesh,Bareilly,243001,11,100
18-09-2025,Uttar Pradesh,Bareilly,243407,1,4
18-09-2025,Uttar Pradesh,Bareilly,262407,6,34
19-09-2025,Uttar Pradesh,Bareilly,243301,16,68
19-09-2025,Uttar Pradesh,Bareilly,243303,8,72
19-09-2025,Uttar Pradesh,Bareilly,243403,0,4
19-09-2025,Uttar Pradesh,Bareilly,243505,28,147
19-09-2025,Uttar Pradesh,Bareilly,262406,13,82
20-09-2025,Uttar Pradesh,Bareilly,243123,7,62
20-09-2025,Uttar Pradesh,Bareilly,243203,7,57
20-09-2025,Uttar Pradesh,Bareilly,243402,3,18
20-09-2025,Uttar Pradesh,Bareilly,243407,1,4
13-10-2025,Uttar Pradesh,Bareilly,243006,2,11
13-10-2025,Uttar Pradesh,Bareilly,243505,4,40
15-10-2025,Uttar Pradesh,Bareilly,243001,6,116
15-10-2025,Uttar Pradesh,Bareilly,243002,0,1
15-10-2025,Uttar Pradesh,Bareilly,243202,12,66
15-10-2025,Uttar Pradesh,Bareilly,243301,4,46
15-10-2025,Uttar Pradesh,Bareilly,243401,1,32
15-10-2025,Uttar Pradesh,Bareilly,243502,1,46
15-10-2025,Uttar Pradesh,Bareilly,243504,4,41
15-10-2025,Uttar Pradesh,Bareilly,243506,8,32
16-10-2025,Uttar Pradesh,Bareilly,243001,9,105
16-10-2025,Uttar Pradesh,Bareilly,243003,6,49
16-10-2025,Uttar Pradesh,Bareilly,243202,4,70
16-10-2025,Uttar Pradesh,Bareilly,243301,5,37
16-10-2025,Uttar Pradesh,Bareilly,243503,22,124
16-10-2025,Uttar Pradesh,Bareilly,262407,4,34
26-10-2025,Uttar Pradesh,Bareilly,243001,2,147
26-10-2025,Uttar Pradesh,Bareilly,243303,10,81
26-10-2025,Uttar Pradesh,Bareilly,243403,1,3
26-10-2025,Uttar Pradesh,Bareilly,243501,6,46
26-10-2025,Uttar Pradesh,Bareilly,243502,2,72
26-10-2025,Uttar Pradesh,Bareilly,243505,20,136
26-10-2025,Uttar Pradesh,Bareilly,243506,8,62
26-10-2025,Uttar Pradesh,Bareilly,262202,0,1
26-10-2025,Uttar Pradesh,Bareilly,262406,20,159
17-10-2025,Uttar Pradesh,Bareilly,243003,2,38
17-10-2025,Uttar Pradesh,Bareilly,243006,0,19
17-10-2025,Uttar Pradesh,Bareilly,243202,1,49
17-10-2025,Uttar Pradesh,Bareilly,243303,4,39
18-10-2025,Uttar Pradesh,Bareilly,243005,3,33
18-10-2025,Uttar Pradesh,Bareilly,243202,2,50
18-10-2025,Uttar Pradesh,Bareilly,243301,8,43
18-10-2025,Uttar Pradesh,Bareilly,243503,15,95
18-10-2025,Uttar Pradesh,Bareilly,243505,8,87
18-10-2025,Uttar Pradesh,Bareilly,243506,1,22
18-10-2025,Uttar Pradesh,Bareilly,262406,10,69
19-10-2025,Uttar Pradesh,Bareilly,243001,3,62
19-10-2025,Uttar Pradesh,Bareilly,243003,3,24
19-10-2025,Uttar Pradesh,Bareilly,243303,4,37
19-10-2025,Uttar Pradesh,Bareilly,243504,4,32
21-10-2025,Uttar Pradesh,Bareilly,243001,3,11
21-10-2025,Uttar Pradesh,Bareilly,243301,0,4
21-10-2025,Uttar Pradesh,Bareilly,243503,5,21
21-10-2025,Uttar Pradesh,Bareilly,243504,3,5
21-10-2025,Uttar Pradesh,Bareilly,243505,1,21
20-10-2025,Uttar Pradesh,Bareilly,243003,0,5
22-10-2025,Uttar Pradesh,Bareilly,243123,0,1
22-10-2025,Uttar Pradesh,Bareilly,243301,1,0
22-10-2025,Uttar Pradesh,Bareilly,243302,0,3
23-10-2025,Uttar Pradesh,Bareilly,243006,0,2
23-10-2025,Uttar Pradesh,Bareilly,243122,0,5
23-10-2025,Uttar Pradesh,Bareilly,243202,0,3
23-10-2025,Uttar Pradesh,Bareilly,243203,0,1
23-10-2025,Uttar Pradesh,Bareilly,243402,0,3
23-10-2025,Uttar Pradesh,Bareilly,243502,0,1
23-10-2025,Uttar Pradesh,Bareilly,243506,0,1
24-10-2025,Uttar Pradesh,Bareilly,262407,2,32
25-10-2025,Uttar Pradesh,Bareilly,243006,0,7
25-10-2025,Uttar Pradesh,Bareilly,243123,7,36
25-10-2025,Uttar Pradesh,Bareilly,243303,0,28
25-10-2025,Uttar Pradesh,Bareilly,243407,1,5
25-10-2025,Uttar Pradesh,Bareilly,243502,1,21
25-10-2025,Uttar Pradesh,Bareilly,243504,8,30
27-10-2025,Uttar Pradesh,Bareilly,243202,8,31
27-10-2025,Uttar Pradesh,Bareilly,243203,3,22
27-10-2025,Uttar Pradesh,Bareilly,243301,1,18
27-10-2025,Uttar Pradesh,Bareilly,243302,4,27
27-10-2025,Uttar Pradesh,Bareilly,243502,1,17
27-10-2025,Uttar Pradesh,Bareilly,243505,8,60
28-10-2025,Uttar Pradesh,Bareilly,243501,6,33
28-10-2025,Uttar Pradesh,Bareilly,243502,2,50
28-10-2025,Uttar Pradesh,Bareilly,243505,13,77
28-10-2025,Uttar Pradesh,Bareilly,262406,3,84
28-10-2025,Uttar Pradesh,Bareilly,262407,5,33
02-11-2025,Uttar Pradesh,Bareilly,243002,1,0
02-12-2025,Uttar Pradesh,Bareilly,243002,0,1
02-12-2025,Uttar Pradesh,Bareilly,262201,0,1
04-12-2025,Uttar Pradesh,Bareilly,262201,0,1
10-12-2025,Uttar Pradesh,Bareilly,243403,0,1
09-12-2025,Uttar Pradesh,Bareilly,262001,0,1
09-12-2025,Uttar Pradesh,Bareilly,262202,0,1
11-12-2025,Uttar Pradesh,Bareilly,262001,0,1
13-12-2025,Uttar Pradesh,Bareilly,243004,0,2
14-12-2025,Uttar Pradesh,Bareilly,262201,1,0
26-11-2025,Uttar Pradesh,Bareilly,262203,0,1
25-12-2025,Uttar Pradesh,Bareilly,243403,0,4
29-12-2025,Uttar Pradesh,Bareilly,243201,7,174
29-12-2025,Uttar Pradesh,Bareilly,243402,2,29
31-12-2025,Uttar Pradesh,Bareilly,243006,0,35
31-12-2025,Uttar Pradesh,Bareilly,243123,3,111
31-12-2025,Uttar Pradesh,Bareilly,243201,9,148
31-12-2025,Uttar Pradesh,Bareilly,243302,2,72
31-12-2025,Uttar Pradesh,Bareilly,243407,1,7
31-12-2025,Uttar Pradesh,Bareilly,262406,5,88
28-12-2025,Uttar Pradesh,Bareilly,243001,5,85
28-12-2025,Uttar Pradesh,Bareilly,243202,4,74
28-12-2025,Uttar Pradesh,Bareilly,243302,4,37
28-12-2025,Uttar Pradesh,Bareilly,243303,3,46
28-12-2025,Uttar Pradesh,Bareilly,243403,0,2
28-12-2025,Uttar Pradesh,Bareilly,243407,4,25
28-12-2025,Uttar Pradesh,Bareilly,243501,1,20
28-12-2025,Uttar Pradesh,Bareilly,243504,6,31
01-01-2026,Uttar Pradesh,Bareilly,243005,0,69
01-01-2026,Uttar Pradesh,Bareilly,243203,3,41
01-01-2026,Uttar Pradesh,Bareilly,243301,0,41
01-01-2026,Uttar Pradesh,Bareilly,243303,1,28
01-01-2026,Uttar Pradesh,Bareilly,243407,0,4
01-01-2026,Uttar Pradesh,Bareilly,262406,4,59
03-01-2026,Uttar Pradesh,Bareilly,243001,2,42
03-01-2026,Uttar Pradesh,Bareilly,243003,0,22
03-01-2026,Uttar Pradesh,Bareilly,243202,0,17
03-01-2026,Uttar Pradesh,Bareilly,243506,3,14
03-01-2026,Uttar Pradesh,Bareilly,262407,1,12
02-01-2026,Uttar Pradesh,Bareilly,243001,3,72
02-01-2026,Uttar Pradesh,Bareilly,243006,3,36
02-01-2026,Uttar Pradesh,Bareilly,243202,4,44
02-01-2026,Uttar Pradesh,Bareilly,243203,5,24
02-01-2026,Uttar Pradesh,Bareilly,243302,0,24
02-01-2026,Uttar Pradesh,Bareilly,243402,1,14
02-01-2026,Uttar Pradesh,Bareilly,243407,0,14
02-01-2026,Uttar Pradesh,Bareilly,243504,3,21
02-01-2026,Uttar Pradesh,Bareilly,262406,8,53
24-12-2025,Uttar Pradesh,Bareilly,243001,7,162
24-12-2025,Uttar Pradesh,Bareilly,243505,14,130
23-12-2025,Uttar Pradesh,Bareilly,243004,0,1
23-12-2025,Uttar Pradesh,Bareilly,243005,3,91
23-12-2025,Uttar Pradesh,Bareilly,243006,7,68
23-12-2025,Uttar Pradesh,Bareilly,243122,8,126
23-12-2025,Uttar Pradesh,Bareilly,243301,7,80
23-12-2025,Uttar Pradesh,Bareilly,243303,11,106
23-12-2025,Uttar Pradesh,Bareilly,243503,16,169
23-12-2025,Uttar Pradesh,Bareilly,262407,2,61
18-12-2025,Uttar Pradesh,Bareilly,243003,3,59
18-12-2025,Uttar Pradesh,Bareilly,243005,8,86
18-12-2025,Uttar Pradesh,Bareilly,243122,8,101
18-12-2025,Uttar Pradesh,Bareilly,243202,5,82
18-12-2025,Uttar Pradesh,Bareilly,243303,4,52
18-12-2025,Uttar Pradesh,Bareilly,243401,2,29
18-12-2025,Uttar Pradesh,Bareilly,243503,9,189
20-12-2025,Uttar Pradesh,Bareilly,243006,2,19
20-12-2025,Uttar Pradesh,Bareilly,243123,6,73
20-12-2025,Uttar Pradesh,Bareilly,243302,3,69
20-12-2025,Uttar Pradesh,Bareilly,262407,2,40
21-12-2025,Uttar Pradesh,Bareilly,243003,0,8
21-12-2025,Uttar Pradesh,Bareilly,243122,0,42
21-12-2025,Uttar Pradesh,Bareilly,243123,2,38
21-12-2025,Uttar Pradesh,Bareilly,243203,1,7
21-12-2025,Uttar Pradesh,Bareilly,243301,1,13
21-12-2025,Uttar Pradesh,Bareilly,243505,7,29
25-12-2025,Uttar Pradesh,Bareilly,243401,1,23
26-12-2025,Uttar Pradesh,Bareilly,243003,1,73
26-12-2025,Uttar Pradesh,Bareilly,243005,2,93
26-12-2025,Uttar Pradesh,Bareilly,243006,2,44
26-12-2025,Uttar Pradesh,Bareilly,243201,10,178
26-12-2025,Uttar Pradesh,Bareilly,243303,2,77
26-12-2025,Uttar Pradesh,Bareilly,243505,8,125
27-12-2025,Uttar Pradesh,Bareilly,243001,6,149
27-12-2025,Uttar Pradesh,Bareilly,243201,8,148
27-12-2025,Uttar Pradesh,Bareilly,243403,0,1
27-12-2025,Uttar Pradesh,Bareilly,243502,1,68
27-12-2025,Uttar Pradesh,Bareilly,243505,12,114
27-12-2025,Uttar Pradesh,Bareilly,262406,5,85
19-12-2025,Uttar Pradesh,Bareilly,243122,7,87
19-12-2025,Uttar Pradesh,Bareilly,243123,7,65
19-12-2025,Uttar Pradesh,Bareilly,243403,0,3
22-12-2025,Uttar Pradesh,Bareilly,243001,6,135
22-12-2025,Uttar Pradesh,Bareilly,243005,2,62
22-12-2025,Uttar Pradesh,Bareilly,243123,7,95
22-12-2025,Uttar Pradesh,Bareilly,243303,3,45
22-12-2025,Uttar Pradesh,Bareilly,243401,4,16
17-12-2025,Uttar Pradesh,Bareilly,243001,4,137
17-12-2025,Uttar Pradesh,Bareilly,243123,10,84
17-12-2025,Uttar Pradesh,Bareilly,243302,6,80
17-12-2025,Uttar Pradesh,Bareilly,243501,2,44
17-12-2025,Uttar Pradesh,Bareilly,243503,6,143
17-12-2025,Uttar Pradesh,Bareilly,243505,5,109
16-12-2025,Uttar Pradesh,Bareilly,243001,7,165
16-12-2025,Uttar Pradesh,Bareilly,243202,3,85
16-12-2025,Uttar Pradesh,Bareilly,243301,5,89
16-12-2025,Uttar Pradesh,Bareilly,243303,5,93
16-12-2025,Uttar Pradesh,Bareilly,243403,0,1
10-12-2025,Uttar Pradesh,Bareilly,243006,0,50
10-12-2025,Uttar Pradesh,Bareilly,243122,6,86
10-12-2025,Uttar Pradesh,Bareilly,243302,6,82
10-12-2025,Uttar Pradesh,Bareilly,243501,6,38
10-12-2025,Uttar Pradesh,Bareilly,243505,10,162
10-12-2025,Uttar Pradesh,Bareilly,243506,2,41
10-12-2025,Uttar Pradesh,Bareilly,262122,0,1
15-12-2025,Uttar Pradesh,Bareilly,243002,0,2
15-12-2025,Uttar Pradesh,Bareilly,243201,16,221
15-12-2025,Uttar Pradesh,Bareilly,243501,2,44
15-12-2025,Uttar Pradesh,Bareilly,243503,8,198
09-12-2025,Uttar Pradesh,Bareilly,243005,0,144
09-12-2025,Uttar Pradesh,Bareilly,243006,3,55
09-12-2025,Uttar Pradesh,Bareilly,243201,4,205
09-12-2025,Uttar Pradesh,Bareilly,243303,6,79
09-12-2025,Uttar Pradesh,Bareilly,243403,0,4
09-12-2025,Uttar Pradesh,Bareilly,262407,2,47
08-12-2025,Uttar Pradesh,Bareilly,243123,5,145
08-12-2025,Uttar Pradesh,Bareilly,243201,8,212
08-12-2025,Uttar Pradesh,Bareilly,243401,3,32
08-12-2025,Uttar Pradesh,Bareilly,243504,3,58
03-12-2025,Uttar Pradesh,Bareilly,243002,0,2
03-12-2025,Uttar Pradesh,Bareilly,243004,0,1
03-12-2025,Uttar Pradesh,Bareilly,243302,4,78
03-12-2025,Uttar Pradesh,Bareilly,243401,5,29
03-12-2025,Uttar Pradesh,Bareilly,243504,4,50
03-12-2025,Uttar Pradesh,Bareilly,243505,12,91
04-12-2025,Uttar Pradesh,Bareilly,243001,8,172
04-12-2025,Uttar Pradesh,Bareilly,243006,0,60
04-12-2025,Uttar Pradesh,Bareilly,243302,5,76
04-12-2025,Uttar Pradesh,Bareilly,243407,0,22
04-12-2025,Uttar Pradesh,Bareilly,243503,11,199
05-12-2025,Uttar Pradesh,Bareilly,243001,4,185
05-12-2025,Uttar Pradesh,Bareilly,243401,2,23
05-12-2025,Uttar Pradesh,Bareilly,243403,0,1
06-12-2025,Uttar Pradesh,Bareilly,243002,0,1
06-12-2025,Uttar Pradesh,Bareilly,243003,5,94
06-12-2025,Uttar Pradesh,Bareilly,243005,2,150
06-12-2025,Uttar Pradesh,Bareilly,243201,11,222
06-12-2025,Uttar Pradesh,Bareilly,243202,4,94
06-12-2025,Uttar Pradesh,Bareilly,243302,4,88
06-12-2025,Uttar Pradesh,Bareilly,243401,3,32
06-12-2025,Uttar Pradesh,Bareilly,243502,2,80
06-12-2025,Uttar Pradesh,Bareilly,262122,0,1
06-12-2025,Uttar Pradesh,Bareilly,262406,9,115
06-12-2025,Uttar Pradesh,Bareilly,262407,1,57
14-12-2025,Uttar Pradesh,Bareilly,243302,4,32
14-12-2025,Uttar Pradesh,Bareilly,243503,5,52
14-12-2025,Uttar Pradesh,Bareilly,243506,0,20
13-12-2025,Uttar Pradesh,Bareilly,243003,5,69
13-12-2025,Uttar Pradesh,Bareilly,243006,0,60
13-12-2025,Uttar Pradesh,Bareilly,243123,5,120
13-12-2025,Uttar Pradesh,Bareilly,243403,0,3
13-12-2025,Uttar Pradesh,Bareilly,243501,2,36
13-12-2025,Uttar Pradesh,Bareilly,243503,11,190
13-12-2025,Uttar Pradesh,Bareilly,243504,9,50
13-12-2025,Uttar Pradesh,Bareilly,243505,6,106
13-12-2025,Uttar Pradesh,Bareilly,243506,0,53
12-12-2025,Uttar Pradesh,Bareilly,243003,6,80
12-12-2025,Uttar Pradesh,Bareilly,243401,2,23
11-12-2025,Uttar Pradesh,Bareilly,243122,9,99
11-12-2025,Uttar Pradesh,Bareilly,243203,5,37
11-12-2025,Uttar Pradesh,Bareilly,243402,3,30
11-12-2025,Uttar Pradesh,Bareilly,262407,2,68
07-12-2025,Uttar Pradesh,Bareilly,243123,4,66
07-12-2025,Uttar Pradesh,Bareilly,243403,0,1
09-11-2025,Uttar Pradesh,Bareilly,243006,0,25
09-11-2025,Uttar Pradesh,Bareilly,243201,5,68
09-11-2025,Uttar Pradesh,Bareilly,243301,2,17
09-11-2025,Uttar Pradesh,Bareilly,243302,0,11
09-11-2025,Uttar Pradesh,Bareilly,243401,0,6
09-11-2025,Uttar Pradesh,Bareilly,243402,6,13
09-11-2025,Uttar Pradesh,Bareilly,243506,0,18
08-11-2025,Uttar Pradesh,Bareilly,243301,1,46
08-11-2025,Uttar Pradesh,Bareilly,243401,5,26
08-11-2025,Uttar Pradesh,Bareilly,243402,2,31
08-11-2025,Uttar Pradesh,Bareilly,243501,1,34
08-11-2025,Uttar Pradesh,Bareilly,243503,7,144
08-11-2025,Uttar Pradesh,Bareilly,243505,11,110
10-11-2025,Uttar Pradesh,Bareilly,243122,5,82
10-11-2025,Uttar Pradesh,Bareilly,243302,3,58
10-11-2025,Uttar Pradesh,Bareilly,243407,1,10
10-11-2025,Uttar Pradesh,Bareilly,243503,12,178
10-11-2025,Uttar Pradesh,Bareilly,262406,6,116
11-11-2025,Uttar Pradesh,Bareilly,243001,11,189
11-11-2025,Uttar Pradesh,Bareilly,243123,10,162
11-11-2025,Uttar Pradesh,Bareilly,243202,4,86
11-11-2025,Uttar Pradesh,Bareilly,243203,4,62
11-11-2025,Uttar Pradesh,Bareilly,243503,7,144
12-11-2025,Uttar Pradesh,Bareilly,243504,4,52
13-11-2025,Uttar Pradesh,Bareilly,243123,7,124
13-11-2025,Uttar Pradesh,Bareilly,243403,0,3
16-11-2025,Uttar Pradesh,Bareilly,243201,5,99
16-11-2025,Uttar Pradesh,Bareilly,243302,4,30
16-11-2025,Uttar Pradesh,Bareilly,243505,2,37
16-11-2025,Uttar Pradesh,Bareilly,243506,0,31
17-11-2025,Uttar Pradesh,Bareilly,243122,5,134
17-11-2025,Uttar Pradesh,Bareilly,243301,2,109
17-11-2025,Uttar Pradesh,Bareilly,243302,5,73
17-11-2025,Uttar Pradesh,Bareilly,243401,0,27
17-11-2025,Uttar Pradesh,Bareilly,262001,0,1
06-11-2025,Uttar Pradesh,Bareilly,243202,3,67
06-11-2025,Uttar Pradesh,Bareilly,243301,7,68
06-11-2025,Uttar Pradesh,Bareilly,243503,11,164
05-11-2025,Uttar Pradesh,Bareilly,243203,0,4
05-11-2025,Uttar Pradesh,Bareilly,243401,0,13
05-11-2025,Uttar Pradesh,Bareilly,243407,0,17
05-11-2025,Uttar Pradesh,Bareilly,243501,1,14
05-11-2025,Uttar Pradesh,Bareilly,243503,8,73
05-11-2025,Uttar Pradesh,Bareilly,262406,3,48
05-11-2025,Uttar Pradesh,Bareilly,262407,2,33
04-11-2025,Uttar Pradesh,Bareilly,243123,8,86
04-11-2025,Uttar Pradesh,Bareilly,243504,2,51
07-11-2025,Uttar Pradesh,Bareilly,243001,9,125
07-11-2025,Uttar Pradesh,Bareilly,243005,4,105
07-11-2025,Uttar Pradesh,Bareilly,243201,12,173
07-11-2025,Uttar Pradesh,Bareilly,243302,5,71
07-11-2025,Uttar Pradesh,Bareilly,243504,3,47
07-11-2025,Uttar Pradesh,Bareilly,243505,7,128
15-11-2025,Uttar Pradesh,Bareilly,243201,8,200
15-11-2025,Uttar Pradesh,Bareilly,243402,1,36
15-11-2025,Uttar Pradesh,Bareilly,262407,7,58
14-11-2025,Uttar Pradesh,Bareilly,243001,10,199
14-11-2025,Uttar Pradesh,Bareilly,243006,3,69
14-11-2025,Uttar Pradesh,Bareilly,243122,2,126
14-11-2025,Uttar Pradesh,Bareilly,243202,6,56
14-11-2025,Uttar Pradesh,Bareilly,243203,4,56
14-11-2025,Uttar Pradesh,Bareilly,243407,1,19
14-11-2025,Uttar Pradesh,Bareilly,243503,11,211
18-11-2025,Uttar Pradesh,Bareilly,243003,2,142
18-11-2025,Uttar Pradesh,Bareilly,243202,1,96
18-11-2025,Uttar Pradesh,Bareilly,243401,2,46
20-11-2025,Uttar Pradesh,Bareilly,243122,6,110
20-11-2025,Uttar Pradesh,Bareilly,243303,2,95
20-11-2025,Uttar Pradesh,Bareilly,243402,5,28
20-11-2025,Uttar Pradesh,Bareilly,243403,0,4
20-11-2025,Uttar Pradesh,Bareilly,243502,3,83
20-11-2025,Uttar Pradesh,Bareilly,262407,1,47
19-11-2025,Uttar Pradesh,Bareilly,243003,3,109
19-11-2025,Uttar Pradesh,Bareilly,243303,5,92
19-11-2025,Uttar Pradesh,Bareilly,243401,5,45
19-11-2025,Uttar Pradesh,Bareilly,243403,0,3
19-11-2025,Uttar Pradesh,Bareilly,243506,4,48
19-11-2025,Uttar Pradesh,Bareilly,262001,0,1
19-11-2025,Uttar Pradesh,Bareilly,262407,2,61
21-11-2025,Uttar Pradesh,Bareilly,243122,1,44
21-11-2025,Uttar Pradesh,Bareilly,243303,4,54
21-11-2025,Uttar Pradesh,Bareilly,243501,1,24
21-11-2025,Uttar Pradesh,Bareilly,262406,5,78
01-11-2025,Uttar Pradesh,Bareilly,243005,2,38
01-11-2025,Uttar Pradesh,Bareilly,243202,4,63
01-11-2025,Uttar Pradesh,Bareilly,243401,5,31
01-11-2025,Uttar Pradesh,Bareilly,243403,0,1
02-11-2025,Uttar Pradesh,Bareilly,243006,0,5
02-11-2025,Uttar Pradesh,Bareilly,243123,4,29
02-11-2025,Uttar Pradesh,Bareilly,243201,7,64
02-11-2025,Uttar Pradesh,Bareilly,243407,0,8
02-11-2025,Uttar Pradesh,Bareilly,243501,0,18
02-11-2025,Uttar Pradesh,Bareilly,243506,1,16
02-11-2025,Uttar Pradesh,Bareilly,262406,5,63
02-11-2025,Uttar Pradesh,Bareilly,262407,0,15
03-11-2025,Uttar Pradesh,Bareilly,243003,0,35
03-11-2025,Uttar Pradesh,Bareilly,243301,8,61
03-11-2025,Uttar Pradesh,Bareilly,243402,3,29
03-11-2025,Uttar Pradesh,Bareilly,243407,0,8
03-11-2025,Uttar Pradesh,Bareilly,243505,12,111
30-10-2025,Uttar Pradesh,Bareilly,243001,9,124
30-10-2025,Uttar Pradesh,Bareilly,243004,0,3
30-10-2025,Uttar Pradesh,Bareilly,243005,4,48
30-10-2025,Uttar Pradesh,Bareilly,243006,1,34
30-10-2025,Uttar Pradesh,Bareilly,243402,2,32
30-10-2025,Uttar Pradesh,Bareilly,243501,0,25
30-10-2025,Uttar Pradesh,Bareilly,243503,7,159
30-10-2025,Uttar Pradesh,Bareilly,262203,0,1
29-10-2025,Uttar Pradesh,Bareilly,243122,4,70
29-10-2025,Uttar Pradesh,Bareilly,243401,1,29
29-10-2025,Uttar Pradesh,Bareilly,243504,5,45
31-10-2025,Uttar Pradesh,Bareilly,243001,7,117
31-10-2025,Uttar Pradesh,Bareilly,243003,0,48
31-10-2025,Uttar Pradesh,Bareilly,243402,2,42
31-10-2025,Uttar Pradesh,Bareilly,243504,4,52
31-10-2025,Uttar Pradesh,Bareilly,262406,5,106
23-11-2025,Uttar Pradesh,Bareilly,243006,2,27
