date,state,district,pincode,demo_age_5_17,demo_age_17_
05-09-2025,Bihar,Patna,802160,0,6
05-09-2025,Bihar,Patna,803206,1,6
05-09-2025,Bihar,Patna,803211,5,93
05-09-2025,Bihar,Patna,803214,3,64
05-09-2025,Bihar,Patna,803221,2,33
05-09-2025,Bihar,Patna,804452,2,56
06-09-2025,Bihar,Patna,800001,10,73
06-09-2025,Bihar,Patna,800003,1,26
06-09-2025,Bihar,Patna,800023,0,8
06-09-2025,Bihar,Patna,800030,0,1
06-09-2025,Bihar,Patna,800111,5,21
06-09-2025,Bihar,Patna,801103,6,60
06-09-2025,Bihar,Patna,801110,6,97
06-09-2025,Bihar,Patna,801112,3,26
06-09-2025,Bihar,Patna,801113,2,48
06-09-2025,Bihar,Patna,803201,10,156
06-09-2025,Bihar,Patna,803202,5,137
06-09-2025,Bihar,Patna,803211,7,103
06-09-2025,Bihar,Patna,803302,7,173
06-09-2025,Bihar,Patna,803307,2,15
06-09-2025,Bihar,Patna,804426,3,7
06-09-2025,Bihar,Patna,811104,1,17
08-09-2025,Bihar,Patna,800002,5,31
08-09-2025,Bihar,Patna,800003,1,8
08-09-2025,Bihar,Patna,800005,0,2
08-09-2025,Bihar,Patna,800007,12,57
08-09-2025,Bihar,Patna,800008,7,91
08-09-2025,Bihar,Patna,800012,1,32
08-09-2025,Bihar,Patna,800013,3,7
08-09-2025,Bihar,Patna,800023,2,12
08-09-2025,Bihar,Patna,800027,1,16
08-09-2025,Bihar,Patna,801108,3,89
08-09-2025,Bihar,Patna,802160,0,5
08-09-2025,Bihar,Patna,803201,10,166
08-09-2025,Bihar,Patna,803212,9,143
08-09-2025,Bihar,Patna,803221,3,80
08-09-2025,Bihar,Patna,803301,4,89
08-09-2025,Bihar,Patna,803302,7,218
08-09-2025,Bihar,Patna,804423,1,8
07-09-2025,Bihar,Patna,800008,10,45
07-09-2025,Bihar,Patna,800018,1,4
07-09-2025,Bihar,Patna,800020,3,12
07-09-2025,Bihar,Patna,801103,2,11
07-09-2025,Bihar,Patna,801112,0,10
07-09-2025,Bihar,Patna,801117,0,7
07-09-2025,Bihar,Patna,801503,6,60
07-09-2025,Bihar,Patna,803306,0,18
09-09-2025,Bihar,Patna,800003,0,13
09-09-2025,Bihar,Patna,800010,1,12
09-09-2025,Bihar,Patna,800020,6,38
09-09-2025,Bihar,Patna,801102,4,42
09-09-2025,Bihar,Patna,801109,13,114
09-09-2025,Bihar,Patna,801503,14,192
09-09-2025,Bihar,Patna,804423,0,3
10-09-2025,Bihar,Patna,800001,7,109
10-09-2025,Bihar,Patna,800002,5,61
10-09-2025,Bihar,Patna,800006,2,33
10-09-2025,Bihar,Patna,800007,4,80
10-09-2025,Bihar,Patna,800012,3,57
10-09-2025,Bihar,Patna,803110,0,34
10-09-2025,Bihar,Patna,803203,0,4
10-09-2025,Bihar,Patna,803206,1,3
10-09-2025,Bihar,Patna,803303,0,24
10-09-2025,Bihar,Patna,803307,0,51
10-09-2025,Bihar,Patna,804401,0,3
10-09-2025,Bihar,Patna,811302,0,1
12-09-2025,Bihar,Patna,800002,2,50
12-09-2025,Bihar,Patna,800013,1,11
12-09-2025,Bihar,Patna,800018,0,17
12-09-2025,Bihar,Patna,801109,7,145
12-09-2025,Bihar,Patna,801304,1,20
12-09-2025,Bihar,Patna,801503,7,285
12-09-2025,Bihar,Patna,801505,10,123
12-09-2025,Bihar,Patna,801506,0,11
12-09-2025,Bihar,Patna,801507,2,16
12-09-2025,Bihar,Patna,802160,2,18
12-09-2025,Bihar,Patna,803202,7,181
12-09-2025,Bihar,Patna,803203,0,3
12-09-2025,Bihar,Patna,803211,1,75
12-09-2025,Bihar,Patna,803212,4,128
12-09-2025,Bihar,Patna,803301,3,66
12-09-2025,Bihar,Patna,804451,14,86
12-09-2025,Bihar,Patna,804454,2,47
11-09-2025,Bihar,Patna,800001,16,90
11-09-2025,Bihar,Patna,800002,3,49
11-09-2025,Bihar,Patna,800003,5,16
11-09-2025,Bihar,Patna,800014,1,16
11-09-2025,Bihar,Patna,800111,8,47
11-09-2025,Bihar,Patna,801502,1,85
11-09-2025,Bihar,Patna,802160,0,9
11-09-2025,Bihar,Patna,803201,10,155
11-09-2025,Bihar,Patna,803211,3,65
11-09-2025,Bihar,Patna,803303,1,24
11-09-2025,Bihar,Patna,804426,0,11
11-09-2025,Bihar,Patna,804454,4,29
13-09-2025,Bihar,Patna,800001,8,70
13-09-2025,Bihar,Patna,800003,2,11
13-09-2025,Bihar,Patna,800004,2,18
13-09-2025,Bihar,Patna,800008,3,110
13-09-2025,Bihar,Patna,800009,3,35
13-09-2025,Bihar,Patna,800012,1,12
13-09-2025,Bihar,Patna,800025,0,5
13-09-2025,Bihar,Patna,800027,0,9
13-09-2025,Bihar,Patna,800111,1,19
13-09-2025,Bihar,Patna,801108,2,57
13-09-2025,Bihar,Patna,801118,0,1
13-09-2025,Bihar,Patna,801305,0,34
13-09-2025,Bihar,Patna,801503,7,114
13-09-2025,Bihar,Patna,803202,3,75
13-09-2025,Bihar,Patna,803213,3,145
13-09-2025,Bihar,Patna,803307,2,25
13-09-2025,Bihar,Patna,804451,3,53
13-09-2025,Bihar,Patna,804454,8,31
15-09-2025,Bihar,Patna,800002,3,36
15-09-2025,Bihar,Patna,800011,2,27
15-09-2025,Bihar,Patna,800012,3,31
15-09-2025,Bihar,Patna,800014,2,26
15-09-2025,Bihar,Patna,800016,2,9
15-09-2025,Bihar,Patna,800024,0,14
15-09-2025,Bihar,Patna,800025,0,10
15-09-2025,Bihar,Patna,801109,2,92
15-09-2025,Bihar,Patna,801113,2,39
15-09-2025,Bihar,Patna,801503,12,168
15-09-2025,Bihar,Patna,801507,0,5
15-09-2025,Bihar,Patna,803203,0,8
15-09-2025,Bihar,Patna,803212,10,110
15-09-2025,Bihar,Patna,803301,3,40
15-09-2025,Bihar,Patna,803306,1,15
15-09-2025,Bihar,Patna,803307,1,5
15-09-2025,Bihar,Patna,804401,0,3
14-09-2025,Bihar,Patna,800007,2,23
14-09-2025,Bihar,Patna,800010,0,4
14-09-2025,Bihar,Patna,800020,1,12
14-09-2025,Bihar,Patna,800025,1,1
14-09-2025,Bihar,Patna,801105,0,5
14-09-2025,Bihar,Patna,801502,1,4
14-09-2025,Bihar,Patna,801506,0,2
14-09-2025,Bihar,Patna,803202,1,29
14-09-2025,Bihar,Patna,803306,1,15
17-09-2025,Bihar,Patna,800001,2,65
17-09-2025,Bihar,Patna,800005,0,1
17-09-2025,Bihar,Patna,800006,5,36
17-09-2025,Bihar,Patna,800008,8,99
17-09-2025,Bihar,Patna,800013,1,5
17-09-2025,Bihar,Patna,801105,2,21
17-09-2025,Bihar,Patna,801110,0,56
17-09-2025,Bihar,Patna,801112,3,19
17-09-2025,Bihar,Patna,801503,10,104
17-09-2025,Bihar,Patna,803212,3,56
17-09-2025,Bihar,Patna,803301,0,25
17-09-2025,Bihar,Patna,803303,0,19
17-09-2025,Bihar,Patna,804454,1,23
17-09-2025,Bihar,Patna,811104,0,8
16-09-2025,Bihar,Patna,800006,6,43
16-09-2025,Bihar,Patna,800011,2,32
16-09-2025,Bihar,Patna,800020,5,52
16-09-2025,Bihar,Patna,800024,1,13
16-09-2025,Bihar,Patna,801109,3,97
16-09-2025,Bihar,Patna,801112,1,35
16-09-2025,Bihar,Patna,801305,2,7
16-09-2025,Bihar,Patna,801502,1,38
16-09-2025,Bihar,Patna,801505,6,72
16-09-2025,Bihar,Patna,801506,2,13
16-09-2025,Bihar,Patna,803110,0,14
16-09-2025,Bihar,Patna,803201,2,119
16-09-2025,Bihar,Patna,803214,2,40
18-09-2025,Bihar,Patna,800002,6,65
18-09-2025,Bihar,Patna,800003,0,20
18-09-2025,Bihar,Patna,800018,0,5
18-09-2025,Bihar,Patna,800025,3,8
18-09-2025,Bihar,Patna,801102,0,60
18-09-2025,Bihar,Patna,801104,3,88
18-09-2025,Bihar,Patna,801112,2,26
18-09-2025,Bihar,Patna,801304,0,15
18-09-2025,Bihar,Patna,801502,1,51
18-09-2025,Bihar,Patna,802160,0,5
18-09-2025,Bihar,Patna,803301,3,40
18-09-2025,Bihar,Patna,803302,3,84
18-09-2025,Bihar,Patna,804451,5,72
18-09-2025,Bihar,Patna,811104,1,8
19-09-2025,Bihar,Patna,800011,2,25
19-09-2025,Bihar,Patna,800012,4,31
19-09-2025,Bihar,Patna,800016,1,20
19-09-2025,Bihar,Patna,801103,2,107
19-09-2025,Bihar,Patna,801108,2,133
19-09-2025,Bihar,Patna,801117,1,12
19-09-2025,Bihar,Patna,801118,0,8
19-09-2025,Bihar,Patna,801304,0,14
19-09-2025,Bihar,Patna,801503,6,184
19-09-2025,Bihar,Patna,802160,0,17
19-09-2025,Bihar,Patna,803203,1,6
19-09-2025,Bihar,Patna,803211,6,50
19-09-2025,Bihar,Patna,803301,1,64
19-09-2025,Bihar,Patna,804453,14,146
19-09-2025,Bihar,Patna,811104,2,4
19-09-2025,Bihar,Patna,811302,0,1
20-09-2025,Bihar,Patna,800004,2,19
20-09-2025,Bihar,Patna,801103,6,113
20-09-2025,Bihar,Patna,801108,3,86
20-09-2025,Bihar,Patna,801109,12,155
20-09-2025,Bihar,Patna,801112,0,16
20-09-2025,Bihar,Patna,801118,1,6
20-09-2025,Bihar,Patna,801505,2,64
20-09-2025,Bihar,Patna,802160,0,7
20-09-2025,Bihar,Patna,803211,1,61
20-09-2025,Bihar,Patna,803212,14,71
20-09-2025,Bihar,Patna,803303,1,5
20-09-2025,Bihar,Patna,803306,3,21
13-10-2025,Bihar,Patna,800003,0,7
13-10-2025,Bihar,Patna,800004,0,12
13-10-2025,Bihar,Patna,800010,0,2
13-10-2025,Bihar,Patna,800016,0,9
13-10-2025,Bihar,Patna,801105,3,35
13-10-2025,Bihar,Patna,801109,2,74
13-10-2025,Bihar,Patna,801117,1,0
13-10-2025,Bihar,Patna,801304,0,5
13-10-2025,Bihar,Patna,801502,0,5
13-10-2025,Bihar,Patna,803110,1,18
13-10-2025,Bihar,Patna,803306,1,14
13-10-2025,Bihar,Patna,804401,0,3
13-10-2025,Bihar,Patna,804452,7,97
15-10-2025,Bihar,Patna,800011,2,17
15-10-2025,Bihar,Patna,800014,2,24
15-10-2025,Bihar,Patna,800020,2,41
15-10-2025,Bihar,Patna,800025,0,10
15-10-2025,Bihar,Patna,801102,7,47
15-10-2025,Bihar,Patna,801104,8,86
15-10-2025,Bihar,Patna,801118,1,12
15-10-2025,Bihar,Patna,801507,1,16
15-10-2025,Bihar,Patna,803206,0,5
15-10-2025,Bihar,Patna,803215,0,1
15-10-2025,Bihar,Patna,803303,1,10
15-10-2025,Bihar,Patna,804401,0,1
15-10-2025,Bihar,Patna,804426,1,10
15-10-2025,Bihar,Patna,804451,8,74
17-10-2025,Bihar,Patna,800010,1,5
17-10-2025,Bihar,Patna,801103,4,84
17-10-2025,Bihar,Patna,801104,6,55
17-10-2025,Bihar,Patna,801105,4,32
17-10-2025,Bihar,Patna,801110,4,58
17-10-2025,Bihar,Patna,801111,1,0
17-10-2025,Bihar,Patna,801118,0,7
17-10-2025,Bihar,Patna,801304,2,12
17-10-2025,Bihar,Patna,803213,10,109
17-10-2025,Bihar,Patna,803302,0,60
17-10-2025,Bihar,Patna,803303,0,15
17-10-2025,Bihar,Patna,804454,0,27
17-10-2025,Bihar,Patna,811302,0,1
16-10-2025,Bihar,Patna,800003,1,15
16-10-2025,Bihar,Patna,800006,3,37
16-10-2025,Bihar,Patna,800010,0,9
16-10-2025,Bihar,Patna,800013,0,10
16-10-2025,Bihar,Patna,800014,3,27
16-10-2025,Bihar,Patna,801117,0,8
16-10-2025,Bihar,Patna,801503,11,179
16-10-2025,Bihar,Patna,802160,0,12
16-10-2025,Bihar,Patna,803213,12,107
16-10-2025,Bihar,Patna,803214,7,62
16-10-2025,Bihar,Patna,803301,3,46
16-10-2025,Bihar,Patna,803302,3,77
16-10-2025,Bihar,Patna,804423,0,3
18-10-2025,Bihar,Patna,800007,2,68
18-10-2025,Bihar,Patna,800010,1,9
18-10-2025,Bihar,Patna,800023,0,8
18-10-2025,Bihar,Patna,800111,4,42
18-10-2025,Bihar,Patna,801113,1,21
18-10-2025,Bihar,Patna,801505,5,71
18-10-2025,Bihar,Patna,803303,0,7
18-10-2025,Bihar,Patna,804401,0,2
18-10-2025,Bihar,Patna,804423,0,3
24-10-2025,Bihar,Patna,800004,2,18
24-10-2025,Bihar,Patna,800007,7,76
24-10-2025,Bihar,Patna,800008,9,91
24-10-2025,Bihar,Patna,800026,1,14
24-10-2025,Bihar,Patna,800111,4,34
24-10-2025,Bihar,Patna,801109,3,69
24-10-2025,Bihar,Patna,801110,4,66
24-10-2025,Bihar,Patna,803202,8,104
24-10-2025,Bihar,Patna,803221,2,25
24-10-2025,Bihar,Patna,804453,10,138
23-10-2025,Bihar,Patna,800002,0,4
23-10-2025,Bihar,Patna,800003,0,1
23-10-2025,Bihar,Patna,801503,0,4
23-10-2025,Bihar,Patna,803201,0,5
23-10-2025,Bihar,Patna,803211,0,1
23-10-2025,Bihar,Patna,803214,0,4
23-10-2025,Bihar,Patna,804452,0,5
22-10-2025,Bihar,Patna,800001,0,1
22-10-2025,Bihar,Patna,800020,0,1
22-10-2025,Bihar,Patna,801103,0,4
22-10-2025,Bihar,Patna,801104,0,1
22-10-2025,Bihar,Patna,801108,0,1
22-10-2025,Bihar,Patna,801110,0,2
22-10-2025,Bihar,Patna,803212,0,1
22-10-2025,Bihar,Patna,803214,0,1
22-10-2025,Bihar,Patna,803303,0,1
22-10-2025,Bihar,Patna,804454,0,3
25-10-2025,Bihar,Patna,800004,4,11
25-10-2025,Bihar,Patna,800007,5,46
25-10-2025,Bihar,Patna,801102,3,26
25-10-2025,Bihar,Patna,801109,5,64
25-10-2025,Bihar,Patna,801110,5,58
25-10-2025,Bihar,Patna,801113,2,18
25-10-2025,Bihar,Patna,802160,0,2
25-10-2025,Bihar,Patna,803202,10,50
25-10-2025,Bihar,Patna,803302,2,36
25-10-2025,Bihar,Patna,804423,2,5
25-10-2025,Bihar,Patna,804451,4,54
26-10-2025,Bihar,Patna,800003,1,11
26-10-2025,Bihar,Patna,800007,4,51
26-10-2025,Bihar,Patna,800011,0,13
26-10-2025,Bihar,Patna,800012,1,13
26-10-2025,Bihar,Patna,800013,1,5
26-10-2025,Bihar,Patna,800025,0,5
26-10-2025,Bihar,Patna,800027,0,7
26-10-2025,Bihar,Patna,803110,1,12
26-10-2025,Bihar,Patna,803202,10,70
26-10-2025,Bihar,Patna,803301,2,25
26-10-2025,Bihar,Patna,804423,1,3
19-10-2025,Bihar,Patna,800002,3,15
19-10-2025,Bihar,Patna,800007,5,35
19-10-2025,Bihar,Patna,800014,4,12
19-10-2025,Bihar,Patna,800023,1,4
19-10-2025,Bihar,Patna,800025,1,5
19-10-2025,Bihar,Patna,800027,6,8
19-10-2025,Bihar,Patna,801103,10,41
19-10-2025,Bihar,Patna,801109,6,45
19-10-2025,Bihar,Patna,801503,12,94
19-10-2025,Bihar,Patna,803214,1,31
19-10-2025,Bihar,Patna,803301,4,23
19-10-2025,Bihar,Patna,804452,7,62
19-10-2025,Bihar,Patna,804453,9,73
20-10-2025,Bihar,Patna,800003,1,1
20-10-2025,Bihar,Patna,800018,0,2
20-10-2025,Bihar,Patna,801103,0,11
20-10-2025,Bihar,Patna,801104,1,14
20-10-2025,Bihar,Patna,801105,0,5
20-10-2025,Bihar,Patna,801109,3,7
20-10-2025,Bihar,Patna,801113,0,1
20-10-2025,Bihar,Patna,801304,0,7
20-10-2025,Bihar,Patna,801505,2,13
20-10-2025,Bihar,Patna,803211,0,3
20-10-2025,Bihar,Patna,804454,2,2
21-10-2025,Bihar,Patna,800002,1,3
21-10-2025,Bihar,Patna,800007,1,4
21-10-2025,Bihar,Patna,800025,0,3
21-10-2025,Bihar,Patna,801105,0,2
21-10-2025,Bihar,Patna,801113,0,5
21-10-2025,Bihar,Patna,801503,0,16
21-10-2025,Bihar,Patna,803306,1,3
21-10-2025,Bihar,Patna,804426,0,2
28-10-2025,Bihar,Patna,800003,0,2
28-10-2025,Bihar,Patna,800007,2,13
28-10-2025,Bihar,Patna,800013,0,2
28-10-2025,Bihar,Patna,800111,2,6
28-10-2025,Bihar,Patna,801105,2,9
28-10-2025,Bihar,Patna,801113,0,2
28-10-2025,Bihar,Patna,801507,1,0
28-10-2025,Bihar,Patna,803201,2,21
28-10-2025,Bihar,Patna,803212,0,5
28-10-2025,Bihar,Patna,803303,0,2
28-10-2025,Bihar,Patna,804452,3,24
28-10-2025,Bihar,Patna,804454,2,4
27-10-2025,Bihar,Patna,800011,1,5
27-10-2025,Bihar,Patna,800014,0,11
27-10-2025,Bihar,Patna,800111,2,11
27-10-2025,Bihar,Patna,801102,1,14
27-10-2025,Bihar,Patna,801104,0,22
27-10-2025,Bihar,Patna,801109,2,16
27-10-2025,Bihar,Patna,801112,0,15
27-10-2025,Bihar,Patna,801304,0,3
27-10-2025,Bihar,Patna,801506,0,1
27-10-2025,Bihar,Patna,803203,0,1
27-10-2025,Bihar,Patna,803211,1,9
27-10-2025,Bihar,Patna,803212,2,15
27-10-2025,Bihar,Patna,803303,0,5
27-10-2025,Bihar,Patna,803306,2,6
27-10-2025,Bihar,Patna,804423,0,2
27-10-2025,Bihar,Patna,804426,0,6
27-10-2025,Bihar,Patna,804452,7,38
27-10-2025,Bihar,Patna,811104,0,4
06-11-2025,Bihar,Patna,802160,0,3
06-11-2025,Bihar,Patna,803203,0,2
09-11-2025,Bihar,Patna,801506,0,1
10-11-2025,Bihar,Patna,803206,0,1
12-11-2025,Bihar,Patna,804401,0,1
14-11-2025,Bihar,Patna,800029,0,1
11-12-2025,Bihar,Patna,801101,1,0
13-12-2025,Bihar,Patna,801111,1,0
14-12-2025,Bihar,Patna,800030,1,0
12-12-2025,Bihar,Patna,800001,6,65
12-12-2025,Bihar,Patna,800026,1,15
12-12-2025,Bihar,Patna,801103,6,65
12-12-2025,Bihar,Patna,801109,6,81
12-12-2025,Bihar,Patna,801304,0,13
12-12-2025,Bihar,Patna,801507,1,2
12-12-2025,Bihar,Patna,803211,2,37
12-12-2025,Bihar,Patna,803212,10,73
12-12-2025,Bihar,Patna,803213,7,80
12-12-2025,Bihar,Patna,803301,2,27
12-12-2025,Bihar,Patna,803303,2,4
12-12-2025,Bihar,Patna,804401,1,1
12-12-2025,Bihar,Patna,804454,1,12
11-12-2025,Bihar,Patna,800006,1,29
11-12-2025,Bihar,Patna,800012,3,21
11-12-2025,Bihar,Patna,801102,5,32
11-12-2025,Bihar,Patna,801110,14,65
11-12-2025,Bihar,Patna,803202,7,72
11-12-2025,Bihar,Patna,804401,0,5
11-12-2025,Bihar,Patna,804423,2,3
11-12-2025,Bihar,Patna,804426,0,4
11-12-2025,Bihar,Patna,804452,12,106
03-12-2025,Bihar,Patna,800012,0,38
03-12-2025,Bihar,Patna,800016,4,11
03-12-2025,Bihar,Patna,800020,2,37
03-12-2025,Bihar,Patna,800026,1,13
03-12-2025,Bihar,Patna,801104,0,39
03-12-2025,Bihar,Patna,801109,6,73
03-12-2025,Bihar,Patna,801118,0,4
03-12-2025,Bihar,Patna,801502,2,19
03-12-2025,Bihar,Patna,803213,2,63
03-12-2025,Bihar,Patna,804401,0,2
03-12-2025,Bihar,Patna,804423,0,1
03-12-2025,Bihar,Patna,804453,10,98
03-12-2025,Bihar,Patna,811104,2,7
06-12-2025,Bihar,Patna,800001,4,51
06-12-2025,Bihar,Patna,800009,2,38
06-12-2025,Bihar,Patna,800011,1,16
06-12-2025,Bihar,Patna,800014,3,25
06-12-2025,Bihar,Patna,800018,0,9
06-12-2025,Bihar,Patna,800111,1,28
06-12-2025,Bihar,Patna,801102,2,18
06-12-2025,Bihar,Patna,801105,2,29
06-12-2025,Bihar,Patna,801109,4,60
06-12-2025,Bihar,Patna,801502,0,11
06-12-2025,Bihar,Patna,803110,1,16
06-12-2025,Bihar,Patna,803211,0,31
06-12-2025,Bihar,Patna,803302,2,40
06-12-2025,Bihar,Patna,803307,0,6
06-12-2025,Bihar,Patna,804423,1,2
06-12-2025,Bihar,Patna,804453,8,115
10-12-2025,Bihar,Patna,800008,9,67
10-12-2025,Bihar,Patna,800009,1,43
10-12-2025,Bihar,Patna,800011,0,21
10-12-2025,Bihar,Patna,800014,2,19
10-12-2025,Bihar,Patna,800020,4,39
10-12-2025,Bihar,Patna,800026,3,7
10-12-2025,Bihar,Patna,801111,0,1
10-12-2025,Bihar,Patna,801305,0,3
10-12-2025,Bihar,Patna,803213,10,77
10-12-2025,Bihar,Patna,803303,1,4
10-12-2025,Bihar,Patna,803306,1,17
04-12-2025,Bihar,Patna,800010,0,5
04-12-2025,Bihar,Patna,800016,2,13
04-12-2025,Bihar,Patna,800018,1,7
04-12-2025,Bihar,Patna,800025,0,12
04-12-2025,Bihar,Patna,800111,2,17
04-12-2025,Bihar,Patna,801103,5,38
04-12-2025,Bihar,Patna,801109,4,73
04-12-2025,Bihar,Patna,801305,1,8
04-12-2025,Bihar,Patna,802160,1,2
04-12-2025,Bihar,Patna,803213,3,63
04-12-2025,Bihar,Patna,803303,0,8
04-12-2025,Bihar,Patna,804454,1,23
04-12-2025,Bihar,Patna,811104,0,4
05-12-2025,Bihar,Patna,800111,1,25
05-12-2025,Bihar,Patna,801112,1,13
05-12-2025,Bihar,Patna,801113,2,11
05-12-2025,Bihar,Patna,801118,0,1
05-12-2025,Bihar,Patna,801305,2,9
05-12-2025,Bihar,Patna,801503,4,68
05-12-2025,Bihar,Patna,803212,11,60
05-12-2025,Bihar,Patna,803213,6,67
05-12-2025,Bihar,Patna,804451,5,40
07-12-2025,Bihar,Patna,800004,0,3
07-12-2025,Bihar,Patna,800014,0,5
07-12-2025,Bihar,Patna,800027,0,7
07-12-2025,Bihar,Patna,801102,2,7
07-12-2025,Bihar,Patna,801113,1,9
07-12-2025,Bihar,Patna,801117,0,1
07-12-2025,Bihar,Patna,801304,0,5
07-12-2025,Bihar,Patna,801506,0,3
07-12-2025,Bihar,Patna,803202,4,28
07-12-2025,Bihar,Patna,803211,3,11
07-12-2025,Bihar,Patna,803214,2,16
07-12-2025,Bihar,Patna,803221,3,9
07-12-2025,Bihar,Patna,804452,7,35
29-12-2025,Bihar,Patna,800003,1,8
29-12-2025,Bihar,Patna,800006,4,35
29-12-2025,Bihar,Patna,800030,0,1
29-12-2025,Bihar,Patna,801502,2,12
29-12-2025,Bihar,Patna,802160,0,2
29-12-2025,Bihar,Patna,803213,10,64
29-12-2025,Bihar,Patna,803306,2,12
29-12-2025,Bihar,Patna,803307,0,6
29-12-2025,Bihar,Patna,804426,0,5
29-12-2025,Bihar,Patna,804451,3,37
29-12-2025,Bihar,Patna,804453,8,78
31-12-2025,Bihar,Patna,800011,2,16
31-12-2025,Bihar,Patna,800016,0,12
31-12-2025,Bihar,Patna,800023,0,6
31-12-2025,Bihar,Patna,800025,0,6
31-12-2025,Bihar,Patna,801109,2,57
31-12-2025,Bihar,Patna,801113,2,28
31-12-2025,Bihar,Patna,801304,1,6
31-12-2025,Bihar,Patna,801305,0,10
31-12-2025,Bihar,Patna,801502,0,12
31-12-2025,Bihar,Patna,801506,2,6
31-12-2025,Bihar,Patna,803203,0,3
31-12-2025,Bihar,Patna,803214,3,30
31-12-2025,Bihar,Patna,804453,4,60
31-12-2025,Bihar,Patna,804454,0,17
03-01-2026,Bihar,Patna,800004,1,3
03-01-2026,Bihar,Patna,800024,0,1
03-01-2026,Bihar,Patna,803302,0,11
03-01-2026,Bihar,Patna,803306,0,4
03-01-2026,Bihar,Patna,804453,0,19
24-12-2025,Bihar,Patna,800001,2,76
24-12-2025,Bihar,Patna,800013,3,10
24-12-2025,Bihar,Patna,800016,1,6
24-12-2025,Bihar,Patna,801102,0,28
24-12-2025,Bihar,Patna,801103,2,31
24-12-2025,Bihar,Patna,801104,4,40
24-12-2025,Bihar,Patna,801109,8,46
24-12-2025,Bihar,Patna,801305,0,7
24-12-2025,Bihar,Patna,801505,6,65
24-12-2025,Bihar,Patna,801506,0,7
24-12-2025,Bihar,Patna,803110,1,15
24-12-2025,Bihar,Patna,803211,4,30
24-12-2025,Bihar,Patna,803221,6,17
24-12-2025,Bihar,Patna,803307,0,7
24-12-2025,Bihar,Patna,804401,0,1
24-12-2025,Bihar,Patna,804452,16,94
24-12-2025,Bihar,Patna,811302,0,1
25-12-2025,Bihar,Patna,800001,0,26
25-12-2025,Bihar,Patna,800009,1,22
25-12-2025,Bihar,Patna,800026,0,7
25-12-2025,Bihar,Patna,801110,4,47
25-12-2025,Bihar,Patna,801118,0,6
25-12-2025,Bihar,Patna,801304,0,4
25-12-2025,Bihar,Patna,801502,1,8
25-12-2025,Bihar,Patna,803202,1,31
25-12-2025,Bihar,Patna,803206,0,3
