date,state,district,pincode,demo_age_5_17,demo_age_17_
02-09-2025,Rajasthan,Jaipur,303712,4,3
02-09-2025,Rajasthan,Jaipur,303801,1,1
02-09-2025,Rajasthan,Jaipur,303805,2,13
03-09-2025,Rajasthan,Jaipur,302004,2,30
03-09-2025,Rajasthan,Jaipur,302012,2,77
03-09-2025,Rajasthan,Jaipur,302018,0,6
03-09-2025,Rajasthan,Jaipur,302021,4,21
03-09-2025,Rajasthan,Jaipur,302026,2,16
03-09-2025,Rajasthan,Jaipur,303012,2,8
03-09-2025,Rajasthan,Jaipur,303328,0,6
03-09-2025,Rajasthan,Jaipur,303803,0,1
03-09-2025,Rajasthan,Jaipur,303904,0,9
04-09-2025,Rajasthan,Jaipur,302003,8,63
04-09-2025,Rajasthan,Jaipur,302015,1,14
04-09-2025,Rajasthan,Jaipur,302017,6,37
04-09-2025,Rajasthan,Jaipur,302021,4,28
04-09-2025,Rajasthan,Jaipur,302028,2,11
04-09-2025,Rajasthan,Jaipur,302029,7,60
04-09-2025,Rajasthan,Jaipur,302033,1,17
04-09-2025,Rajasthan,Jaipur,303004,2,3
04-09-2025,Rajasthan,Jaipur,303005,4,19
04-09-2025,Rajasthan,Jaipur,303103,4,20
04-09-2025,Rajasthan,Jaipur,303121,0,1
04-09-2025,Rajasthan,Jaipur,303704,0,10
04-09-2025,Rajasthan,Jaipur,303804,1,21
04-09-2025,Rajasthan,Jaipur,303806,3,5
05-09-2025,Rajasthan,Jaipur,302001,1,15
05-09-2025,Rajasthan,Jaipur,302002,3,27
05-09-2025,Rajasthan,Jaipur,302003,1,20
05-09-2025,Rajasthan,Jaipur,302012,13,89
05-09-2025,Rajasthan,Jaipur,302016,1,34
05-09-2025,Rajasthan,Jaipur,302022,0,7
05-09-2025,Rajasthan,Jaipur,302026,1,14
05-09-2025,Rajasthan,Jaipur,302027,0,19
05-09-2025,Rajasthan,Jaipur,302028,0,12
05-09-2025,Rajasthan,Jaipur,302033,3,14
05-09-2025,Rajasthan,Jaipur,303006,0,6
05-09-2025,Rajasthan,Jaipur,303009,0,4
05-09-2025,Rajasthan,Jaipur,303103,0,11
05-09-2025,Rajasthan,Jaipur,303104,1,8
05-09-2025,Rajasthan,Jaipur,303119,0,6
05-09-2025,Rajasthan,Jaipur,303802,0,1
05-09-2025,Rajasthan,Jaipur,303805,0,12
05-09-2025,Rajasthan,Jaipur,303806,1,5
05-09-2025,Rajasthan,Jaipur,303905,1,7
07-09-2025,Rajasthan,Jaipur,302016,0,9
07-09-2025,Rajasthan,Jaipur,302017,2,15
07-09-2025,Rajasthan,Jaipur,302026,0,5
07-09-2025,Rajasthan,Jaipur,302034,0,6
07-09-2025,Rajasthan,Jaipur,303009,0,1
07-09-2025,Rajasthan,Jaipur,303103,1,4
07-09-2025,Rajasthan,Jaipur,303105,0,4
07-09-2025,Rajasthan,Jaipur,303106,4,6
07-09-2025,Rajasthan,Jaipur,303107,0,2
07-09-2025,Rajasthan,Jaipur,303301,1,2
07-09-2025,Rajasthan,Jaipur,303602,0,1
07-09-2025,Rajasthan,Jaipur,303604,1,1
07-09-2025,Rajasthan,Jaipur,303806,0,3
07-09-2025,Rajasthan,Jaipur,303908,1,7
06-09-2025,Rajasthan,Jaipur,302015,6,13
06-09-2025,Rajasthan,Jaipur,302019,2,19
06-09-2025,Rajasthan,Jaipur,302023,0,2
06-09-2025,Rajasthan,Jaipur,302028,0,8
06-09-2025,Rajasthan,Jaipur,303007,3,10
06-09-2025,Rajasthan,Jaipur,303103,2,17
06-09-2025,Rajasthan,Jaipur,303301,5,14
06-09-2025,Rajasthan,Jaipur,303302,0,7
06-09-2025,Rajasthan,Jaipur,303602,0,10
06-09-2025,Rajasthan,Jaipur,303604,2,18
06-09-2025,Rajasthan,Jaipur,303704,0,6
06-09-2025,Rajasthan,Jaipur,303804,1,12
06-09-2025,Rajasthan,Jaipur,303901,3,16
06-09-2025,Rajasthan,Jaipur,303908,3,9
09-09-2025,Rajasthan,Jaipur,302006,0,30
09-09-2025,Rajasthan,Jaipur,302013,3,37
09-09-2025,Rajasthan,Jaipur,302020,3,45
09-09-2025,Rajasthan,Jaipur,302022,0,9
09-09-2025,Rajasthan,Jaipur,302027,1,11
09-09-2025,Rajasthan,Jaipur,302028,1,13
09-09-2025,Rajasthan,Jaipur,302029,7,51
09-09-2025,Rajasthan,Jaipur,302031,0,31
09-09-2025,Rajasthan,Jaipur,302032,1,3
09-09-2025,Rajasthan,Jaipur,302034,0,11
09-09-2025,Rajasthan,Jaipur,303003,0,2
09-09-2025,Rajasthan,Jaipur,303008,7,21
09-09-2025,Rajasthan,Jaipur,303108,3,20
09-09-2025,Rajasthan,Jaipur,303120,3,13
09-09-2025,Rajasthan,Jaipur,303706,1,7
09-09-2025,Rajasthan,Jaipur,303804,6,12
09-09-2025,Rajasthan,Jaipur,303805,1,18
09-09-2025,Rajasthan,Jaipur,303904,2,14
08-09-2025,Rajasthan,Jaipur,302006,2,22
08-09-2025,Rajasthan,Jaipur,302026,3,20
08-09-2025,Rajasthan,Jaipur,302029,3,45
08-09-2025,Rajasthan,Jaipur,303008,1,31
08-09-2025,Rajasthan,Jaipur,303106,2,24
08-09-2025,Rajasthan,Jaipur,303119,2,9
08-09-2025,Rajasthan,Jaipur,303302,1,5
08-09-2025,Rajasthan,Jaipur,303328,2,17
08-09-2025,Rajasthan,Jaipur,303338,3,30
08-09-2025,Rajasthan,Jaipur,303507,0,2
08-09-2025,Rajasthan,Jaipur,303604,0,7
08-09-2025,Rajasthan,Jaipur,303701,2,11
08-09-2025,Rajasthan,Jaipur,303801,4,9
08-09-2025,Rajasthan,Jaipur,303804,1,3
08-09-2025,Rajasthan,Jaipur,303905,1,9
10-09-2025,Rajasthan,Jaipur,302001,2,27
10-09-2025,Rajasthan,Jaipur,302018,3,13
10-09-2025,Rajasthan,Jaipur,302019,2,17
10-09-2025,Rajasthan,Jaipur,302022,0,8
10-09-2025,Rajasthan,Jaipur,302023,0,3
10-09-2025,Rajasthan,Jaipur,302024,0,1
10-09-2025,Rajasthan,Jaipur,302027,2,21
10-09-2025,Rajasthan,Jaipur,302032,0,5
10-09-2025,Rajasthan,Jaipur,302034,1,11
10-09-2025,Rajasthan,Jaipur,303008,2,33
10-09-2025,Rajasthan,Jaipur,303102,3,8
10-09-2025,Rajasthan,Jaipur,303106,8,36
10-09-2025,Rajasthan,Jaipur,303302,2,2
10-09-2025,Rajasthan,Jaipur,303305,8,14
10-09-2025,Rajasthan,Jaipur,303328,1,14
10-09-2025,Rajasthan,Jaipur,303348,3,14
10-09-2025,Rajasthan,Jaipur,303801,3,10
10-09-2025,Rajasthan,Jaipur,303802,0,4
10-09-2025,Rajasthan,Jaipur,303901,5,24
10-09-2025,Rajasthan,Jaipur,303903,2,9
11-09-2025,Rajasthan,Jaipur,302016,5,39
11-09-2025,Rajasthan,Jaipur,302018,2,11
11-09-2025,Rajasthan,Jaipur,302019,0,18
11-09-2025,Rajasthan,Jaipur,302022,0,7
11-09-2025,Rajasthan,Jaipur,302028,0,13
11-09-2025,Rajasthan,Jaipur,302037,0,1
11-09-2025,Rajasthan,Jaipur,303003,0,6
11-09-2025,Rajasthan,Jaipur,303004,1,3
11-09-2025,Rajasthan,Jaipur,303005,2,23
11-09-2025,Rajasthan,Jaipur,303006,1,9
11-09-2025,Rajasthan,Jaipur,303106,1,9
11-09-2025,Rajasthan,Jaipur,303109,0,11
11-09-2025,Rajasthan,Jaipur,303701,0,7
11-09-2025,Rajasthan,Jaipur,303704,0,12
11-09-2025,Rajasthan,Jaipur,303706,1,8
12-09-2025,Rajasthan,Jaipur,302011,2,2
12-09-2025,Rajasthan,Jaipur,302018,2,19
12-09-2025,Rajasthan,Jaipur,302019,2,30
12-09-2025,Rajasthan,Jaipur,302027,2,21
12-09-2025,Rajasthan,Jaipur,303002,1,12
12-09-2025,Rajasthan,Jaipur,303008,4,34
12-09-2025,Rajasthan,Jaipur,303105,1,14
12-09-2025,Rajasthan,Jaipur,303603,5,28
12-09-2025,Rajasthan,Jaipur,303604,1,15
12-09-2025,Rajasthan,Jaipur,303701,0,9
12-09-2025,Rajasthan,Jaipur,303801,1,11
12-09-2025,Rajasthan,Jaipur,303805,3,16
12-09-2025,Rajasthan,Jaipur,303807,0,2
12-09-2025,Rajasthan,Jaipur,303905,2,15
13-09-2025,Rajasthan,Jaipur,302001,1,18
13-09-2025,Rajasthan,Jaipur,302003,2,49
13-09-2025,Rajasthan,Jaipur,302021,9,35
13-09-2025,Rajasthan,Jaipur,303009,0,2
13-09-2025,Rajasthan,Jaipur,303301,4,18
13-09-2025,Rajasthan,Jaipur,303328,1,6
13-09-2025,Rajasthan,Jaipur,303704,1,0
13-09-2025,Rajasthan,Jaipur,303706,1,11
13-09-2025,Rajasthan,Jaipur,303712,2,10
13-09-2025,Rajasthan,Jaipur,303801,1,13
13-09-2025,Rajasthan,Jaipur,303802,1,5
13-09-2025,Rajasthan,Jaipur,303804,2,5
13-09-2025,Rajasthan,Jaipur,303805,2,10
13-09-2025,Rajasthan,Jaipur,303903,0,13
14-09-2025,Rajasthan,Jaipur,302002,1,33
14-09-2025,Rajasthan,Jaipur,302004,2,7
14-09-2025,Rajasthan,Jaipur,302019,1,6
14-09-2025,Rajasthan,Jaipur,302023,0,1
14-09-2025,Rajasthan,Jaipur,302034,0,4
14-09-2025,Rajasthan,Jaipur,302039,1,8
14-09-2025,Rajasthan,Jaipur,303004,0,2
14-09-2025,Rajasthan,Jaipur,303103,0,1
14-09-2025,Rajasthan,Jaipur,303110,0,1
14-09-2025,Rajasthan,Jaipur,303119,3,2
14-09-2025,Rajasthan,Jaipur,303305,0,9
14-09-2025,Rajasthan,Jaipur,303804,0,4
15-09-2025,Rajasthan,Jaipur,302001,1,31
15-09-2025,Rajasthan,Jaipur,302011,0,2
15-09-2025,Rajasthan,Jaipur,302015,0,14
15-09-2025,Rajasthan,Jaipur,302016,8,54
15-09-2025,Rajasthan,Jaipur,302022,1,4
15-09-2025,Rajasthan,Jaipur,302023,0,5
15-09-2025,Rajasthan,Jaipur,302024,0,5
15-09-2025,Rajasthan,Jaipur,302029,12,51
15-09-2025,Rajasthan,Jaipur,302031,1,33
15-09-2025,Rajasthan,Jaipur,303005,4,26
15-09-2025,Rajasthan,Jaipur,303008,2,23
15-09-2025,Rajasthan,Jaipur,303102,2,13
15-09-2025,Rajasthan,Jaipur,303103,2,21
15-09-2025,Rajasthan,Jaipur,303105,3,7
15-09-2025,Rajasthan,Jaipur,303109,1,13
15-09-2025,Rajasthan,Jaipur,303110,1,13
15-09-2025,Rajasthan,Jaipur,303301,5,28
15-09-2025,Rajasthan,Jaipur,303305,7,12
15-09-2025,Rajasthan,Jaipur,303601,1,3
15-09-2025,Rajasthan,Jaipur,303602,1,7
15-09-2025,Rajasthan,Jaipur,303712,1,7
15-09-2025,Rajasthan,Jaipur,303904,3,11
15-09-2025,Rajasthan,Jaipur,303905,2,9
17-09-2025,Rajasthan,Jaipur,302001,1,30
17-09-2025,Rajasthan,Jaipur,302006,2,24
17-09-2025,Rajasthan,Jaipur,302015,2,24
17-09-2025,Rajasthan,Jaipur,302029,3,50
17-09-2025,Rajasthan,Jaipur,302031,5,49
17-09-2025,Rajasthan,Jaipur,302034,2,4
17-09-2025,Rajasthan,Jaipur,303003,2,10
17-09-2025,Rajasthan,Jaipur,303004,0,1
17-09-2025,Rajasthan,Jaipur,303006,2,8
17-09-2025,Rajasthan,Jaipur,303107,0,8
17-09-2025,Rajasthan,Jaipur,303302,1,7
17-09-2025,Rajasthan,Jaipur,303338,0,19
17-09-2025,Rajasthan,Jaipur,303601,1,6
17-09-2025,Rajasthan,Jaipur,303712,1,7
17-09-2025,Rajasthan,Jaipur,303801,2,12
17-09-2025,Rajasthan,Jaipur,303805,4,16
16-09-2025,Rajasthan,Jaipur,302006,1,21
16-09-2025,Rajasthan,Jaipur,302017,6,56
16-09-2025,Rajasthan,Jaipur,302032,0,5
16-09-2025,Rajasthan,Jaipur,303008,4,26
16-09-2025,Rajasthan,Jaipur,303009,1,6
16-09-2025,Rajasthan,Jaipur,303102,3,8
16-09-2025,Rajasthan,Jaipur,303107,1,14
16-09-2025,Rajasthan,Jaipur,303109,0,11
16-09-2025,Rajasthan,Jaipur,303110,1,8
16-09-2025,Rajasthan,Jaipur,303604,1,18
16-09-2025,Rajasthan,Jaipur,303704,1,5
16-09-2025,Rajasthan,Jaipur,303904,3,9
18-09-2025,Rajasthan,Jaipur,302001,2,22
18-09-2025,Rajasthan,Jaipur,302002,3,48
18-09-2025,Rajasthan,Jaipur,302032,0,7
18-09-2025,Rajasthan,Jaipur,302039,3,24
18-09-2025,Rajasthan,Jaipur,303008,5,13
18-09-2025,Rajasthan,Jaipur,303105,1,7
18-09-2025,Rajasthan,Jaipur,303108,4,19
18-09-2025,Rajasthan,Jaipur,303712,1,4
18-09-2025,Rajasthan,Jaipur,303802,0,3
18-09-2025,Rajasthan,Jaipur,303807,0,6
19-09-2025,Rajasthan,Jaipur,302001,2,21
19-09-2025,Rajasthan,Jaipur,302004,2,39
19-09-2025,Rajasthan,Jaipur,302023,0,3
19-09-2025,Rajasthan,Jaipur,302031,2,32
19-09-2025,Rajasthan,Jaipur,302037,0,4
19-09-2025,Rajasthan,Jaipur,302039,2,26
19-09-2025,Rajasthan,Jaipur,303012,4,22
19-09-2025,Rajasthan,Jaipur,303105,1,10
19-09-2025,Rajasthan,Jaipur,303106,5,19
19-09-2025,Rajasthan,Jaipur,303109,1,11
19-09-2025,Rajasthan,Jaipur,303803,1,6
19-09-2025,Rajasthan,Jaipur,303805,0,16
19-09-2025,Rajasthan,Jaipur,303904,1,12
20-09-2025,Rajasthan,Jaipur,302005,0,1
20-09-2025,Rajasthan,Jaipur,302016,4,48
20-09-2025,Rajasthan,Jaipur,302021,0,29
20-09-2025,Rajasthan,Jaipur,302031,5,38
20-09-2025,Rajasthan,Jaipur,303009,0,5
20-09-2025,Rajasthan,Jaipur,303105,3,13
20-09-2025,Rajasthan,Jaipur,303119,0,7
20-09-2025,Rajasthan,Jaipur,303120,0,3
20-09-2025,Rajasthan,Jaipur,303302,1,4
20-09-2025,Rajasthan,Jaipur,303328,0,6
20-09-2025,Rajasthan,Jaipur,303702,3,6
20-09-2025,Rajasthan,Jaipur,303803,0,2
20-09-2025,Rajasthan,Jaipur,303905,0,4
13-10-2025,Rajasthan,Jaipur,302006,1,11
13-10-2025,Rajasthan,Jaipur,302015,0,6
13-10-2025,Rajasthan,Jaipur,302019,0,6
13-10-2025,Rajasthan,Jaipur,302021,0,7
13-10-2025,Rajasthan,Jaipur,302033,0,2
13-10-2025,Rajasthan,Jaipur,303005,0,6
13-10-2025,Rajasthan,Jaipur,303006,0,4
13-10-2025,Rajasthan,Jaipur,303007,0,3
13-10-2025,Rajasthan,Jaipur,303008,0,10
13-10-2025,Rajasthan,Jaipur,303009,0,1
13-10-2025,Rajasthan,Jaipur,303012,4,10
13-10-2025,Rajasthan,Jaipur,303120,0,7
13-10-2025,Rajasthan,Jaipur,303338,0,8
13-10-2025,Rajasthan,Jaipur,303507,0,1
13-10-2025,Rajasthan,Jaipur,303702,0,11
13-10-2025,Rajasthan,Jaipur,303905,0,9
15-10-2025,Rajasthan,Jaipur,302013,0,26
15-10-2025,Rajasthan,Jaipur,302019,4,27
15-10-2025,Rajasthan,Jaipur,302024,0,2
15-10-2025,Rajasthan,Jaipur,302028,0,10
15-10-2025,Rajasthan,Jaipur,302029,4,53
15-10-2025,Rajasthan,Jaipur,302034,2,15
15-10-2025,Rajasthan,Jaipur,303001,0,4
15-10-2025,Rajasthan,Jaipur,303106,4,26
15-10-2025,Rajasthan,Jaipur,303109,1,12
15-10-2025,Rajasthan,Jaipur,303119,0,9
15-10-2025,Rajasthan,Jaipur,303120,2,11
15-10-2025,Rajasthan,Jaipur,303121,2,1
15-10-2025,Rajasthan,Jaipur,303338,1,9
15-10-2025,Rajasthan,Jaipur,303348,4,8
15-10-2025,Rajasthan,Jaipur,303604,3,10
15-10-2025,Rajasthan,Jaipur,303704,1,13
15-10-2025,Rajasthan,Jaipur,303712,2,8
15-10-2025,Rajasthan,Jaipur,303802,0,3
16-10-2025,Rajasthan,Jaipur,302016,7,50
16-10-2025,Rajasthan,Jaipur,302017,4,49
16-10-2025,Rajasthan,Jaipur,302020,4,52
16-10-2025,Rajasthan,Jaipur,302023,1,3
16-10-2025,Rajasthan,Jaipur,302039,7,39
16-10-2025,Rajasthan,Jaipur,303003,1,10
16-10-2025,Rajasthan,Jaipur,303005,3,14
16-10-2025,Rajasthan,Jaipur,303103,3,23
16-10-2025,Rajasthan,Jaipur,303104,2,9
16-10-2025,Rajasthan,Jaipur,303305,4,9
16-10-2025,Rajasthan,Jaipur,303603,2,7
16-10-2025,Rajasthan,Jaipur,303604,3,13
16-10-2025,Rajasthan,Jaipur,303803,1,14
16-10-2025,Rajasthan,Jaipur,303804,3,9
16-10-2025,Rajasthan,Jaipur,303903,0,13
16-10-2025,Rajasthan,Jaipur,303905,3,13
17-10-2025,Rajasthan,Jaipur,302002,2,45
17-10-2025,Rajasthan,Jaipur,302011,1,2
17-10-2025,Rajasthan,Jaipur,302015,0,14
17-10-2025,Rajasthan,Jaipur,302018,1,5
17-10-2025,Rajasthan,Jaipur,302019,1,7
17-10-2025,Rajasthan,Jaipur,302026,2,11
17-10-2025,Rajasthan,Jaipur,302029,2,26
17-10-2025,Rajasthan,Jaipur,302034,0,3
17-10-2025,Rajasthan,Jaipur,303001,0,8
17-10-2025,Rajasthan,Jaipur,303008,4,16
17-10-2025,Rajasthan,Jaipur,303107,1,5
17-10-2025,Rajasthan,Jaipur,303301,6,18
17-10-2025,Rajasthan,Jaipur,303305,3,13
17-10-2025,Rajasthan,Jaipur,303338,1,12
17-10-2025,Rajasthan,Jaipur,303701,1,5
17-10-2025,Rajasthan,Jaipur,303704,0,2
17-10-2025,Rajasthan,Jaipur,303706,0,4
17-10-2025,Rajasthan,Jaipur,303904,0,5
18-10-2025,Rajasthan,Jaipur,302002,3,38
18-10-2025,Rajasthan,Jaipur,302004,6,13
18-10-2025,Rajasthan,Jaipur,302019,1,11
18-10-2025,Rajasthan,Jaipur,302021,6,23
18-10-2025,Rajasthan,Jaipur,302022,0,6
18-10-2025,Rajasthan,Jaipur,302026,0,13
18-10-2025,Rajasthan,Jaipur,302027,2,9
18-10-2025,Rajasthan,Jaipur,302039,4,10
18-10-2025,Rajasthan,Jaipur,303002,1,3
18-10-2025,Rajasthan,Jaipur,303003,1,3
18-10-2025,Rajasthan,Jaipur,303103,6,11
18-10-2025,Rajasthan,Jaipur,303104,4,12
18-10-2025,Rajasthan,Jaipur,303105,1,5
18-10-2025,Rajasthan,Jaipur,303119,1,6
18-10-2025,Rajasthan,Jaipur,303301,4,18
18-10-2025,Rajasthan,Jaipur,303305,1,9
18-10-2025,Rajasthan,Jaipur,303702,0,11
18-10-2025,Rajasthan,Jaipur,303806,2,3
18-10-2025,Rajasthan,Jaipur,303807,1,3
18-10-2025,Rajasthan,Jaipur,303904,0,7
26-10-2025,Rajasthan,Jaipur,302006,2,25
26-10-2025,Rajasthan,Jaipur,302011,0,1
26-10-2025,Rajasthan,Jaipur,302017,1,28
26-10-2025,Rajasthan,Jaipur,302019,0,12
26-10-2025,Rajasthan,Jaipur,302022,1,8
26-10-2025,Rajasthan,Jaipur,302028,1,9
26-10-2025,Rajasthan,Jaipur,302029,3,40
26-10-2025,Rajasthan,Jaipur,302039,5,21
26-10-2025,Rajasthan,Jaipur,303002,0,9
26-10-2025,Rajasthan,Jaipur,303009,2,5
26-10-2025,Rajasthan,Jaipur,303012,3,19
26-10-2025,Rajasthan,Jaipur,303110,0,15
26-10-2025,Rajasthan,Jaipur,303348,0,8
26-10-2025,Rajasthan,Jaipur,303507,0,3
26-10-2025,Rajasthan,Jaipur,303602,2,15
26-10-2025,Rajasthan,Jaipur,303603,2,19
26-10-2025,Rajasthan,Jaipur,303701,0,5
26-10-2025,Rajasthan,Jaipur,303712,1,8
26-10-2025,Rajasthan,Jaipur,303904,1,12
26-10-2025,Rajasthan,Jaipur,303905,1,5
19-10-2025,Rajasthan,Jaipur,302006,2,13
19-10-2025,Rajasthan,Jaipur,302016,1,31
19-10-2025,Rajasthan,Jaipur,302017,4,25
19-10-2025,Rajasthan,Jaipur,302020,3,34
19-10-2025,Rajasthan,Jaipur,302028,1,17
19-10-2025,Rajasthan,Jaipur,303005,6,3
19-10-2025,Rajasthan,Jaipur,303109,0,4
19-10-2025,Rajasthan,Jaipur,303110,3,0
19-10-2025,Rajasthan,Jaipur,303120,4,12
19-10-2025,Rajasthan,Jaipur,303301,3,7
19-10-2025,Rajasthan,Jaipur,303305,4,5
19-10-2025,Rajasthan,Jaipur,303348,2,7
19-10-2025,Rajasthan,Jaipur,303801,2,1
19-10-2025,Rajasthan,Jaipur,303805,2,7
19-10-2025,Rajasthan,Jaipur,303901,2,6
19-10-2025,Rajasthan,Jaipur,303905,0,8
27-10-2025,Rajasthan,Jaipur,302018,0,9
27-10-2025,Rajasthan,Jaipur,302019,1,12
27-10-2025,Rajasthan,Jaipur,302024,0,2
27-10-2025,Rajasthan,Jaipur,302028,0,8
27-10-2025,Rajasthan,Jaipur,302033,4,13
27-10-2025,Rajasthan,Jaipur,302039,1,12
27-10-2025,Rajasthan,Jaipur,303004,0,1
27-10-2025,Rajasthan,Jaipur,303005,1,3
27-10-2025,Rajasthan,Jaipur,303107,1,5
27-10-2025,Rajasthan,Jaipur,303120,1,1
27-10-2025,Rajasthan,Jaipur,303604,0,12
27-10-2025,Rajasthan,Jaipur,303702,1,8
27-10-2025,Rajasthan,Jaipur,303704,0,3
27-10-2025,Rajasthan,Jaipur,302003,4,21
27-10-2025,Rajasthan,Jaipur,302004,0,14
02-11-2025,Rajasthan,Jaipur,303003,0,3
02-11-2025,Rajasthan,Jaipur,303006,0,3
02-11-2025,Rajasthan,Jaipur,303348,0,3
02-11-2025,Rajasthan,Jaipur,303712,0,2
20-10-2025,Rajasthan,Jaipur,302003,2,11
20-10-2025,Rajasthan,Jaipur,302016,1,26
20-10-2025,Rajasthan,Jaipur,302019,0,2
20-10-2025,Rajasthan,Jaipur,302021,1,6
20-10-2025,Rajasthan,Jaipur,302029,0,10
20-10-2025,Rajasthan,Jaipur,302034,0,3
20-10-2025,Rajasthan,Jaipur,303008,3,3
20-10-2025,Rajasthan,Jaipur,303012,0,3
20-10-2025,Rajasthan,Jaipur,303109,1,3
20-10-2025,Rajasthan,Jaipur,303328,0,2
20-10-2025,Rajasthan,Jaipur,303348,2,0
20-10-2025,Rajasthan,Jaipur,303602,1,0
20-10-2025,Rajasthan,Jaipur,303603,0,4
20-10-2025,Rajasthan,Jaipur,303702,1,1
20-10-2025,Rajasthan,Jaipur,303904,0,2
21-10-2025,Rajasthan,Jaipur,302006,1,7
21-10-2025,Rajasthan,Jaipur,302016,1,8
21-10-2025,Rajasthan,Jaipur,302019,0,5
21-10-2025,Rajasthan,Jaipur,302022,1,5
21-10-2025,Rajasthan,Jaipur,302026,1,2
21-10-2025,Rajasthan,Jaipur,302032,0,1
21-10-2025,Rajasthan,Jaipur,303003,0,1
21-10-2025,Rajasthan,Jaipur,303005,2,3
21-10-2025,Rajasthan,Jaipur,303007,2,1
21-10-2025,Rajasthan,Jaipur,303012,0,2
21-10-2025,Rajasthan,Jaipur,303102,1,1
21-10-2025,Rajasthan,Jaipur,303109,1,1
21-10-2025,Rajasthan,Jaipur,303328,1,4
21-10-2025,Rajasthan,Jaipur,303338,0,2
21-10-2025,Rajasthan,Jaipur,303701,0,2
21-10-2025,Rajasthan,Jaipur,303804,0,1
21-10-2025,Rajasthan,Jaipur,303903,0,5
21-10-2025,Rajasthan,Jaipur,303904,0,3
22-10-2025,Rajasthan,Jaipur,302015,1,1
22-10-2025,Rajasthan,Jaipur,302021,1,2
22-10-2025,Rajasthan,Jaipur,302023,0,1
23-10-2025,Rajasthan,Jaipur,302006,0,1
23-10-2025,Rajasthan,Jaipur,302031,0,4
23-10-2025,Rajasthan,Jaipur,303103,1,3
23-10-2025,Rajasthan,Jaipur,303108,0,2
23-10-2025,Rajasthan,Jaipur,303301,1,0
23-10-2025,Rajasthan,Jaipur,303901,0,2
24-10-2025,Rajasthan,Jaipur,302006,2,16
24-10-2025,Rajasthan,Jaipur,302012,5,69
24-10-2025,Rajasthan,Jaipur,302015,1,7
24-10-2025,Rajasthan,Jaipur,302018,0,10
24-10-2025,Rajasthan,Jaipur,302022,0,8
24-10-2025,Rajasthan,Jaipur,302027,0,14
24-10-2025,Rajasthan,Jaipur,302031,5,19
24-10-2025,Rajasthan,Jaipur,302032,0,3
24-10-2025,Rajasthan,Jaipur,303001,1,5
24-10-2025,Rajasthan,Jaipur,303005,3,4
24-10-2025,Rajasthan,Jaipur,303006,0,1
24-10-2025,Rajasthan,Jaipur,303103,3,6
24-10-2025,Rajasthan,Jaipur,303109,0,6
24-10-2025,Rajasthan,Jaipur,303110,1,8
