date,state,district,pincode,demo_age_5_17,demo_age_17_
27-11-2025,Delhi,New Delhi,110011,0,2
02-12-2025,Delhi,New Delhi,110011,0,1
30-11-2025,Delhi,New Delhi,110001,0,2
30-11-2025,Delhi,New Delhi,110021,0,1
01-06-2025,Delhi,New Delhi,110001,44,321
04-09-2025,Delhi,New Delhi,110001,3,13
08-09-2025,Delhi,New Delhi,110001,2,15
08-09-2025,Delhi,New Delhi,110021,3,14
09-09-2025,Delhi,New Delhi,110001,0,7
09-09-2025,Delhi,New Delhi,110011,1,1
11-09-2025,Delhi,New Delhi,110023,0,3
10-09-2025,Delhi,New Delhi,110011,1,0
15-09-2025,Delhi,New Delhi,110001,2,7
18-09-2025,Delhi,New Delhi,110001,2,12
19-09-2025,Delhi,New Delhi,110021,0,3
13-10-2025,Delhi,New Delhi,110021,0,4
16-10-2025,Delhi,New Delhi,110001,6,14
16-10-2025,Delhi,New Delhi,110023,0,1
05-11-2025,Delhi,New Delhi,110023,0,3
09-11-2025,Delhi,New Delhi,110011,0,1
21-10-2025,Delhi,New Delhi,110021,0,1
21-10-2025,Delhi,New Delhi,110023,0,1
17-10-2025,Delhi,New Delhi,110001,0,6
19-10-2025,Delhi,New Delhi,110001,1,6
19-10-2025,Delhi,New Delhi,110021,1,8
27-10-2025,Delhi,New Delhi,110021,0,3
28-10-2025,Delhi,New Delhi,110001,0,10
28-10-2025,Delhi,New Delhi,110021,1,10
25-11-2025,Delhi,New Delhi,110011,0,1
20-12-2025,Delhi,New Delhi,110021,2,14
16-12-2025,Delhi,New Delhi,110023,0,1
09-12-2025,Delhi,New Delhi,110023,0,6
12-12-2025,Delhi,New Delhi,110001,4,19
12-12-2025,Delhi,New Delhi,110021,0,6
13-12-2025,Delhi,New Delhi,110023,0,1
17-12-2025,Delhi,New Delhi,110021,0,8
10-12-2025,Delhi,New Delhi,110021,5,7
28-12-2025,Delhi,New Delhi,110023,2,0
18-12-2025,Delhi,New Delhi,110001,1,9
08-12-2025,Delhi,New Delhi,110001,1,12
04-12-2025,Delhi,New Delhi,110011,0,3
06-12-2025,Delhi,New Delhi,110021,0,4
07-12-2025,Delhi,New Delhi,110023,0,1
09-11-2025,Delhi,New Delhi,110023,0,1
05-11-2025,Delhi,New Delhi,110021,1,5
06-11-2025,Delhi,New Delhi,110001,0,21
12-11-2025,Delhi,New Delhi,110001,3,9
12-11-2025,Delhi,New Delhi,110011,0,1
12-11-2025,Delhi,New Delhi,110023,0,1
14-11-2025,Delhi,New Delhi,110021,0,10
31-12-2025,Delhi,New Delhi,110001,0,10
26-12-2025,Delhi,New Delhi,110021,0,8
25-12-2025,Delhi,New Delhi,110023,0,1
01-01-2026,Delhi,New Delhi,110011,0,1
01-01-2026,Delhi,New Delhi,110023,0,1
03-01-2026,Delhi,New Delhi,110021,0,1
19-12-2025,Delhi,New Delhi,110011,0,1
15-11-2025,Delhi,New Delhi,110001,4,12
17-11-2025,Delhi,New Delhi,110023,2,0
19-11-2025,Delhi,New Delhi,110021,0,5
19-11-2025,Delhi,New Delhi,110023,0,1
03-11-2025,Delhi,New Delhi,110001,1,11
03-11-2025,Delhi,New Delhi,110023,0,1
25-11-2025,Delhi,New Delhi,110001,1,10
25-11-2025,Delhi,New Delhi,110021,0,4
23-11-2025,Delhi,New Delhi,110001,1,2
30-10-2025,Delhi,New Delhi,110021,1,5
27-11-2025,Delhi,New Delhi,110021,2,14
30-11-2025,Delhi,New Delhi,110023,0,1
02-12-2025,Delhi,New Delhi,110023,0,1
01-03-2025,Delhi,New Delhi,110021,52,258
01-09-2025,Delhi,New Delhi,110021,1,5
02-09-2025,Delhi,New Delhi,110001,0,5
04-09-2025,Delhi,New Delhi,110021,1,5
03-09-2025,Delhi,New Delhi,110001,3,10
06-09-2025,Delhi,New Delhi,110021,0,9
08-09-2025,Delhi,New Delhi,110023,1,7
09-09-2025,Delhi,New Delhi,110023,0,1
11-09-2025,Delhi,New Delhi,110001,1,13
11-09-2025,Delhi,New Delhi,110021,1,8
18-09-2025,Delhi,New Delhi,110011,0,1
13-10-2025,Delhi,New Delhi,110001,0,3
16-10-2025,Delhi,New Delhi,110021,1,5
18-10-2025,Delhi,New Delhi,110023,0,2
24-10-2025,Delhi,New Delhi,110001,1,9
24-10-2025,Delhi,New Delhi,110021,2,13
25-10-2025,Delhi,New Delhi,110021,0,1
30-10-2025,Delhi,New Delhi,110011,0,1
06-12-2025,Delhi,New Delhi,110023,0,3
24-12-2025,Delhi,New Delhi,110011,0,1
29-12-2025,Delhi,New Delhi,110023,0,1
01-01-2026,Delhi,New Delhi,110021,1,2
23-12-2025,Delhi,New Delhi,110001,1,14
26-12-2025,Delhi,New Delhi,110001,3,21
18-12-2025,Delhi,New Delhi,110023,0,1
19-12-2025,Delhi,New Delhi,110001,0,17
21-12-2025,Delhi,New Delhi,110001,0,3
21-12-2025,Delhi,New Delhi,110021,0,2
27-12-2025,Delhi,New Delhi,110001,3,13
27-12-2025,Delhi,New Delhi,110023,0,3
20-12-2025,Delhi,New Delhi,110011,0,1
20-12-2025,Delhi,New Delhi,110023,0,1
22-12-2025,Delhi,New Delhi,110001,0,13
13-12-2025,Delhi,New Delhi,110001,1,13
10-12-2025,Delhi,New Delhi,110001,0,15
11-12-2025,Delhi,New Delhi,110001,3,15
11-12-2025,Delhi,New Delhi,110023,0,1
16-12-2025,Delhi,New Delhi,110001,1,14
16-12-2025,Delhi,New Delhi,110011,1,4
04-12-2025,Delhi,New Delhi,110001,0,14
04-12-2025,Delhi,New Delhi,110021,1,4
04-12-2025,Delhi,New Delhi,110023,0,5
03-12-2025,Delhi,New Delhi,110001,2,11
03-12-2025,Delhi,New Delhi,110021,1,7
07-12-2025,Delhi,New Delhi,110021,0,2
15-12-2025,Delhi,New Delhi,110011,0,2
15-12-2025,Delhi,New Delhi,110021,5,8
14-12-2025,Delhi,New Delhi,110001,0,5
08-12-2025,Delhi,New Delhi,110023,0,4
10-11-2025,Delhi,New Delhi,110001,0,18
09-11-2025,Delhi,New Delhi,110021,0,2
13-11-2025,Delhi,New Delhi,110021,2,1
18-11-2025,Delhi,New Delhi,110001,3,12
17-11-2025,Delhi,New Delhi,110021,1,8
04-11-2025,Delhi,New Delhi,110001,2,8
04-11-2025,Delhi,New Delhi,110023,0,2
06-11-2025,Delhi,New Delhi,110023,0,1
08-11-2025,Delhi,New Delhi,110011,0,2
07-11-2025,Delhi,New Delhi,110021,3,6
01-11-2025,Delhi,New Delhi,110001,0,10
01-11-2025,Delhi,New Delhi,110023,0,1
25-11-2025,Delhi,New Delhi,110023,0,2
26-11-2025,Delhi,New Delhi,110001,1,9
27-11-2025,Delhi,New Delhi,110023,0,4
02-12-2025,Delhi,New Delhi,110001,2,13
28-11-2025,Delhi,New Delhi,110001,2,10
28-11-2025,Delhi,New Delhi,110021,3,10
17-10-2025,Delhi,New Delhi,110021,2,4
18-10-2025,Delhi,New Delhi,110021,0,3
26-10-2025,Delhi,New Delhi,110001,3,7
21-10-2025,Delhi,New Delhi,110001,0,1
23-10-2025,Delhi,New Delhi,110001,0,3
24-10-2025,Delhi,New Delhi,110011,0,1
24-10-2025,Delhi,New Delhi,110023,0,3
25-10-2025,Delhi,New Delhi,110011,1,1
01-11-2025,Delhi,New Delhi,110011,0,1
10-11-2025,Delhi,New Delhi,110011,1,1
13-11-2025,Delhi,New Delhi,110023,0,2
18-11-2025,Delhi,New Delhi,110011,0,1
06-09-2025,Delhi,New Delhi,110001,3,11
09-09-2025,Delhi,New Delhi,110021,0,5
11-09-2025,Delhi,New Delhi,110011,1,1
13-09-2025,Delhi,New Delhi,110001,2,13
17-09-2025,Delhi,New Delhi,110021,1,6
15-10-2025,Delhi,New Delhi,110023,0,1
05-12-2025,Delhi,New Delhi,110021,0,6
06-12-2025,Delhi,New Delhi,110001,4,16
07-12-2025,Delhi,New Delhi,110001,0,1
04-11-2025,Delhi,New Delhi,110021,1,10
29-11-2025,Delhi,New Delhi,110011,0,0
22-12-2025,Delhi,New Delhi,110023,0,2
29-12-2025,Delhi,New Delhi,110011,0,1
29-12-2025,Delhi,New Delhi,110021,1,6
02-01-2026,Delhi,New Delhi,110011,2,2
28-12-2025,Delhi,New Delhi,110011,0,1
01-01-2026,Delhi,New Delhi,110001,4,13
03-01-2026,Delhi,New Delhi,110001,0,2
23-12-2025,Delhi,New Delhi,110011,1,1
23-12-2025,Delhi,New Delhi,110023,0,2
24-12-2025,Delhi,New Delhi,110001,2,14
24-12-2025,Delhi,New Delhi,110021,0,8
27-12-2025,Delhi,New Delhi,110011,0,1
26-11-2025,Delhi,New Delhi,110023,0,1
12-12-2025,Delhi,New Delhi,110011,0,1
15-12-2025,Delhi,New Delhi,110023,0,3
13-12-2025,Delhi,New Delhi,110011,0,1
14-12-2025,Delhi,New Delhi,110021,0,1
14-12-2025,Delhi,New Delhi,110023,0,2
16-12-2025,Delhi,New Delhi,110021,0,6
17-12-2025,Delhi,New Delhi,110023,0,1
08-12-2025,Delhi,New Delhi,110021,2,11
09-12-2025,Delhi,New Delhi,110001,0,13
09-12-2025,Delhi,New Delhi,110011,0,2
11-12-2025,Delhi,New Delhi,110011,0,1
10-11-2025,Delhi,New Delhi,110023,0,2
16-11-2025,Delhi,New Delhi,110021,0,1
16-11-2025,Delhi,New Delhi,110023,0,0
08-11-2025,Delhi,New Delhi,110021,3,6
14-11-2025,Delhi,New Delhi,110001,1,14
11-11-2025,Delhi,New Delhi,110023,0,3
03-11-2025,Delhi,New Delhi,110011,1,3
03-11-2025,Delhi,New Delhi,110021,1,9
29-10-2025,Delhi,New Delhi,110021,0,7
22-11-2025,Delhi,New Delhi,110001,0,15
01-11-2025,Delhi,New Delhi,110021,0,5
02-11-2025,Delhi,New Delhi,110023,0,2
26-11-2025,Delhi,New Delhi,110011,1,3
01-12-2025,Delhi,New Delhi,110021,1,5
27-11-2025,Delhi,New Delhi,110001,0,5
29-11-2025,Delhi,New Delhi,110001,2,10
29-11-2025,Delhi,New Delhi,110021,3,7
29-11-2025,Delhi,New Delhi,110023,0,2
01-03-2025,Delhi,New Delhi,110001,74,437
01-09-2025,Delhi,New Delhi,110001,1,10
01-09-2025,Delhi,New Delhi,110011,0,1
02-09-2025,Delhi,New Delhi,110023,0,5
10-09-2025,Delhi,New Delhi,110001,3,9
10-09-2025,Delhi,New Delhi,110023,0,0
12-09-2025,Delhi,New Delhi,110001,2,13
13-09-2025,Delhi,New Delhi,110011,0,1
13-09-2025,Delhi,New Delhi,110021,1,2
15-09-2025,Delhi,New Delhi,110011,0,1
15-09-2025,Delhi,New Delhi,110021,0,3
17-09-2025,Delhi,New Delhi,110023,0,2
16-09-2025,Delhi,New Delhi,110001,1,8
18-09-2025,Delhi,New Delhi,110021,0,9
18-09-2025,Delhi,New Delhi,110023,0,1
19-09-2025,Delhi,New Delhi,110001,2,10
19-09-2025,Delhi,New Delhi,110023,0,1
20-09-2025,Delhi,New Delhi,110023,0,4
15-10-2025,Delhi,New Delhi,110001,1,11
15-10-2025,Delhi,New Delhi,110021,0,7
20-10-2025,Delhi,New Delhi,110001,0,6
22-10-2025,Delhi,New Delhi,110023,0,1
28-10-2025,Delhi,New Delhi,110023,0,3
25-10-2025,Delhi,New Delhi,110023,0,1
15-11-2025,Delhi,New Delhi,110011,0,1
16-11-2025,Delhi,New Delhi,110011,0,1
19-11-2025,Delhi,New Delhi,110011,0,1
05-12-2025,Delhi,New Delhi,110011,0,1
06-12-2025,Delhi,New Delhi,110011,0,1
05-11-2025,Delhi,New Delhi,110001,3,6
08-11-2025,Delhi,New Delhi,110001,4,10
07-11-2025,Delhi,New Delhi,110001,0,15
10-11-2025,Delhi,New Delhi,110021,0,10
11-11-2025,Delhi,New Delhi,110001,2,8
11-11-2025,Delhi,New Delhi,110021,0,4
13-11-2025,Delhi,New Delhi,110001,1,9
14-11-2025,Delhi,New Delhi,110023,0,2
15-11-2025,Delhi,New Delhi,110021,1,5
15-11-2025,Delhi,New Delhi,110023,0,2
16-11-2025,Delhi,New Delhi,110001,0,8
28-12-2025,Delhi,New Delhi,110001,1,18
29-12-2025,Delhi,New Delhi,110001,1,17
02-01-2026,Delhi,New Delhi,110021,3,9
19-12-2025,Delhi,New Delhi,110023,0,2
24-12-2025,Delhi,New Delhi,110023,0,2
25-12-2025,Delhi,New Delhi,110001,0,4
25-12-2025,Delhi,New Delhi,110011,0,1
25-12-2025,Delhi,New Delhi,110021,0,1
26-12-2025,Delhi,New Delhi,110023,2,0
18-12-2025,Delhi,New Delhi,110021,2,13
19-12-2025,Delhi,New Delhi,110021,0,13
20-12-2025,Delhi,New Delhi,110001,2,9
22-12-2025,Delhi,New Delhi,110021,1,8
13-12-2025,Delhi,New Delhi,110021,0,11
17-12-2025,Delhi,New Delhi,110001,1,10
10-12-2025,Delhi,New Delhi,110011,0,1
10-12-2025,Delhi,New Delhi,110023,1,3
03-12-2025,Delhi,New Delhi,110023,0,2
18-11-2025,Delhi,New Delhi,110021,1,8
18-11-2025,Delhi,New Delhi,110023,1,2
29-10-2025,Delhi,New Delhi,110001,2,12
22-11-2025,Delhi,New Delhi,110021,2,0
31-10-2025,Delhi,New Delhi,110021,0,8
23-11-2025,Delhi,New Delhi,110021,0,1
17-11-2025,Delhi,New Delhi,110001,1,13
20-11-2025,Delhi,New Delhi,110021,1,8
21-11-2025,Delhi,New Delhi,110001,1,8
21-11-2025,Delhi,New Delhi,110023,0,1
02-11-2025,Delhi,New Delhi,110021,1,1
30-10-2025,Delhi,New Delhi,110023,0,1
01-12-2025,Delhi,New Delhi,110001,0,11
01-12-2025,Delhi,New Delhi,110011,0,1
01-12-2025,Delhi,New Delhi,110023,0,2
02-12-2025,Delhi,New Delhi,110021,0,4
28-11-2025,Delhi,New Delhi,110011,0,1
28-11-2025,Delhi,New Delhi,110023,0,3
