date,state,district,pincode,age_0_5,age_5_17,age_18_greater,city
07-11-2025,Uttar Pradesh,Bareilly,243501,3,1,0,bareilly
10-11-2025,Uttar Pradesh,Bareilly,243003,7,2,0,bareilly
10-11-2025,Uttar Pradesh,Bareilly,243303,2,2,0,bareilly
10-11-2025,Uttar Pradesh,Bareilly,243506,4,1,0,bareilly
08-11-2025,Uttar Pradesh,Bareilly,243122,9,3,0,bareilly
08-11-2025,Uttar Pradesh,Bareilly,262406,8,3,1,bareilly
09-11-2025,Uttar Pradesh,Bareilly,243001,9,4,1,bareilly
13-11-2025,Uttar Pradesh,Bareilly,243201,12,2,2,bareilly
13-11-2025,Uttar Pradesh,Bareilly,243203,6,1,0,bareilly
13-11-2025,Uttar Pradesh,Bareilly,243302,0,7,0,bareilly
13-11-2025,Uttar Pradesh,Bareilly,243407,1,0,0,bareilly
13-11-2025,Uttar Pradesh,Bareilly,243505,7,7,0,bareilly
13-11-2025,Uttar Pradesh,Bareilly,262407,1,4,0,bareilly
12-11-2025,Uttar Pradesh,Bareilly,243006,1,6,0,bareilly
12-11-2025,Uttar Pradesh,Bareilly,243201,3,12,0,bareilly
12-11-2025,Uttar Pradesh,Bareilly,243303,4,4,0,bareilly
12-11-2025,Uttar Pradesh,Bareilly,262406,9,2,0,bareilly
12-11-2025,Uttar Pradesh,Bareilly,262407,4,2,0,bareilly
14-11-2025,Uttar Pradesh,Bareilly,243002,1,0,0,bareilly
14-11-2025,Uttar Pradesh,Bareilly,243123,8,5,0,bareilly
14-11-2025,Uttar Pradesh,Bareilly,243301,3,2,1,bareilly
14-11-2025,Uttar Pradesh,Bareilly,243303,6,3,0,bareilly
14-11-2025,Uttar Pradesh,Bareilly,243501,5,1,0,bareilly
14-11-2025,Uttar Pradesh,Bareilly,243504,4,1,0,bareilly
14-11-2025,Uttar Pradesh,Bareilly,243505,16,7,1,bareilly
30-10-2025,Uttar Pradesh,Bareilly,243003,11,7,0,bareilly
30-10-2025,Uttar Pradesh,Bareilly,243123,19,8,3,bareilly
30-10-2025,Uttar Pradesh,Bareilly,243202,13,6,0,bareilly
30-10-2025,Uttar Pradesh,Bareilly,243303,4,11,0,bareilly
30-10-2025,Uttar Pradesh,Bareilly,243504,8,2,0,bareilly
30-10-2025,Uttar Pradesh,Bareilly,262406,15,6,0,bareilly
31-10-2025,Uttar Pradesh,Bareilly,243004,1,0,0,bareilly
31-10-2025,Uttar Pradesh,Bareilly,243202,4,2,1,bareilly
31-10-2025,Uttar Pradesh,Bareilly,243203,15,2,0,bareilly
31-10-2025,Uttar Pradesh,Bareilly,243302,4,7,1,bareilly
31-10-2025,Uttar Pradesh,Bareilly,243505,27,4,0,bareilly
31-10-2025,Uttar Pradesh,Bareilly,243506,0,1,2,bareilly
01-11-2025,Uttar Pradesh,Bareilly,243302,0,1,0,bareilly
01-11-2025,Uttar Pradesh,Bareilly,243502,2,3,0,bareilly
01-11-2025,Uttar Pradesh,Bareilly,243504,4,0,0,bareilly
02-11-2025,Uttar Pradesh,Bareilly,243122,17,16,0,bareilly
02-11-2025,Uttar Pradesh,Bareilly,243203,12,3,0,bareilly
02-11-2025,Uttar Pradesh,Bareilly,243301,19,19,0,bareilly
02-11-2025,Uttar Pradesh,Bareilly,243303,10,8,1,bareilly
02-11-2025,Uttar Pradesh,Bareilly,243401,2,9,0,bareilly
02-11-2025,Uttar Pradesh,Bareilly,243502,7,6,0,bareilly
03-11-2025,Uttar Pradesh,Bareilly,243006,2,0,0,bareilly
03-11-2025,Uttar Pradesh,Bareilly,243122,2,2,1,bareilly
03-11-2025,Uttar Pradesh,Bareilly,243501,0,1,0,bareilly
03-11-2025,Uttar Pradesh,Bareilly,262406,2,1,0,bareilly
11-11-2025,Uttar Pradesh,Bareilly,243506,2,1,0,bareilly
15-11-2025,Uttar Pradesh,Bareilly,243003,12,14,0,bareilly
15-11-2025,Uttar Pradesh,Bareilly,243005,13,9,1,bareilly
15-11-2025,Uttar Pradesh,Bareilly,243006,5,3,0,bareilly
15-11-2025,Uttar Pradesh,Bareilly,243122,23,15,2,bareilly
15-11-2025,Uttar Pradesh,Bareilly,243202,18,3,0,bareilly
15-11-2025,Uttar Pradesh,Bareilly,243203,14,2,0,bareilly
15-11-2025,Uttar Pradesh,Bareilly,243403,3,1,0,bareilly
15-11-2025,Uttar Pradesh,Bareilly,243407,1,0,0,bareilly
15-11-2025,Uttar Pradesh,Bareilly,243501,5,8,0,bareilly
15-11-2025,Uttar Pradesh,Bareilly,262406,16,6,1,bareilly
18-11-2025,Uttar Pradesh,Bareilly,243005,8,3,0,bareilly
18-11-2025,Uttar Pradesh,Bareilly,243006,6,4,0,bareilly
18-11-2025,Uttar Pradesh,Bareilly,243201,10,16,1,bareilly
18-11-2025,Uttar Pradesh,Bareilly,243203,5,2,0,bareilly
18-11-2025,Uttar Pradesh,Bareilly,243403,1,0,1,bareilly
18-11-2025,Uttar Pradesh,Bareilly,243502,9,5,1,bareilly
18-11-2025,Uttar Pradesh,Bareilly,262406,8,3,0,bareilly
16-11-2025,Uttar Pradesh,Bareilly,243202,9,5,0,bareilly
16-11-2025,Uttar Pradesh,Bareilly,243203,2,1,0,bareilly
16-11-2025,Uttar Pradesh,Bareilly,243504,3,1,0,bareilly
16-11-2025,Uttar Pradesh,Bareilly,262407,6,2,0,bareilly
17-11-2025,Uttar Pradesh,Bareilly,243006,3,2,0,bareilly
17-11-2025,Uttar Pradesh,Bareilly,243123,4,5,0,bareilly
17-11-2025,Uttar Pradesh,Bareilly,243202,4,0,0,bareilly
17-11-2025,Uttar Pradesh,Bareilly,243502,4,2,0,bareilly
17-11-2025,Uttar Pradesh,Bareilly,262407,1,0,0,bareilly
19-11-2025,Uttar Pradesh,Bareilly,243006,11,7,5,bareilly
19-11-2025,Uttar Pradesh,Bareilly,243203,16,2,0,bareilly
19-11-2025,Uttar Pradesh,Bareilly,243501,16,1,0,bareilly
19-11-2025,Uttar Pradesh,Bareilly,243504,20,4,2,bareilly
19-11-2025,Uttar Pradesh,Bareilly,243505,82,13,0,bareilly
19-11-2025,Uttar Pradesh,Bareilly,262406,44,10,2,bareilly
15-12-2025,Uttar Pradesh,Bareilly,243202,14,11,0,bareilly
15-12-2025,Uttar Pradesh,Bareilly,243203,4,4,0,bareilly
15-12-2025,Uttar Pradesh,Bareilly,243301,6,8,0,bareilly
15-12-2025,Uttar Pradesh,Bareilly,243302,9,0,0,bareilly
15-12-2025,Uttar Pradesh,Bareilly,243303,6,7,0,bareilly
15-12-2025,Uttar Pradesh,Bareilly,243502,15,6,0,bareilly
25-11-2025,Uttar Pradesh,Bareilly,243401,2,0,0,bareilly
25-11-2025,Uttar Pradesh,Bareilly,262407,0,2,0,bareilly
22-12-2025,Uttar Pradesh,Bareilly,243501,1,0,0,bareilly
22-12-2025,Uttar Pradesh,Bareilly,262407,10,0,0,bareilly
21-12-2025,Uttar Pradesh,Bareilly,243006,2,0,0,bareilly
21-12-2025,Uttar Pradesh,Bareilly,243202,4,0,0,bareilly
21-12-2025,Uttar Pradesh,Bareilly,243303,2,0,0,bareilly
21-12-2025,Uttar Pradesh,Bareilly,243401,3,0,0,bareilly
21-12-2025,Uttar Pradesh,Bareilly,243503,4,0,0,bareilly
24-12-2025,Uttar Pradesh,Bareilly,243006,3,2,0,bareilly
24-12-2025,Uttar Pradesh,Bareilly,243123,1,3,0,bareilly
24-12-2025,Uttar Pradesh,Bareilly,243201,11,7,0,bareilly
24-12-2025,Uttar Pradesh,Bareilly,243202,6,3,0,bareilly
24-12-2025,Uttar Pradesh,Bareilly,243203,0,5,0,bareilly
24-12-2025,Uttar Pradesh,Bareilly,243401,4,2,0,bareilly
24-12-2025,Uttar Pradesh,Bareilly,243402,1,0,0,bareilly
24-12-2025,Uttar Pradesh,Bareilly,243503,6,0,0,bareilly
24-12-2025,Uttar Pradesh,Bareilly,262406,2,0,0,bareilly
23-12-2025,Uttar Pradesh,Bareilly,243123,6,0,0,bareilly
23-12-2025,Uttar Pradesh,Bareilly,243302,1,0,0,bareilly
23-12-2025,Uttar Pradesh,Bareilly,243402,8,0,0,bareilly
25-12-2025,Uttar Pradesh,Bareilly,243122,2,9,0,bareilly
25-12-2025,Uttar Pradesh,Bareilly,243201,6,5,0,bareilly
25-12-2025,Uttar Pradesh,Bareilly,243504,1,1,0,bareilly
25-12-2025,Uttar Pradesh,Bareilly,243506,1,4,0,bareilly
25-12-2025,Uttar Pradesh,Bareilly,262407,2,4,0,bareilly
26-12-2025,Uttar Pradesh,Bareilly,243504,3,0,0,bareilly
26-12-2025,Uttar Pradesh,Bareilly,262406,16,2,0,bareilly
28-12-2025,Uttar Pradesh,Bareilly,243122,4,3,0,bareilly
28-12-2025,Uttar Pradesh,Bareilly,243401,2,3,0,bareilly
28-12-2025,Uttar Pradesh,Bareilly,243505,22,6,0,bareilly
28-12-2025,Uttar Pradesh,Bareilly,262406,19,4,0,bareilly
27-12-2025,Uttar Pradesh,Bareilly,243503,11,2,1,bareilly
27-12-2025,Uttar Pradesh,Bareilly,243504,3,0,0,bareilly
27-12-2025,Uttar Pradesh,Bareilly,262407,1,0,0,bareilly
29-12-2025,Uttar Pradesh,Bareilly,243003,1,1,0,bareilly
29-12-2025,Uttar Pradesh,Bareilly,243006,1,0,0,bareilly
29-12-2025,Uttar Pradesh,Bareilly,243123,5,4,0,bareilly
29-12-2025,Uttar Pradesh,Bareilly,243202,5,1,0,bareilly
29-12-2025,Uttar Pradesh,Bareilly,243203,4,0,0,bareilly
29-12-2025,Uttar Pradesh,Bareilly,243503,13,2,0,bareilly
29-12-2025,Uttar Pradesh,Bareilly,243505,16,4,0,bareilly
31-12-2025,Uttar Pradesh,Bareilly,243303,12,14,0,bareilly
01-01-2026,Uttar Pradesh,Bareilly,243003,6,6,0,bareilly
01-01-2026,Uttar Pradesh,Bareilly,243401,12,5,1,bareilly
01-01-2026,Uttar Pradesh,Bareilly,243403,1,0,0,bareilly
01-01-2026,Uttar Pradesh,Bareilly,243501,7,0,0,bareilly
02-01-2026,Uttar Pradesh,Bareilly,243301,9,4,1,bareilly
02-01-2026,Uttar Pradesh,Bareilly,243401,11,4,0,bareilly
02-01-2026,Uttar Pradesh,Bareilly,243403,2,1,0,bareilly
02-01-2026,Uttar Pradesh,Bareilly,243502,3,5,1,bareilly
02-01-2026,Uttar Pradesh,Bareilly,262407,2,2,0,bareilly
03-01-2026,Uttar Pradesh,Bareilly,243006,0,3,0,bareilly
03-01-2026,Uttar Pradesh,Bareilly,243401,1,1,0,bareilly
09-06-2025,Uttar Pradesh,Bareilly,262406,10,6,1,bareilly
10-06-2025,Uttar Pradesh,Bareilly,243003,5,5,0,bareilly
10-06-2025,Uttar Pradesh,Bareilly,243202,2,3,0,bareilly
10-06-2025,Uttar Pradesh,Bareilly,243302,2,5,0,bareilly
10-06-2025,Uttar Pradesh,Bareilly,243401,2,1,1,bareilly
10-06-2025,Uttar Pradesh,Bareilly,243502,1,3,0,bareilly
11-06-2025,Uttar Pradesh,Bareilly,243001,8,11,0,bareilly
11-06-2025,Uttar Pradesh,Bareilly,243006,1,6,0,bareilly
11-06-2025,Uttar Pradesh,Bareilly,243203,2,0,0,bareilly
11-06-2025,Uttar Pradesh,Bareilly,243505,9,4,1,bareilly
11-06-2025,Uttar Pradesh,Bareilly,243506,0,2,1,bareilly
11-06-2025,Uttar Pradesh,Bareilly,262407,6,2,0,bareilly
13-06-2025,Uttar Pradesh,Bareilly,243003,2,4,0,bareilly
13-06-2025,Uttar Pradesh,Bareilly,243005,4,5,1,bareilly
13-06-2025,Uttar Pradesh,Bareilly,243302,0,2,1,bareilly
13-06-2025,Uttar Pradesh,Bareilly,243503,4,11,0,bareilly
13-06-2025,Uttar Pradesh,Bareilly,243505,10,8,0,bareilly
13-06-2025,Uttar Pradesh,Bareilly,262406,5,6,0,bareilly
12-06-2025,Uttar Pradesh,Bareilly,243301,3,5,0,bareilly
12-06-2025,Uttar Pradesh,Bareilly,243303,5,6,1,bareilly
12-06-2025,Uttar Pradesh,Bareilly,243506,3,3,0,bareilly
12-06-2025,Uttar Pradesh,Bareilly,262406,8,3,0,bareilly
14-06-2025,Uttar Pradesh,Bareilly,243505,3,5,0,bareilly
14-06-2025,Uttar Pradesh,Bareilly,262406,10,1,0,bareilly
16-06-2025,Uttar Pradesh,Bareilly,243001,8,19,1,bareilly
16-06-2025,Uttar Pradesh,Bareilly,243203,2,2,0,bareilly
16-06-2025,Uttar Pradesh,Bareilly,243301,4,5,0,bareilly
16-06-2025,Uttar Pradesh,Bareilly,243407,0,1,0,bareilly
16-06-2025,Uttar Pradesh,Bareilly,243503,3,6,0,bareilly
16-06-2025,Uttar Pradesh,Bareilly,243504,10,3,0,bareilly
18-06-2025,Uttar Pradesh,Bareilly,243003,1,1,1,bareilly
18-06-2025,Uttar Pradesh,Bareilly,243005,0,4,0,bareilly
18-06-2025,Uttar Pradesh,Bareilly,243006,1,0,0,bareilly
18-06-2025,Uttar Pradesh,Bareilly,243203,7,0,0,bareilly
18-06-2025,Uttar Pradesh,Bareilly,243301,2,4,0,bareilly
18-06-2025,Uttar Pradesh,Bareilly,243401,0,1,0,bareilly
18-06-2025,Uttar Pradesh,Bareilly,243503,9,7,0,bareilly
18-06-2025,Uttar Pradesh,Bareilly,243504,3,3,0,bareilly
19-06-2025,Uttar Pradesh,Bareilly,243001,11,19,1,bareilly
19-06-2025,Uttar Pradesh,Bareilly,243201,10,10,1,bareilly
19-06-2025,Uttar Pradesh,Bareilly,243402,2,7,0,bareilly
17-06-2025,Uttar Pradesh,Bareilly,243005,3,3,0,bareilly
17-06-2025,Uttar Pradesh,Bareilly,243504,4,0,0,bareilly
17-06-2025,Uttar Pradesh,Bareilly,262407,3,1,0,bareilly
01-04-2025,Uttar Pradesh,Bareilly,243201,1264,288,11,bareilly
01-06-2025,Uttar Pradesh,Bareilly,243505,180,191,11,bareilly
01-06-2025,Uttar Pradesh,Bareilly,243201,333,203,14,bareilly
