date,state,district,pincode,bio_age_5_17,bio_age_17_
18-12-2025,Bihar,Patna,848501,0,1
20-12-2025,Bihar,Patna,803206,0,2
19-12-2025,Bihar,Patna,804401,0,1
14-12-2025,Bihar,Patna,800002,1,7
14-12-2025,Bihar,Patna,800003,0,2
14-12-2025,Bihar,Patna,800016,0,2
14-12-2025,Bihar,Patna,801104,0,12
14-12-2025,Bihar,Patna,801118,0,1
14-12-2025,Bihar,Patna,803201,4,23
14-12-2025,Bihar,Patna,803303,1,1
14-12-2025,Bihar,Patna,803307,0,1
14-12-2025,Bihar,Patna,804452,7,37
14-12-2025,Bihar,Patna,811302,0,1
17-12-2025,Bihar,Patna,803107,0,1
21-12-2025,Bihar,Patna,800003,0,5
21-12-2025,Bihar,Patna,800014,0,7
21-12-2025,Bihar,Patna,800025,0,5
21-12-2025,Bihar,Patna,801103,5,13
21-12-2025,Bihar,Patna,803203,0,1
21-12-2025,Bihar,Patna,804401,0,1
16-12-2025,Bihar,Patna,800022,0,1
16-12-2025,Bihar,Patna,804401,1,0
12-11-2025,Bihar,Patna,848501,0,1
15-11-2025,Bihar,Patna,800030,0,2
15-11-2025,Bihar,Patna,801305,2,11
20-11-2025,Bihar,Patna,801117,0,6
14-11-2025,Bihar,Patna,803307,0,6
14-11-2025,Bihar,Patna,804423,0,3
14-11-2025,Bihar,Patna,804454,1,9
13-11-2025,Bihar,Patna,801111,0,1
16-11-2025,Bihar,Patna,800003,0,1
16-11-2025,Bihar,Patna,800007,3,15
16-11-2025,Bihar,Patna,800013,0,2
16-11-2025,Bihar,Patna,800016,0,2
16-11-2025,Bihar,Patna,800024,1,4
16-11-2025,Bihar,Patna,801102,0,7
16-11-2025,Bihar,Patna,801103,1,7
16-11-2025,Bihar,Patna,801502,0,1
16-11-2025,Bihar,Patna,803212,1,19
16-11-2025,Bihar,Patna,803301,0,11
16-11-2025,Bihar,Patna,804452,1,16
01-03-2025,Bihar,Patna,801103,268,485
01-03-2025,Bihar,Patna,804454,106,163
01-03-2025,Bihar,Patna,800023,44,91
01-03-2025,Bihar,Patna,800024,39,87
01-03-2025,Bihar,Patna,801102,200,330
01-03-2025,Bihar,Patna,800008,284,337
01-03-2025,Bihar,Patna,800111,165,208
01-03-2025,Bihar,Patna,804452,413,878
01-03-2025,Bihar,Patna,800016,56,93
01-03-2025,Bihar,Patna,804423,19,60
01-03-2025,Bihar,Patna,800004,95,136
01-04-2025,Bihar,Patna,800027,53,100
01-04-2025,Bihar,Patna,802160,49,44
01-05-2025,Bihar,Patna,804423,25,34
01-05-2025,Bihar,Patna,803303,83,61
01-05-2025,Bihar,Patna,803202,581,437
01-05-2025,Bihar,Patna,800012,174,128
01-03-2025,Bihar,Patna,800007,281,432
01-03-2025,Bihar,Patna,801110,364,789
01-03-2025,Bihar,Patna,800027,59,100
01-03-2025,Bihar,Patna,801503,543,681
01-03-2025,Bihar,Patna,801305,123,162
01-03-2025,Bihar,Patna,803213,490,611
01-03-2025,Bihar,Patna,803303,38,64
01-04-2025,Bihar,Patna,801304,138,126
01-04-2025,Bihar,Patna,800018,23,34
01-04-2025,Bihar,Patna,800007,465,399
01-04-2025,Bihar,Patna,800011,89,113
01-04-2025,Bihar,Patna,800006,172,238
01-04-2025,Bihar,Patna,800026,74,123
01-04-2025,Bihar,Patna,800111,185,163
01-04-2025,Bihar,Patna,800016,89,90
01-04-2025,Bihar,Patna,801502,77,67
01-05-2025,Bihar,Patna,803110,103,58
01-05-2025,Bihar,Patna,804454,77,88
01-05-2025,Bihar,Patna,800013,32,63
01-05-2025,Bihar,Patna,800111,135,122
01-05-2025,Bihar,Patna,804426,39,36
01-05-2025,Bihar,Patna,801118,12,11
01-06-2025,Bihar,Patna,804426,36,31
26-10-2025,Bihar,Patna,800018,1,3
26-10-2025,Bihar,Patna,802160,0,2
26-10-2025,Bihar,Patna,804426,1,5
27-10-2025,Bihar,Patna,800025,2,4
27-10-2025,Bihar,Patna,801507,0,2
02-11-2025,Bihar,Patna,800010,3,4
02-11-2025,Bihar,Patna,802160,0,2
02-11-2025,Bihar,Patna,811302,0,1
06-11-2025,Bihar,Patna,800025,2,4
09-11-2025,Bihar,Patna,801118,0,1
16-11-2025,Bihar,Patna,801117,0,1
16-11-2025,Bihar,Patna,801506,1,2
07-12-2025,Bihar,Patna,800001,1,26
07-12-2025,Bihar,Patna,800013,0,2
07-12-2025,Bihar,Patna,804401,0,3
07-12-2025,Bihar,Patna,811104,1,1
11-12-2025,Bihar,Patna,801118,0,3
10-12-2025,Bihar,Patna,800010,1,5
28-11-2025,Bihar,Patna,802160,0,4
29-11-2025,Bihar,Patna,800022,0,2
29-11-2025,Bihar,Patna,804426,1,11
30-11-2025,Bihar,Patna,800004,0,7
30-11-2025,Bihar,Patna,800020,0,15
30-11-2025,Bihar,Patna,800026,0,2
30-11-2025,Bihar,Patna,801105,0,9
30-11-2025,Bihar,Patna,801111,0,1
30-11-2025,Bihar,Patna,803203,1,2
22-11-2025,Bihar,Patna,801507,0,2
23-11-2025,Bihar,Patna,800004,0,5
23-11-2025,Bihar,Patna,800016,1,3
23-11-2025,Bihar,Patna,800027,1,5
23-11-2025,Bihar,Patna,800111,0,8
23-11-2025,Bihar,Patna,801102,0,2
23-11-2025,Bihar,Patna,801103,0,10
23-11-2025,Bihar,Patna,801105,0,5
23-11-2025,Bihar,Patna,801113,0,10
23-11-2025,Bihar,Patna,801507,0,3
23-11-2025,Bihar,Patna,803212,2,17
26-11-2025,Bihar,Patna,804426,0,4
18-11-2025,Bihar,Patna,801117,0,2
07-11-2025,Bihar,Patna,801507,0,5
07-11-2025,Bihar,Patna,803306,0,16
05-11-2025,Bihar,Patna,800018,0,1
05-11-2025,Bihar,Patna,801118,1,4
05-11-2025,Bihar,Patna,803110,0,5
05-11-2025,Bihar,Patna,804423,0,4
08-11-2025,Bihar,Patna,800029,1,0
08-11-2025,Bihar,Patna,801507,0,9
02-11-2025,Bihar,Patna,800111,0,15
02-11-2025,Bihar,Patna,801502,0,5
02-11-2025,Bihar,Patna,804451,1,28
06-11-2025,Bihar,Patna,800023,0,1
06-11-2025,Bihar,Patna,801113,0,5
06-11-2025,Bihar,Patna,801507,0,4
06-11-2025,Bihar,Patna,803206,0,3
01-11-2025,Bihar,Patna,804401,0,1
09-11-2025,Bihar,Patna,800018,0,1
09-11-2025,Bihar,Patna,800024,0,4
09-11-2025,Bihar,Patna,803203,0,1
09-11-2025,Bihar,Patna,803214,0,10
03-11-2025,Bihar,Patna,801304,0,3
28-10-2025,Bihar,Patna,800009,0,2
28-10-2025,Bihar,Patna,801103,0,4
28-10-2025,Bihar,Patna,801502,0,1
29-10-2025,Bihar,Patna,803303,0,9
30-10-2025,Bihar,Patna,803307,1,11
31-10-2025,Bihar,Patna,811104,1,6
31-10-2025,Bihar,Patna,811302,0,1
24-10-2025,Bihar,Patna,801507,0,1
25-10-2025,Bihar,Patna,800025,0,1
25-10-2025,Bihar,Patna,803303,0,2
26-10-2025,Bihar,Patna,800002,0,2
26-10-2025,Bihar,Patna,800014,0,4
26-10-2025,Bihar,Patna,801102,0,8
26-10-2025,Bihar,Patna,801108,3,15
26-10-2025,Bihar,Patna,801110,0,9
26-10-2025,Bihar,Patna,801113,0,5
26-10-2025,Bihar,Patna,801304,0,2
26-10-2025,Bihar,Patna,803221,0,1
26-10-2025,Bihar,Patna,803307,0,2
26-10-2025,Bihar,Patna,804401,0,1
26-10-2025,Bihar,Patna,811104,0,2
27-10-2025,Bihar,Patna,800003,0,2
27-10-2025,Bihar,Patna,800010,1,2
27-10-2025,Bihar,Patna,800013,0,3
27-10-2025,Bihar,Patna,800018,0,2
27-10-2025,Bihar,Patna,800024,0,1
18-10-2025,Bihar,Patna,801304,0,14
15-07-2025,Bihar,Patna,801111,0,2
15-07-2025,Bihar,Patna,801117,1,0
16-07-2025,Bihar,Patna,800030,0,1
16-07-2025,Bihar,Patna,801111,0,1
18-07-2025,Bihar,Patna,801117,0,2
18-07-2025,Bihar,Patna,804401,0,2
19-07-2025,Bihar,Patna,801101,0,1
28-07-2025,Bihar,Patna,803107,0,1
28-07-2025,Bihar,Patna,803203,0,3
20-07-2025,Bihar,Patna,803110,1,2
20-07-2025,Bihar,Patna,803303,0,2
20-07-2025,Bihar,Patna,804454,0,6
20-07-2025,Bihar,Patna,848501,0,1
22-07-2025,Bihar,Patna,801101,0,1
26-07-2025,Bihar,Patna,803203,1,1
24-07-2025,Bihar,Patna,800030,1,2
13-08-2025,Bihar,Patna,803110,1,4
05-08-2025,Bihar,Patna,801117,0,4
05-08-2025,Bihar,Patna,848501,0,1
07-08-2025,Bihar,Patna,801118,1,10
12-07-2025,Bihar,Patna,802160,1,8
14-07-2025,Bihar,Patna,800030,0,1
13-07-2025,Bihar,Patna,800030,0,1
13-07-2025,Bihar,Patna,801103,1,8
13-07-2025,Bihar,Patna,803206,0,1
13-07-2025,Bihar,Patna,803214,1,1
13-07-2025,Bihar,Patna,811104,1,3
24-08-2025,Bihar,Patna,800023,2,9
24-08-2025,Bihar,Patna,803110,0,1
24-08-2025,Bihar,Patna,803303,0,4
24-08-2025,Bihar,Patna,803307,1,7
24-08-2025,Bihar,Patna,804423,0,1
07-09-2025,Bihar,Patna,800025,0,7
07-09-2025,Bihar,Patna,802160,1,4
07-09-2025,Bihar,Patna,804423,0,2
07-09-2025,Bihar,Patna,811104,0,11
30-08-2025,Bihar,Patna,801117,0,2
01-09-2025,Bihar,Patna,803204,0,1
31-08-2025,Bihar,Patna,801305,2,39
31-08-2025,Bihar,Patna,802160,1,0
31-08-2025,Bihar,Patna,803301,0,14
20-08-2025,Bihar,Patna,801101,0,2
23-08-2025,Bihar,Patna,801304,1,6
22-08-2025,Bihar,Patna,802160,1,4
14-08-2025,Bihar,Patna,801117,0,3
15-08-2025,Bihar,Patna,800007,0,12
15-08-2025,Bihar,Patna,800009,0,10
15-08-2025,Bihar,Patna,800020,0,6
15-08-2025,Bihar,Patna,800111,0,6
15-08-2025,Bihar,Patna,801102,0,2
15-08-2025,Bihar,Patna,801305,0,1
15-08-2025,Bihar,Patna,803202,0,11
02-08-2025,Bihar,Patna,800010,0,3
02-08-2025,Bihar,Patna,803206,0,4
02-08-2025,Bihar,Patna,804423,0,1
03-08-2025,Bihar,Patna,800007,0,8
03-08-2025,Bihar,Patna,800008,0,23
03-08-2025,Bihar,Patna,800009,0,7
03-08-2025,Bihar,Patna,800020,1,5
03-08-2025,Bihar,Patna,800026,0,5
03-08-2025,Bihar,Patna,801109,2,5
03-08-2025,Bihar,Patna,801117,0,1
03-08-2025,Bihar,Patna,801305,0,1
03-08-2025,Bihar,Patna,803110,0,1
03-08-2025,Bihar,Patna,803201,1,18
03-08-2025,Bihar,Patna,803306,1,3
03-08-2025,Bihar,Patna,804451,3,6
03-08-2025,Bihar,Patna,811104,1,2
30-07-2025,Bihar,Patna,801118,0,3
30-07-2025,Bihar,Patna,848501,0,1
31-07-2025,Bihar,Patna,801118,0,1
31-07-2025,Bihar,Patna,803203,0,1
31-07-2025,Bihar,Patna,804401,0,1
09-08-2025,Bihar,Patna,801102,0,4
09-08-2025,Bihar,Patna,801507,0,1
09-08-2025,Bihar,Patna,803110,0,1
09-08-2025,Bihar,Patna,803206,0,1
09-08-2025,Bihar,Patna,803301,0,4
09-08-2025,Bihar,Patna,803307,1,1
19-08-2025,Bihar,Patna,800005,0,1
21-08-2025,Bihar,Patna,804423,1,2
16-08-2025,Bihar,Patna,800005,0,1
16-08-2025,Bihar,Patna,800012,2,10
16-08-2025,Bihar,Patna,801101,1,0
16-08-2025,Bihar,Patna,801112,0,8
16-08-2025,Bihar,Patna,801507,0,3
16-08-2025,Bihar,Patna,804423,0,1
17-08-2025,Bihar,Patna,800025,0,2
17-08-2025,Bihar,Patna,801305,0,3
18-08-2025,Bihar,Patna,801507,0,5
02-09-2025,Bihar,Patna,800005,0,1
26-08-2025,Bihar,Patna,801117,0,1
10-08-2025,Bihar,Patna,800010,0,3
10-08-2025,Bihar,Patna,801109,0,5
10-08-2025,Bihar,Patna,801118,0,2
10-08-2025,Bihar,Patna,801502,0,2
10-08-2025,Bihar,Patna,803203,0,1
10-08-2025,Bihar,Patna,803221,0,12
10-08-2025,Bihar,Patna,803303,0,3
10-08-2025,Bihar,Patna,803307,0,2
10-08-2025,Bihar,Patna,804401,0,2
10-08-2025,Bihar,Patna,804426,0,6
10-08-2025,Bihar,Patna,804454,1,4
02-07-2025,Bihar,Patna,802160,0,7
02-07-2025,Bihar,Patna,803307,0,6
30-06-2025,Bihar,Patna,801101,0,1
03-07-2025,Bihar,Patna,801117,0,2
25-06-2025,Bihar,Patna,801117,0,2
25-06-2025,Bihar,Patna,801118,1,4
28-06-2025,Bihar,Patna,801101,0,1
28-06-2025,Bihar,Patna,801506,1,6
06-07-2025,Bihar,Patna,800018,0,5
06-07-2025,Bihar,Patna,800025,1,2
06-07-2025,Bihar,Patna,801104,0,17
06-07-2025,Bihar,Patna,801118,0,2
06-07-2025,Bihar,Patna,801305,0,7
06-07-2025,Bihar,Patna,803110,0,3
01-07-2025,Bihar,Patna,800005,0,1
01-07-2025,Bihar,Patna,801118,1,6
09-07-2025,Bihar,Patna,800030,1,2
09-07-2025,Bihar,Patna,803307,0,5
08-07-2025,Bihar,Patna,804426,2,5
29-06-2025,Bihar,Patna,801109,2,30
29-06-2025,Bihar,Patna,801111,0,1
29-06-2025,Bihar,Patna,801305,0,12
29-06-2025,Bihar,Patna,804454,0,8
09-10-2025,Bihar,Patna,800007,10,27
09-10-2025,Bihar,Patna,800008,8,28
09-10-2025,Bihar,Patna,800012,0,7
09-10-2025,Bihar,Patna,800014,3,11
09-10-2025,Bihar,Patna,801105,7,14
09-10-2025,Bihar,Patna,801110,21,32
09-10-2025,Bihar,Patna,801304,0,5
09-10-2025,Bihar,Patna,803110,1,4
09-10-2025,Bihar,Patna,803214,8,19
09-10-2025,Bihar,Patna,803221,5,10
09-10-2025,Bihar,Patna,803306,6,5
09-10-2025,Bihar,Patna,804452,15,30
09-10-2025,Bihar,Patna,804453,11,37
24-10-2025,Bihar,Patna,800001,14,26
24-10-2025,Bihar,Patna,800014,8,9
24-10-2025,Bihar,Patna,800018,0,2
24-10-2025,Bihar,Patna,800025,5,7
24-10-2025,Bihar,Patna,801113,0,3
24-10-2025,Bihar,Patna,803211,3,10
24-10-2025,Bihar,Patna,803212,4,21
24-10-2025,Bihar,Patna,803214,3,6
24-10-2025,Bihar,Patna,803301,5,4
24-10-2025,Bihar,Patna,803306,0,3
24-10-2025,Bihar,Patna,803307,0,1
24-10-2025,Bihar,Patna,804401,0,1
25-10-2025,Bihar,Patna,800008,10,14
25-10-2025,Bihar,Patna,800009,1,21
25-10-2025,Bihar,Patna,800012,0,1
25-10-2025,Bihar,Patna,800018,0,1
25-10-2025,Bihar,Patna,800020,5,7
25-10-2025,Bihar,Patna,801103,1,11
25-10-2025,Bihar,Patna,801104,2,2
25-10-2025,Bihar,Patna,801118,0,1
25-10-2025,Bihar,Patna,801507,1,0
25-10-2025,Bihar,Patna,803214,2,3
25-10-2025,Bihar,Patna,803221,0,5
25-10-2025,Bihar,Patna,803301,0,1
25-10-2025,Bihar,Patna,803306,0,1
12-11-2025,Bihar,Patna,800008,9,28
12-11-2025,Bihar,Patna,800026,2,15
12-11-2025,Bihar,Patna,800027,4,3
12-11-2025,Bihar,Patna,801104,7,30
12-11-2025,Bihar,Patna,801105,4,14
12-11-2025,Bihar,Patna,801113,6,3
12-11-2025,Bihar,Patna,801507,0,1
12-11-2025,Bihar,Patna,803214,9,14
12-11-2025,Bihar,Patna,803221,0,5
12-11-2025,Bihar,Patna,803301,3,10
12-11-2025,Bihar,Patna,803307,2,2
12-11-2025,Bihar,Patna,804423,0,3
12-11-2025,Bihar,Patna,804452,17,29
12-11-2025,Bihar,Patna,804453,25,40
11-11-2025,Bihar,Patna,800006,4,21
11-11-2025,Bihar,Patna,800013,0,4
11-11-2025,Bihar,Patna,800014,1,9
11-11-2025,Bihar,Patna,800023,3,8
11-11-2025,Bihar,Patna,801109,11,32
11-11-2025,Bihar,Patna,801112,12,12
11-11-2025,Bihar,Patna,802160,1,1
11-11-2025,Bihar,Patna,803206,2,5
11-11-2025,Bihar,Patna,803212,12,23
11-11-2025,Bihar,Patna,803213,4,8
11-11-2025,Bihar,Patna,803301,3,15
10-10-2025,Bihar,Patna,800006,7,10
10-10-2025,Bihar,Patna,800010,1,1
10-10-2025,Bihar,Patna,800012,4,8
10-10-2025,Bihar,Patna,800014,5,10
10-10-2025,Bihar,Patna,800020,12,24
10-10-2025,Bihar,Patna,801502,2,5
10-10-2025,Bihar,Patna,801505,15,31
10-10-2025,Bihar,Patna,802160,3,7
10-10-2025,Bihar,Patna,803110,1,9
10-10-2025,Bihar,Patna,803212,17,29
10-10-2025,Bihar,Patna,803213,18,19
10-10-2025,Bihar,Patna,803302,8,11
10-10-2025,Bihar,Patna,804454,5,6
10-10-2025,Bihar,Patna,811104,5,3
13-10-2025,Bihar,Patna,800007,7,24
13-10-2025,Bihar,Patna,800011,5,6
13-10-2025,Bihar,Patna,800012,2,10
13-10-2025,Bihar,Patna,800111,8,19
13-10-2025,Bihar,Patna,801305,0,4
13-10-2025,Bihar,Patna,803201,25,58
13-10-2025,Bihar,Patna,803202,15,53
13-10-2025,Bihar,Patna,803203,1,1
13-10-2025,Bihar,Patna,803301,2,7
13-10-2025,Bihar,Patna,803307,1,1
13-10-2025,Bihar,Patna,804451,14,31
13-10-2025,Bihar,Patna,804453,19,27
13-10-2025,Bihar,Patna,804454,2,3
13-10-2025,Bihar,Patna,811104,6,4
12-10-2025,Bihar,Patna,800026,0,1
12-10-2025,Bihar,Patna,801502,1,2
12-10-2025,Bihar,Patna,803110,2,0
12-10-2025,Bihar,Patna,804426,0,1
12-10-2025,Bihar,Patna,804452,1,5
12-10-2025,Bihar,Patna,804454,1,0
15-10-2025,Bihar,Patna,800009,5,8
15-10-2025,Bihar,Patna,800111,7,14
15-10-2025,Bihar,Patna,801105,10,16
15-10-2025,Bihar,Patna,801505,14,27
15-10-2025,Bihar,Patna,803201,18,44
15-10-2025,Bihar,Patna,803202,14,19
15-10-2025,Bihar,Patna,803213,20,36
16-10-2025,Bihar,Patna,800004,3,9
16-10-2025,Bihar,Patna,800011,2,5
16-10-2025,Bihar,Patna,800016,0,7
16-10-2025,Bihar,Patna,800018,0,3
16-10-2025,Bihar,Patna,801108,8,14
16-10-2025,Bihar,Patna,801112,4,6
16-10-2025,Bihar,Patna,801505,10,28
16-10-2025,Bihar,Patna,803110,2,6
16-10-2025,Bihar,Patna,803211,4,8
16-10-2025,Bihar,Patna,803303,1,0
08-11-2025,Bihar,Patna,800001,5,19
08-11-2025,Bihar,Patna,800002,5,17
08-11-2025,Bihar,Patna,800004,3,8
08-11-2025,Bihar,Patna,800008,15,24
08-11-2025,Bihar,Patna,801109,4,10
08-11-2025,Bihar,Patna,801506,0,1
08-11-2025,Bihar,Patna,803110,1,2
08-11-2025,Bihar,Patna,803201,11,20
08-11-2025,Bihar,Patna,803221,4,1
08-11-2025,Bihar,Patna,804426,2,1
08-11-2025,Bihar,Patna,804452,14,20
08-11-2025,Bihar,Patna,804453,8,19
29-10-2025,Bihar,Patna,800004,2,10
29-10-2025,Bihar,Patna,800007,7,28
29-10-2025,Bihar,Patna,800008,9,20
29-10-2025,Bihar,Patna,800009,4,8
29-10-2025,Bihar,Patna,800012,1,2
29-10-2025,Bihar,Patna,800026,3,9
29-10-2025,Bihar,Patna,800027,3,5
29-10-2025,Bihar,Patna,800030,0,1
29-10-2025,Bihar,Patna,801102,3,7
29-10-2025,Bihar,Patna,801113,2,7
29-10-2025,Bihar,Patna,801305,1,2
29-10-2025,Bihar,Patna,801505,8,15
29-10-2025,Bihar,Patna,803212,13,9
29-10-2025,Bihar,Patna,803213,10,7
29-10-2025,Bihar,Patna,803301,3,5
29-10-2025,Bihar,Patna,803306,2,0
29-10-2025,Bihar,Patna,811104,1,2
30-10-2025,Bihar,Patna,800001,10,13
30-10-2025,Bihar,Patna,800003,2,3
30-10-2025,Bihar,Patna,800006,3,13
30-10-2025,Bihar,Patna,800009,8,8
30-10-2025,Bihar,Patna,800014,5,6
30-10-2025,Bihar,Patna,800016,0,7
30-10-2025,Bihar,Patna,800018,2,3
30-10-2025,Bihar,Patna,800111,7,16
30-10-2025,Bihar,Patna,801104,7,29
30-10-2025,Bihar,Patna,801109,7,22
30-10-2025,Bihar,Patna,801110,10,10
30-10-2025,Bihar,Patna,801113,5,7
30-10-2025,Bihar,Patna,801117,0,1
30-10-2025,Bihar,Patna,801503,7,30
30-10-2025,Bihar,Patna,802160,1,1
30-10-2025,Bihar,Patna,803110,1,0
30-10-2025,Bihar,Patna,803212,9,22
30-10-2025,Bihar,Patna,803214,7,10
30-10-2025,Bihar,Patna,803302,13,8
30-10-2025,Bihar,Patna,804454,1,7
31-10-2025,Bihar,Patna,800004,1,8
31-10-2025,Bihar,Patna,800014,3,4
31-10-2025,Bihar,Patna,800026,1,2
31-10-2025,Bihar,Patna,801102,3,14
31-10-2025,Bihar,Patna,801104,5,20
31-10-2025,Bihar,Patna,801105,2,13
31-10-2025,Bihar,Patna,801112,0,4
31-10-2025,Bihar,Patna,801304,0,1
31-10-2025,Bihar,Patna,801502,1,2
31-10-2025,Bihar,Patna,801505,10,26
31-10-2025,Bihar,Patna,803203,2,1
31-10-2025,Bihar,Patna,803211,1,9
31-10-2025,Bihar,Patna,803302,7,4
31-10-2025,Bihar,Patna,804453,13,13
09-11-2025,Bihar,Patna,800009,2,3
09-11-2025,Bihar,Patna,801108,1,5
09-11-2025,Bihar,Patna,801305,0,1
09-11-2025,Bihar,Patna,803202,1,2
09-11-2025,Bihar,Patna,803307,1,0
09-11-2025,Bihar,Patna,804401,1,1
09-11-2025,Bihar,Patna,804423,0,2
09-11-2025,Bihar,Patna,804452,0,2
10-11-2025,Bihar,Patna,800009,4,12
10-11-2025,Bihar,Patna,800023,1,7
10-11-2025,Bihar,Patna,800024,1,7
10-11-2025,Bihar,Patna,801110,8,10
10-11-2025,Bihar,Patna,801113,4,19
10-11-2025,Bihar,Patna,801117,0,2
10-11-2025,Bihar,Patna,801118,0,2
10-11-2025,Bihar,Patna,801503,15,40
10-11-2025,Bihar,Patna,801505,6,13
10-11-2025,Bihar,Patna,801507,0,1
10-11-2025,Bihar,Patna,803203,2,0
10-11-2025,Bihar,Patna,803213,13,22
10-11-2025,Bihar,Patna,803214,4,5
10-11-2025,Bihar,Patna,803302,6,13
10-11-2025,Bihar,Patna,804401,1,1
15-11-2025,Bihar,Patna,800010,1,1
15-11-2025,Bihar,Patna,800013,0,4
15-11-2025,Bihar,Patna,800027,3,3
15-11-2025,Bihar,Patna,801105,1,6
15-11-2025,Bihar,Patna,801112,1,7
15-11-2025,Bihar,Patna,802160,0,3
15-11-2025,Bihar,Patna,803110,3,2
15-11-2025,Bihar,Patna,803202,11,29
15-11-2025,Bihar,Patna,804453,4,13
15-11-2025,Bihar,Patna,804454,1,5
15-11-2025,Bihar,Patna,811104,0,3
14-11-2025,Bihar,Patna,800002,3,11
14-11-2025,Bihar,Patna,800009,3,5
14-11-2025,Bihar,Patna,800013,1,2
14-11-2025,Bihar,Patna,800020,6,14
14-11-2025,Bihar,Patna,800027,2,6
14-11-2025,Bihar,Patna,801110,4,8
14-11-2025,Bihar,Patna,801304,1,1
14-11-2025,Bihar,Patna,801502,0,4
14-11-2025,Bihar,Patna,801503,19,47
14-11-2025,Bihar,Patna,801505,9,18
14-11-2025,Bihar,Patna,803202,7,25
14-11-2025,Bihar,Patna,803306,0,1
14-11-2025,Bihar,Patna,804452,3,14
14-11-2025,Bihar,Patna,811104,1,0
17-11-2025,Bihar,Patna,800005,1,0
17-11-2025,Bihar,Patna,800010,1,1
17-11-2025,Bihar,Patna,800013,0,6
17-11-2025,Bihar,Patna,800111,9,13
17-11-2025,Bihar,Patna,801102,8,6
17-11-2025,Bihar,Patna,801103,12,17
17-11-2025,Bihar,Patna,801105,3,17
17-11-2025,Bihar,Patna,801109,10,33
17-11-2025,Bihar,Patna,801304,0,2
17-11-2025,Bihar,Patna,801505,10,15
17-11-2025,Bihar,Patna,803212,23,14
17-11-2025,Bihar,Patna,803221,3,8
