date,state,district,pincode,bio_age_5_17,bio_age_17_
15-08-2025,Rajasthan,Jaipur,302020,1,8
15-08-2025,Rajasthan,Jaipur,302024,0,1
15-08-2025,Rajasthan,Jaipur,302028,0,4
15-08-2025,Rajasthan,Jaipur,302034,0,5
15-08-2025,Rajasthan,Jaipur,303104,0,2
15-08-2025,Rajasthan,Jaipur,303801,0,1
17-08-2025,Rajasthan,Jaipur,302023,0,3
17-08-2025,Rajasthan,Jaipur,302025,0,1
17-08-2025,Rajasthan,Jaipur,303012,0,4
17-08-2025,Rajasthan,Jaipur,303807,1,0
04-10-2025,Rajasthan,Jaipur,302037,0,1
04-10-2025,Rajasthan,Jaipur,303121,0,1
23-10-2025,Rajasthan,Jaipur,302023,0,3
23-10-2025,Rajasthan,Jaipur,302026,0,10
23-10-2025,Rajasthan,Jaipur,303003,0,4
23-10-2025,Rajasthan,Jaipur,303905,0,1
20-10-2025,Rajasthan,Jaipur,302002,1,10
20-10-2025,Rajasthan,Jaipur,302012,1,11
20-10-2025,Rajasthan,Jaipur,302039,0,2
20-10-2025,Rajasthan,Jaipur,303005,0,3
20-10-2025,Rajasthan,Jaipur,303301,0,3
20-10-2025,Rajasthan,Jaipur,303302,0,1
20-10-2025,Rajasthan,Jaipur,303601,0,1
20-10-2025,Rajasthan,Jaipur,303706,1,2
20-10-2025,Rajasthan,Jaipur,303908,0,3
21-10-2025,Rajasthan,Jaipur,303002,0,1
21-10-2025,Rajasthan,Jaipur,303004,0,2
21-10-2025,Rajasthan,Jaipur,303302,0,1
21-10-2025,Rajasthan,Jaipur,303905,0,1
27-10-2025,Rajasthan,Jaipur,303121,0,1
25-10-2025,Rajasthan,Jaipur,302011,0,2
26-10-2025,Rajasthan,Jaipur,302026,2,10
26-10-2025,Rajasthan,Jaipur,303005,0,7
26-10-2025,Rajasthan,Jaipur,303102,1,6
26-10-2025,Rajasthan,Jaipur,303301,1,7
26-10-2025,Rajasthan,Jaipur,303801,0,3
26-10-2025,Rajasthan,Jaipur,303805,1,5
19-10-2025,Rajasthan,Jaipur,302003,1,11
19-10-2025,Rajasthan,Jaipur,302013,1,6
19-10-2025,Rajasthan,Jaipur,302034,0,1
19-10-2025,Rajasthan,Jaipur,303003,0,2
19-10-2025,Rajasthan,Jaipur,303006,0,1
19-10-2025,Rajasthan,Jaipur,303012,0,2
19-10-2025,Rajasthan,Jaipur,303103,0,2
19-10-2025,Rajasthan,Jaipur,303106,0,3
19-10-2025,Rajasthan,Jaipur,303108,0,2
19-10-2025,Rajasthan,Jaipur,303338,0,1
19-10-2025,Rajasthan,Jaipur,303706,2,3
19-10-2025,Rajasthan,Jaipur,303712,0,3
18-10-2025,Rajasthan,Jaipur,302032,0,2
22-10-2025,Rajasthan,Jaipur,303012,0,3
22-10-2025,Rajasthan,Jaipur,303601,1,0
02-10-2025,Rajasthan,Jaipur,302017,4,15
02-10-2025,Rajasthan,Jaipur,302027,0,6
02-10-2025,Rajasthan,Jaipur,302029,0,26
02-10-2025,Rajasthan,Jaipur,303006,0,4
02-10-2025,Rajasthan,Jaipur,303102,0,2
02-10-2025,Rajasthan,Jaipur,303110,0,8
12-10-2025,Rajasthan,Jaipur,302011,0,1
12-10-2025,Rajasthan,Jaipur,302022,2,7
12-10-2025,Rajasthan,Jaipur,302028,0,7
12-10-2025,Rajasthan,Jaipur,302037,0,1
12-10-2025,Rajasthan,Jaipur,303005,0,2
12-10-2025,Rajasthan,Jaipur,303006,0,2
12-10-2025,Rajasthan,Jaipur,303106,0,2
12-10-2025,Rajasthan,Jaipur,303107,1,3
12-10-2025,Rajasthan,Jaipur,303109,1,1
12-10-2025,Rajasthan,Jaipur,303603,0,2
12-10-2025,Rajasthan,Jaipur,303701,0,1
12-10-2025,Rajasthan,Jaipur,303903,0,1
05-10-2025,Rajasthan,Jaipur,302022,2,6
05-10-2025,Rajasthan,Jaipur,302028,0,3
05-10-2025,Rajasthan,Jaipur,303107,0,2
05-10-2025,Rajasthan,Jaipur,303109,0,3
05-10-2025,Rajasthan,Jaipur,303507,1,0
05-10-2025,Rajasthan,Jaipur,303704,0,5
05-10-2025,Rajasthan,Jaipur,303803,1,1
23-09-2025,Rajasthan,Jaipur,302025,0,4
21-09-2025,Rajasthan,Jaipur,302032,0,1
21-09-2025,Rajasthan,Jaipur,302034,0,5
21-09-2025,Rajasthan,Jaipur,303002,0,1
21-09-2025,Rajasthan,Jaipur,303107,0,1
21-09-2025,Rajasthan,Jaipur,303108,0,4
21-09-2025,Rajasthan,Jaipur,303301,0,1
21-09-2025,Rajasthan,Jaipur,303701,1,1
21-09-2025,Rajasthan,Jaipur,303803,0,1
21-09-2025,Rajasthan,Jaipur,303805,0,3
22-09-2025,Rajasthan,Jaipur,303009,0,4
22-09-2025,Rajasthan,Jaipur,303104,0,7
17-09-2025,Rajasthan,Jaipur,302037,0,3
28-09-2025,Rajasthan,Jaipur,302023,0,2
28-09-2025,Rajasthan,Jaipur,303003,0,1
28-09-2025,Rajasthan,Jaipur,303106,0,7
28-09-2025,Rajasthan,Jaipur,303602,0,3
28-09-2025,Rajasthan,Jaipur,303603,0,3
28-09-2025,Rajasthan,Jaipur,303804,0,1
28-09-2025,Rajasthan,Jaipur,303901,0,5
09-08-2025,Rajasthan,Jaipur,302013,0,2
09-08-2025,Rajasthan,Jaipur,302022,0,1
09-08-2025,Rajasthan,Jaipur,303302,0,1
09-08-2025,Rajasthan,Jaipur,303507,0,2
06-08-2025,Rajasthan,Jaipur,302024,0,3
11-08-2025,Rajasthan,Jaipur,302025,0,1
10-08-2025,Rajasthan,Jaipur,302028,1,5
10-08-2025,Rajasthan,Jaipur,303008,1,7
10-08-2025,Rajasthan,Jaipur,303104,2,3
10-08-2025,Rajasthan,Jaipur,303108,3,15
10-08-2025,Rajasthan,Jaipur,303110,0,3
10-08-2025,Rajasthan,Jaipur,303120,0,2
10-08-2025,Rajasthan,Jaipur,303348,1,2
10-08-2025,Rajasthan,Jaipur,303603,2,4
10-08-2025,Rajasthan,Jaipur,303801,0,2
10-08-2025,Rajasthan,Jaipur,303805,0,5
10-08-2025,Rajasthan,Jaipur,303807,0,2
29-06-2025,Rajasthan,Jaipur,302024,0,1
29-06-2025,Rajasthan,Jaipur,303002,2,6
29-06-2025,Rajasthan,Jaipur,303706,0,7
29-06-2025,Rajasthan,Jaipur,303801,0,5
08-07-2025,Rajasthan,Jaipur,303121,0,2
21-10-2025,Rajasthan,Jaipur,302003,4,8
21-10-2025,Rajasthan,Jaipur,302004,0,8
21-10-2025,Rajasthan,Jaipur,302012,4,14
21-10-2025,Rajasthan,Jaipur,302013,1,3
21-10-2025,Rajasthan,Jaipur,302015,4,10
21-10-2025,Rajasthan,Jaipur,302018,1,3
21-10-2025,Rajasthan,Jaipur,302021,3,8
21-10-2025,Rajasthan,Jaipur,302024,0,1
21-10-2025,Rajasthan,Jaipur,302039,0,4
21-10-2025,Rajasthan,Jaipur,303107,1,2
21-10-2025,Rajasthan,Jaipur,303108,5,17
21-10-2025,Rajasthan,Jaipur,303603,3,4
21-10-2025,Rajasthan,Jaipur,303801,0,2
21-10-2025,Rajasthan,Jaipur,303805,2,3
21-10-2025,Rajasthan,Jaipur,303806,3,0
21-10-2025,Rajasthan,Jaipur,303807,0,1
01-06-2025,Rajasthan,Jaipur,302013,0,1
01-06-2025,Rajasthan,Jaipur,303002,0,3
01-06-2025,Rajasthan,Jaipur,303007,0,2
01-06-2025,Rajasthan,Jaipur,303105,1,0
01-06-2025,Rajasthan,Jaipur,303109,0,1
01-06-2025,Rajasthan,Jaipur,303338,0,1
01-06-2025,Rajasthan,Jaipur,303801,0,1
14-06-2025,Rajasthan,Jaipur,302011,0,2
21-05-2025,Rajasthan,Jaipur,302006,6,18
21-05-2025,Rajasthan,Jaipur,302011,0,2
21-05-2025,Rajasthan,Jaipur,302016,23,44
21-05-2025,Rajasthan,Jaipur,302019,7,13
21-05-2025,Rajasthan,Jaipur,302028,14,26
21-05-2025,Rajasthan,Jaipur,302034,2,8
21-05-2025,Rajasthan,Jaipur,302039,13,20
21-05-2025,Rajasthan,Jaipur,303007,4,15
21-05-2025,Rajasthan,Jaipur,303302,3,13
21-05-2025,Rajasthan,Jaipur,303603,19,25
21-05-2025,Rajasthan,Jaipur,303908,0,3
22-05-2025,Rajasthan,Jaipur,302002,7,34
22-05-2025,Rajasthan,Jaipur,302013,2,23
22-05-2025,Rajasthan,Jaipur,302025,0,1
22-05-2025,Rajasthan,Jaipur,302026,2,8
22-05-2025,Rajasthan,Jaipur,302027,3,9
22-05-2025,Rajasthan,Jaipur,303002,0,7
22-05-2025,Rajasthan,Jaipur,303009,0,3
22-05-2025,Rajasthan,Jaipur,303104,5,23
22-05-2025,Rajasthan,Jaipur,303107,8,6
22-05-2025,Rajasthan,Jaipur,303119,6,10
22-05-2025,Rajasthan,Jaipur,303301,19,18
22-05-2025,Rajasthan,Jaipur,303328,4,14
22-05-2025,Rajasthan,Jaipur,303338,9,19
22-05-2025,Rajasthan,Jaipur,303604,10,15
22-05-2025,Rajasthan,Jaipur,303805,3,5
22-05-2025,Rajasthan,Jaipur,303903,5,8
23-05-2025,Rajasthan,Jaipur,302003,11,28
23-05-2025,Rajasthan,Jaipur,302023,0,2
23-05-2025,Rajasthan,Jaipur,303002,3,7
23-05-2025,Rajasthan,Jaipur,303004,3,8
23-05-2025,Rajasthan,Jaipur,303012,4,6
23-05-2025,Rajasthan,Jaipur,303110,2,5
23-05-2025,Rajasthan,Jaipur,303301,6,10
23-05-2025,Rajasthan,Jaipur,303302,4,6
23-05-2025,Rajasthan,Jaipur,303601,3,11
23-05-2025,Rajasthan,Jaipur,303901,4,10
24-05-2025,Rajasthan,Jaipur,302001,4,8
24-05-2025,Rajasthan,Jaipur,302002,7,28
24-05-2025,Rajasthan,Jaipur,302004,9,18
24-05-2025,Rajasthan,Jaipur,302005,0,1
24-05-2025,Rajasthan,Jaipur,302012,20,74
24-05-2025,Rajasthan,Jaipur,302013,0,16
24-05-2025,Rajasthan,Jaipur,303006,0,4
24-05-2025,Rajasthan,Jaipur,303102,2,2
24-05-2025,Rajasthan,Jaipur,303106,8,4
24-05-2025,Rajasthan,Jaipur,303110,2,9
24-05-2025,Rajasthan,Jaipur,303348,2,6
24-05-2025,Rajasthan,Jaipur,303601,1,2
24-05-2025,Rajasthan,Jaipur,303904,1,5
25-05-2025,Rajasthan,Jaipur,302002,4,5
25-05-2025,Rajasthan,Jaipur,302020,4,5
25-05-2025,Rajasthan,Jaipur,302024,0,1
25-05-2025,Rajasthan,Jaipur,302029,0,4
25-05-2025,Rajasthan,Jaipur,303305,2,4
27-05-2025,Rajasthan,Jaipur,302011,2,7
27-05-2025,Rajasthan,Jaipur,302015,5,19
27-05-2025,Rajasthan,Jaipur,302021,10,41
27-05-2025,Rajasthan,Jaipur,302023,0,1
27-05-2025,Rajasthan,Jaipur,302026,1,10
27-05-2025,Rajasthan,Jaipur,303008,10,11
27-05-2025,Rajasthan,Jaipur,303102,6,13
27-05-2025,Rajasthan,Jaipur,303103,15,42
27-05-2025,Rajasthan,Jaipur,303104,8,24
27-05-2025,Rajasthan,Jaipur,303120,12,17
27-05-2025,Rajasthan,Jaipur,303121,2,1
27-05-2025,Rajasthan,Jaipur,303507,1,0
27-05-2025,Rajasthan,Jaipur,303602,1,11
27-05-2025,Rajasthan,Jaipur,303604,31,27
27-05-2025,Rajasthan,Jaipur,303704,1,5
27-05-2025,Rajasthan,Jaipur,303806,1,8
27-05-2025,Rajasthan,Jaipur,303807,4,5
27-05-2025,Rajasthan,Jaipur,303901,7,20
26-05-2025,Rajasthan,Jaipur,302005,0,1
26-05-2025,Rajasthan,Jaipur,302017,9,36
26-05-2025,Rajasthan,Jaipur,302022,2,9
26-05-2025,Rajasthan,Jaipur,302024,0,3
26-05-2025,Rajasthan,Jaipur,302032,0,2
26-05-2025,Rajasthan,Jaipur,302039,10,13
26-05-2025,Rajasthan,Jaipur,303002,7,12
26-05-2025,Rajasthan,Jaipur,303003,2,6
26-05-2025,Rajasthan,Jaipur,303012,6,13
26-05-2025,Rajasthan,Jaipur,303102,6,11
26-05-2025,Rajasthan,Jaipur,303105,15,15
26-05-2025,Rajasthan,Jaipur,303121,0,2
26-05-2025,Rajasthan,Jaipur,303302,9,15
26-05-2025,Rajasthan,Jaipur,303507,4,4
26-05-2025,Rajasthan,Jaipur,303704,2,7
26-05-2025,Rajasthan,Jaipur,303804,3,3
26-05-2025,Rajasthan,Jaipur,303806,3,7
26-05-2025,Rajasthan,Jaipur,303903,1,8
01-06-2025,Rajasthan,Jaipur,302002,7,5
01-06-2025,Rajasthan,Jaipur,302005,0,1
