date,state,district,pincode,bio_age_5_17,bio_age_17_
19-10-2025,Uttar Pradesh,Shahjahanpur,242401,2,24
19-10-2025,Uttar Pradesh,Shahjahanpur,242405,0,11
20-10-2025,Uttar Pradesh,Shahjahanpur,242123,1,0
20-10-2025,Uttar Pradesh,Shahjahanpur,242306,1,3
20-10-2025,Uttar Pradesh,Shahjahanpur,242407,0,8
02-10-2025,Uttar Pradesh,Shahjahanpur,242127,7,29
01-10-2025,Uttar Pradesh,Shahjahanpur,242123,2,1
07-10-2025,Uttar Pradesh,Shahjahanpur,242123,1,1
22-09-2025,Uttar Pradesh,Shahjahanpur,242123,1,6
09-08-2025,Uttar Pradesh,Shahjahanpur,242407,3,8
10-08-2025,Uttar Pradesh,Shahjahanpur,242127,4,21
10-08-2025,Uttar Pradesh,Shahjahanpur,242407,5,28
29-06-2025,Uttar Pradesh,Shahjahanpur,242123,0,5
21-10-2025,Uttar Pradesh,Shahjahanpur,242042,1,3
21-10-2025,Uttar Pradesh,Shahjahanpur,242127,25,13
21-10-2025,Uttar Pradesh,Shahjahanpur,242407,17,5
19-10-2025,Uttar Pradesh,Shahjahanpur,242001,0,2
19-10-2025,Uttar Pradesh,Shahjahanpur,242223,3,0
20-10-2025,Uttar Pradesh,Shahjahanpur,242406,0,1
18-10-2025,Uttar Pradesh,Shahjahanpur,242303,6,4
18-10-2025,Uttar Pradesh,Shahjahanpur,242407,53,12
01-06-2025,Uttar Pradesh,Shahjahanpur,242226,0,1
14-06-2025,Uttar Pradesh,Shahjahanpur,242220,1,8
21-05-2025,Uttar Pradesh,Shahjahanpur,242123,1,1
21-05-2025,Uttar Pradesh,Shahjahanpur,242307,32,12
21-05-2025,Uttar Pradesh,Shahjahanpur,242406,44,9
22-05-2025,Uttar Pradesh,Shahjahanpur,242305,17,10
22-05-2025,Uttar Pradesh,Shahjahanpur,242401,59,18
22-05-2025,Uttar Pradesh,Shahjahanpur,242406,20,11
23-05-2025,Uttar Pradesh,Shahjahanpur,242042,12,3
23-05-2025,Uttar Pradesh,Shahjahanpur,242127,21,6
23-05-2025,Uttar Pradesh,Shahjahanpur,242221,39,10
23-05-2025,Uttar Pradesh,Shahjahanpur,242223,10,3
24-05-2025,Uttar Pradesh,Shahjahanpur,242042,41,14
24-05-2025,Uttar Pradesh,Shahjahanpur,242220,1,0
24-05-2025,Uttar Pradesh,Shahjahanpur,242221,29,8
24-05-2025,Uttar Pradesh,Shahjahanpur,242406,4,1
27-05-2025,Uttar Pradesh,Shahjahanpur,242123,0,1
27-05-2025,Uttar Pradesh,Shahjahanpur,242127,23,9
27-05-2025,Uttar Pradesh,Shahjahanpur,242223,10,2
27-05-2025,Uttar Pradesh,Shahjahanpur,242226,3,0
27-05-2025,Uttar Pradesh,Shahjahanpur,242303,16,7
27-05-2025,Uttar Pradesh,Shahjahanpur,242401,61,14
27-05-2025,Uttar Pradesh,Shahjahanpur,242405,11,5
27-05-2025,Uttar Pradesh,Shahjahanpur,242406,16,6
27-05-2025,Uttar Pradesh,Shahjahanpur,242407,32,18
26-05-2025,Uttar Pradesh,Shahjahanpur,242226,8,1
01-06-2025,Uttar Pradesh,Shahjahanpur,242001,3,2
01-06-2025,Uttar Pradesh,Shahjahanpur,242221,1,2
02-06-2025,Uttar Pradesh,Shahjahanpur,242042,91,19
02-06-2025,Uttar Pradesh,Shahjahanpur,242123,1,1
02-06-2025,Uttar Pradesh,Shahjahanpur,242401,103,32
28-05-2025,Uttar Pradesh,Shahjahanpur,242042,40,17
28-05-2025,Uttar Pradesh,Shahjahanpur,242301,20,10
28-05-2025,Uttar Pradesh,Shahjahanpur,242407,18,7
20-05-2025,Uttar Pradesh,Shahjahanpur,242001,237,63
20-05-2025,Uttar Pradesh,Shahjahanpur,242301,34,18
20-05-2025,Uttar Pradesh,Shahjahanpur,242307,52,7
20-05-2025,Uttar Pradesh,Shahjahanpur,242401,111,14
29-05-2025,Uttar Pradesh,Shahjahanpur,242123,0,1
29-05-2025,Uttar Pradesh,Shahjahanpur,242220,1,6
29-05-2025,Uttar Pradesh,Shahjahanpur,242301,14,5
29-05-2025,Uttar Pradesh,Shahjahanpur,242306,15,4
03-06-2025,Uttar Pradesh,Shahjahanpur,242001,157,45
03-06-2025,Uttar Pradesh,Shahjahanpur,242220,15,1
03-06-2025,Uttar Pradesh,Shahjahanpur,242226,4,0
03-06-2025,Uttar Pradesh,Shahjahanpur,242401,93,18
30-05-2025,Uttar Pradesh,Shahjahanpur,242127,15,10
30-05-2025,Uttar Pradesh,Shahjahanpur,242220,5,2
30-05-2025,Uttar Pradesh,Shahjahanpur,242301,18,8
30-05-2025,Uttar Pradesh,Shahjahanpur,242303,11,2
30-05-2025,Uttar Pradesh,Shahjahanpur,242305,0,1
30-05-2025,Uttar Pradesh,Shahjahanpur,242307,14,9
30-05-2025,Uttar Pradesh,Shahjahanpur,242401,39,18
16-06-2025,Uttar Pradesh,Shahjahanpur,242221,54,23
16-06-2025,Uttar Pradesh,Shahjahanpur,242301,9,19
16-06-2025,Uttar Pradesh,Shahjahanpur,242401,51,12
16-06-2025,Uttar Pradesh,Shahjahanpur,242406,10,10
04-06-2025,Uttar Pradesh,Shahjahanpur,242223,17,1
04-06-2025,Uttar Pradesh,Shahjahanpur,242226,2,0
04-06-2025,Uttar Pradesh,Shahjahanpur,242401,47,7
31-05-2025,Uttar Pradesh,Shahjahanpur,242220,16,10
31-05-2025,Uttar Pradesh,Shahjahanpur,242221,35,11
31-05-2025,Uttar Pradesh,Shahjahanpur,242303,5,4
31-05-2025,Uttar Pradesh,Shahjahanpur,242406,15,6
07-06-2025,Uttar Pradesh,Shahjahanpur,242223,0,2
08-06-2025,Uttar Pradesh,Shahjahanpur,242223,2,0
08-06-2025,Uttar Pradesh,Shahjahanpur,242405,0,1
06-06-2025,Uttar Pradesh,Shahjahanpur,242042,68,24
06-06-2025,Uttar Pradesh,Shahjahanpur,242223,4,4
06-06-2025,Uttar Pradesh,Shahjahanpur,242305,0,1
06-06-2025,Uttar Pradesh,Shahjahanpur,242307,14,10
05-06-2025,Uttar Pradesh,Shahjahanpur,242042,60,28
05-06-2025,Uttar Pradesh,Shahjahanpur,242221,11,6
05-06-2025,Uttar Pradesh,Shahjahanpur,242303,20,6
05-06-2025,Uttar Pradesh,Shahjahanpur,242407,12,8
09-06-2025,Uttar Pradesh,Shahjahanpur,242042,28,24
09-06-2025,Uttar Pradesh,Shahjahanpur,242127,25,4
09-06-2025,Uttar Pradesh,Shahjahanpur,242220,3,6
10-06-2025,Uttar Pradesh,Shahjahanpur,242001,88,44
10-06-2025,Uttar Pradesh,Shahjahanpur,242127,21,12
10-06-2025,Uttar Pradesh,Shahjahanpur,242223,11,1
10-06-2025,Uttar Pradesh,Shahjahanpur,242401,50,17
10-06-2025,Uttar Pradesh,Shahjahanpur,242406,13,7
12-06-2025,Uttar Pradesh,Shahjahanpur,242223,11,8
12-06-2025,Uttar Pradesh,Shahjahanpur,242301,23,11
12-06-2025,Uttar Pradesh,Shahjahanpur,242303,18,14
12-06-2025,Uttar Pradesh,Shahjahanpur,242407,32,5
11-06-2025,Uttar Pradesh,Shahjahanpur,242301,23,13
11-06-2025,Uttar Pradesh,Shahjahanpur,242406,13,5
13-06-2025,Uttar Pradesh,Shahjahanpur,242301,30,8
13-06-2025,Uttar Pradesh,Shahjahanpur,242405,10,2
14-06-2025,Uttar Pradesh,Shahjahanpur,242221,10,2
14-06-2025,Uttar Pradesh,Shahjahanpur,242226,3,0
14-06-2025,Uttar Pradesh,Shahjahanpur,242407,5,3
15-06-2025,Uttar Pradesh,Shahjahanpur,242001,7,4
15-06-2025,Uttar Pradesh,Shahjahanpur,242301,0,3
17-06-2025,Uttar Pradesh,Shahjahanpur,242127,31,17
17-06-2025,Uttar Pradesh,Shahjahanpur,242305,8,6
17-06-2025,Uttar Pradesh,Shahjahanpur,242306,11,6
17-06-2025,Uttar Pradesh,Shahjahanpur,242406,23,13
18-06-2025,Uttar Pradesh,Shahjahanpur,242220,3,0
04-07-2025,Uttar Pradesh,Shahjahanpur,242226,3,6
20-07-2025,Uttar Pradesh,Shahjahanpur,242220,2,11
06-07-2025,Uttar Pradesh,Shahjahanpur,242220,0,28
25-05-2025,Uttar Pradesh,Shahjahanpur,242305,1,16
22-06-2025,Uttar Pradesh,Shahjahanpur,242042,1,33
08-06-2025,Uttar Pradesh,Shahjahanpur,242306,0,13
25-09-2025,Uttar Pradesh,Shahjahanpur,242042,31,11
25-09-2025,Uttar Pradesh,Shahjahanpur,242221,87,12
25-09-2025,Uttar Pradesh,Shahjahanpur,242226,7,0
25-09-2025,Uttar Pradesh,Shahjahanpur,242306,20,7
25-09-2025,Uttar Pradesh,Shahjahanpur,242405,44,10
25-09-2025,Uttar Pradesh,Shahjahanpur,242407,48,6
26-09-2025,Uttar Pradesh,Shahjahanpur,242123,5,3
26-09-2025,Uttar Pradesh,Shahjahanpur,242127,71,8
26-09-2025,Uttar Pradesh,Shahjahanpur,242221,88,19
26-09-2025,Uttar Pradesh,Shahjahanpur,242401,136,26
01-10-2025,Uttar Pradesh,Shahjahanpur,242226,1,1
01-10-2025,Uttar Pradesh,Shahjahanpur,242401,11,8
27-09-2025,Uttar Pradesh,Shahjahanpur,242123,5,0
27-09-2025,Uttar Pradesh,Shahjahanpur,242306,18,3
18-09-2025,Uttar Pradesh,Shahjahanpur,242127,64,7
18-09-2025,Uttar Pradesh,Shahjahanpur,242401,177,20
18-09-2025,Uttar Pradesh,Shahjahanpur,242405,61,12
24-09-2025,Uttar Pradesh,Shahjahanpur,242123,11,1
24-09-2025,Uttar Pradesh,Shahjahanpur,242220,17,3
24-09-2025,Uttar Pradesh,Shahjahanpur,242226,7,3
03-10-2025,Uttar Pradesh,Shahjahanpur,242221,39,14
03-10-2025,Uttar Pradesh,Shahjahanpur,242223,5,4
03-10-2025,Uttar Pradesh,Shahjahanpur,242405,5,3
04-10-2025,Uttar Pradesh,Shahjahanpur,242220,4,1
04-10-2025,Uttar Pradesh,Shahjahanpur,242221,53,17
04-10-2025,Uttar Pradesh,Shahjahanpur,242223,12,2
04-10-2025,Uttar Pradesh,Shahjahanpur,242303,25,13
04-10-2025,Uttar Pradesh,Shahjahanpur,242307,48,9
17-09-2025,Uttar Pradesh,Shahjahanpur,242223,26,5
17-09-2025,Uttar Pradesh,Shahjahanpur,242406,27,4
29-09-2025,Uttar Pradesh,Shahjahanpur,242042,84,20
29-09-2025,Uttar Pradesh,Shahjahanpur,242220,19,1
29-09-2025,Uttar Pradesh,Shahjahanpur,242301,65,26
29-09-2025,Uttar Pradesh,Shahjahanpur,242303,45,4
29-09-2025,Uttar Pradesh,Shahjahanpur,242305,37,3
29-09-2025,Uttar Pradesh,Shahjahanpur,242306,31,14
29-09-2025,Uttar Pradesh,Shahjahanpur,242407,82,11
28-09-2025,Uttar Pradesh,Shahjahanpur,242042,1,2
23-09-2025,Uttar Pradesh,Shahjahanpur,242306,37,13
23-09-2025,Uttar Pradesh,Shahjahanpur,242407,64,15
02-10-2025,Uttar Pradesh,Shahjahanpur,242123,0,1
02-10-2025,Uttar Pradesh,Shahjahanpur,242301,0,1
02-10-2025,Uttar Pradesh,Shahjahanpur,242406,3,0
30-09-2025,Uttar Pradesh,Shahjahanpur,242220,13,5
30-09-2025,Uttar Pradesh,Shahjahanpur,242406,28,7
21-09-2025,Uttar Pradesh,Shahjahanpur,242001,1,4
20-09-2025,Uttar Pradesh,Shahjahanpur,242042,93,16
20-09-2025,Uttar Pradesh,Shahjahanpur,242226,2,1
20-09-2025,Uttar Pradesh,Shahjahanpur,242406,25,4
19-09-2025,Uttar Pradesh,Shahjahanpur,242042,47,14
19-09-2025,Uttar Pradesh,Shahjahanpur,242127,102,12
19-09-2025,Uttar Pradesh,Shahjahanpur,242220,154,41
19-09-2025,Uttar Pradesh,Shahjahanpur,242306,19,11
19-09-2025,Uttar Pradesh,Shahjahanpur,242401,147,20
22-09-2025,Uttar Pradesh,Shahjahanpur,242042,96,13
22-09-2025,Uttar Pradesh,Shahjahanpur,242303,67,10
22-09-2025,Uttar Pradesh,Shahjahanpur,242305,44,7
05-10-2025,Uttar Pradesh,Shahjahanpur,242226,0,2
05-10-2025,Uttar Pradesh,Shahjahanpur,242406,1,0
06-10-2025,Uttar Pradesh,Shahjahanpur,242127,61,10
06-10-2025,Uttar Pradesh,Shahjahanpur,242221,59,24
06-10-2025,Uttar Pradesh,Shahjahanpur,242226,8,3
29-10-2025,Uttar Pradesh,Shahjahanpur,242221,51,20
29-10-2025,Uttar Pradesh,Shahjahanpur,242406,31,3
28-10-2025,Uttar Pradesh,Shahjahanpur,242127,46,8
28-10-2025,Uttar Pradesh,Shahjahanpur,242221,32,14
28-10-2025,Uttar Pradesh,Shahjahanpur,242223,11,6
28-10-2025,Uttar Pradesh,Shahjahanpur,242401,102,37
31-10-2025,Uttar Pradesh,Shahjahanpur,242001,134,89
31-10-2025,Uttar Pradesh,Shahjahanpur,242042,73,21
31-10-2025,Uttar Pradesh,Shahjahanpur,242127,29,14
31-10-2025,Uttar Pradesh,Shahjahanpur,242303,22,16
31-10-2025,Uttar Pradesh,Shahjahanpur,242305,43,11
30-10-2025,Uttar Pradesh,Shahjahanpur,242001,124,80
30-10-2025,Uttar Pradesh,Shahjahanpur,242127,54,28
30-10-2025,Uttar Pradesh,Shahjahanpur,242223,18,8
30-10-2025,Uttar Pradesh,Shahjahanpur,242305,37,14
07-11-2025,Uttar Pradesh,Shahjahanpur,242306,18,10
07-11-2025,Uttar Pradesh,Shahjahanpur,242307,57,35
07-11-2025,Uttar Pradesh,Shahjahanpur,242401,79,37
02-11-2025,Uttar Pradesh,Shahjahanpur,242001,4,1
02-11-2025,Uttar Pradesh,Shahjahanpur,242223,0,2
01-11-2025,Uttar Pradesh,Shahjahanpur,242127,29,12
01-11-2025,Uttar Pradesh,Shahjahanpur,242223,19,7
01-11-2025,Uttar Pradesh,Shahjahanpur,242306,7,5
01-11-2025,Uttar Pradesh,Shahjahanpur,242405,9,9
01-11-2025,Uttar Pradesh,Shahjahanpur,242406,45,2
10-11-2025,Uttar Pradesh,Shahjahanpur,242042,45,12
10-11-2025,Uttar Pradesh,Shahjahanpur,242220,3,1
10-11-2025,Uttar Pradesh,Shahjahanpur,242303,22,20
10-11-2025,Uttar Pradesh,Shahjahanpur,242307,43,21
10-11-2025,Uttar Pradesh,Shahjahanpur,242401,121,39
09-11-2025,Uttar Pradesh,Shahjahanpur,242221,1,1
08-10-2025,Uttar Pradesh,Shahjahanpur,242226,4,1
08-10-2025,Uttar Pradesh,Shahjahanpur,242405,35,10
08-10-2025,Uttar Pradesh,Shahjahanpur,242407,55,12
09-10-2025,Uttar Pradesh,Shahjahanpur,242301,23,9
24-10-2025,Uttar Pradesh,Shahjahanpur,242301,33,12
24-10-2025,Uttar Pradesh,Shahjahanpur,242305,24,20
24-10-2025,Uttar Pradesh,Shahjahanpur,242306,9,12
24-10-2025,Uttar Pradesh,Shahjahanpur,242401,59,33
06-11-2025,Uttar Pradesh,Shahjahanpur,242303,36,13
06-11-2025,Uttar Pradesh,Shahjahanpur,242401,73,31
07-10-2025,Uttar Pradesh,Shahjahanpur,242042,12,7
07-10-2025,Uttar Pradesh,Shahjahanpur,242305,20,6
07-10-2025,Uttar Pradesh,Shahjahanpur,242401,55,22
17-10-2025,Uttar Pradesh,Shahjahanpur,242042,65,15
17-10-2025,Uttar Pradesh,Shahjahanpur,242127,47,8
17-10-2025,Uttar Pradesh,Shahjahanpur,242306,10,7
17-10-2025,Uttar Pradesh,Shahjahanpur,242401,98,27
16-10-2025,Uttar Pradesh,Shahjahanpur,242001,165,76
16-10-2025,Uttar Pradesh,Shahjahanpur,242301,38,9
16-10-2025,Uttar Pradesh,Shahjahanpur,242306,18,8
16-10-2025,Uttar Pradesh,Shahjahanpur,242401,106,26
03-11-2025,Uttar Pradesh,Shahjahanpur,242001,128,80
03-11-2025,Uttar Pradesh,Shahjahanpur,242303,27,11
12-11-2025,Uttar Pradesh,Shahjahanpur,242123,6,1
12-11-2025,Uttar Pradesh,Shahjahanpur,242220,6,3
13-10-2025,Uttar Pradesh,Shahjahanpur,242220,2,4
13-10-2025,Uttar Pradesh,Shahjahanpur,242301,30,7
13-10-2025,Uttar Pradesh,Shahjahanpur,242305,45,9
13-10-2025,Uttar Pradesh,Shahjahanpur,242406,24,10
14-10-2025,Uttar Pradesh,Shahjahanpur,242042,16,4
14-10-2025,Uttar Pradesh,Shahjahanpur,242226,4,2
14-10-2025,Uttar Pradesh,Shahjahanpur,242405,29,6
14-10-2025,Uttar Pradesh,Shahjahanpur,242407,128,14
26-10-2025,Uttar Pradesh,Shahjahanpur,242127,4,1
26-10-2025,Uttar Pradesh,Shahjahanpur,242301,4,4
26-10-2025,Uttar Pradesh,Shahjahanpur,242305,0,1
26-10-2025,Uttar Pradesh,Shahjahanpur,242407,4,0
25-10-2025,Uttar Pradesh,Shahjahanpur,242042,19,18
25-10-2025,Uttar Pradesh,Shahjahanpur,242305,35,13
25-10-2025,Uttar Pradesh,Shahjahanpur,242405,20,8
10-10-2025,Uttar Pradesh,Shahjahanpur,242042,37,10
10-10-2025,Uttar Pradesh,Shahjahanpur,242220,0,3
15-10-2025,Uttar Pradesh,Shahjahanpur,242220,1,2
15-10-2025,Uttar Pradesh,Shahjahanpur,242226,2,2
15-10-2025,Uttar Pradesh,Shahjahanpur,242306,13,6
15-10-2025,Uttar Pradesh,Shahjahanpur,242401,107,33
15-10-2025,Uttar Pradesh,Shahjahanpur,242406,22,11
15-10-2025,Uttar Pradesh,Shahjahanpur,242407,68,15
27-10-2025,Uttar Pradesh,Shahjahanpur,242220,21,5
27-10-2025,Uttar Pradesh,Shahjahanpur,242223,27,8
27-10-2025,Uttar Pradesh,Shahjahanpur,242305,43,5
27-10-2025,Uttar Pradesh,Shahjahanpur,242307,31,10
27-10-2025,Uttar Pradesh,Shahjahanpur,242405,33,10
11-10-2025,Uttar Pradesh,Shahjahanpur,242001,66,38
11-10-2025,Uttar Pradesh,Shahjahanpur,242042,59,20
11-10-2025,Uttar Pradesh,Shahjahanpur,242127,16,9
11-10-2025,Uttar Pradesh,Shahjahanpur,242303,6,4
11-10-2025,Uttar Pradesh,Shahjahanpur,242305,29,10
11-10-2025,Uttar Pradesh,Shahjahanpur,242401,16,5
11-10-2025,Uttar Pradesh,Shahjahanpur,242406,5,1
23-10-2025,Uttar Pradesh,Shahjahanpur,242301,8,3
22-10-2025,Uttar Pradesh,Shahjahanpur,242001,27,15
22-10-2025,Uttar Pradesh,Shahjahanpur,242123,1,0
22-10-2025,Uttar Pradesh,Shahjahanpur,242307,9,4
05-11-2025,Uttar Pradesh,Shahjahanpur,242001,9,6
05-11-2025,Uttar Pradesh,Shahjahanpur,242305,8,12
05-11-2025,Uttar Pradesh,Shahjahanpur,242407,2,1
04-11-2025,Uttar Pradesh,Shahjahanpur,242042,46,9
04-11-2025,Uttar Pradesh,Shahjahanpur,242306,10,10
04-11-2025,Uttar Pradesh,Shahjahanpur,242406,27,8
04-11-2025,Uttar Pradesh,Shahjahanpur,242407,87,21
11-11-2025,Uttar Pradesh,Shahjahanpur,242301,44,19
11-11-2025,Uttar Pradesh,Shahjahanpur,242306,13,10
11-11-2025,Uttar Pradesh,Shahjahanpur,242307,52,25
11-11-2025,Uttar Pradesh,Shahjahanpur,242406,19,7
14-11-2025,Uttar Pradesh,Shahjahanpur,242303,22,8
14-11-2025,Uttar Pradesh,Shahjahanpur,242305,13,9
14-11-2025,Uttar Pradesh,Shahjahanpur,242306,19,3
14-11-2025,Uttar Pradesh,Shahjahanpur,242405,22,7
14-11-2025,Uttar Pradesh,Shahjahanpur,242407,41,10
20-11-2025,Uttar Pradesh,Shahjahanpur,242305,9,3
17-11-2025,Uttar Pradesh,Shahjahanpur,242301,30,16
21-11-2025,Uttar Pradesh,Shahjahanpur,242001,138,100
21-11-2025,Uttar Pradesh,Shahjahanpur,242226,1,1
21-11-2025,Uttar Pradesh,Shahjahanpur,242306,11,4
13-11-2025,Uttar Pradesh,Shahjahanpur,242001,206,121
13-11-2025,Uttar Pradesh,Shahjahanpur,242401,67,30
13-11-2025,Uttar Pradesh,Shahjahanpur,242405,34,9
13-11-2025,Uttar Pradesh,Shahjahanpur,242407,60,15
15-11-2025,Uttar Pradesh,Shahjahanpur,242220,1,3
15-11-2025,Uttar Pradesh,Shahjahanpur,242303,13,9
15-11-2025,Uttar Pradesh,Shahjahanpur,242305,21,6
15-11-2025,Uttar Pradesh,Shahjahanpur,242306,22,6
15-11-2025,Uttar Pradesh,Shahjahanpur,242307,53,23
15-11-2025,Uttar Pradesh,Shahjahanpur,242407,51,9
18-11-2025,Uttar Pradesh,Shahjahanpur,242223,14,11
18-11-2025,Uttar Pradesh,Shahjahanpur,242301,20,12
18-11-2025,Uttar Pradesh,Shahjahanpur,242407,56,10
19-11-2025,Uttar Pradesh,Shahjahanpur,242221,52,27
19-11-2025,Uttar Pradesh,Shahjahanpur,242301,22,15
19-11-2025,Uttar Pradesh,Shahjahanpur,242303,10,8
19-11-2025,Uttar Pradesh,Shahjahanpur,242305,26,12
19-11-2025,Uttar Pradesh,Shahjahanpur,242307,53,31
27-11-2025,Uttar Pradesh,Shahjahanpur,242123,2,1
27-11-2025,Uttar Pradesh,Shahjahanpur,242405,27,18
23-11-2025,Uttar Pradesh,Shahjahanpur,242001,3,4
23-11-2025,Uttar Pradesh,Shahjahanpur,242127,1,0
23-11-2025,Uttar Pradesh,Shahjahanpur,242303,2,0
23-11-2025,Uttar Pradesh,Shahjahanpur,242305,0,1
22-11-2025,Uttar Pradesh,Shahjahanpur,242123,4,0
24-11-2025,Uttar Pradesh,Shahjahanpur,242042,3,11
25-11-2025,Uttar Pradesh,Shahjahanpur,242223,2,1
25-11-2025,Uttar Pradesh,Shahjahanpur,242226,0,1
25-11-2025,Uttar Pradesh,Shahjahanpur,242303,28,22
25-11-2025,Uttar Pradesh,Shahjahanpur,242306,10,6
25-11-2025,Uttar Pradesh,Shahjahanpur,242307,41,15
25-11-2025,Uttar Pradesh,Shahjahanpur,242405,12,4
25-11-2025,Uttar Pradesh,Shahjahanpur,242406,5,4
26-11-2025,Uttar Pradesh,Shahjahanpur,242001,130,93
26-11-2025,Uttar Pradesh,Shahjahanpur,242123,3,1
26-11-2025,Uttar Pradesh,Shahjahanpur,242220,2,3
26-11-2025,Uttar Pradesh,Shahjahanpur,242401,60,29
26-11-2025,Uttar Pradesh,Shahjahanpur,242406,12,3
10-07-2025,Uttar Pradesh,Shahjahanpur,242221,20,21
10-07-2025,Uttar Pradesh,Shahjahanpur,242226,0,2
10-07-2025,Uttar Pradesh,Shahjahanpur,242301,12,14
10-07-2025,Uttar Pradesh,Shahjahanpur,242406,11,4
11-07-2025,Uttar Pradesh,Shahjahanpur,242301,26,14
18-07-2025,Uttar Pradesh,Shahjahanpur,242123,1,1
18-07-2025,Uttar Pradesh,Shahjahanpur,242127,18,6
15-07-2025,Uttar Pradesh,Shahjahanpur,242221,44,17
15-07-2025,Uttar Pradesh,Shahjahanpur,242306,21,6
15-07-2025,Uttar Pradesh,Shahjahanpur,242401,60,20
15-07-2025,Uttar Pradesh,Shahjahanpur,242406,12,8
16-07-2025,Uttar Pradesh,Shahjahanpur,242123,10,2
20-07-2025,Uttar Pradesh,Shahjahanpur,242001,1,4
20-07-2025,Uttar Pradesh,Shahjahanpur,242221,3,2
20-07-2025,Uttar Pradesh,Shahjahanpur,242301,3,2
19-07-2025,Uttar Pradesh,Shahjahanpur,242001,115,66
19-07-2025,Uttar Pradesh,Shahjahanpur,242123,0,1
19-07-2025,Uttar Pradesh,Shahjahanpur,242305,13,4
19-07-2025,Uttar Pradesh,Shahjahanpur,242405,12,8
09-07-2025,Uttar Pradesh,Shahjahanpur,242123,1,0
17-07-2025,Uttar Pradesh,Shahjahanpur,242123,7,1
17-07-2025,Uttar Pradesh,Shahjahanpur,242127,25,10
