date,state,district,pincode,bio_age_5_17,bio_age_17_
28-09-2025,Uttar Pradesh,Gorakhpur,273155,2,3
26-09-2025,Uttar Pradesh,Gorakhpur,273151,0,1
25-09-2025,Uttar Pradesh,Gorakhpur,273017,0,3
02-10-2025,Uttar Pradesh,Gorakhpur,273003,0,2
02-10-2025,Uttar Pradesh,Gorakhpur,273004,0,4
02-10-2025,Uttar Pradesh,Gorakhpur,273013,1,8
02-10-2025,Uttar Pradesh,Gorakhpur,273015,0,7
02-10-2025,Uttar Pradesh,Gorakhpur,273409,0,5
02-10-2025,Uttar Pradesh,Gorakhpur,273412,0,6
10-10-2025,Uttar Pradesh,Gorakhpur,273163,0,1
15-10-2025,Uttar Pradesh,Gorakhpur,273009,1,1
15-10-2025,Uttar Pradesh,Gorakhpur,273162,0,1
19-09-2025,Uttar Pradesh,Gorakhpur,273003,1,5
19-09-2025,Uttar Pradesh,Gorakhpur,273302,1,0
21-09-2025,Uttar Pradesh,Gorakhpur,273161,0,1
13-09-2025,Uttar Pradesh,Gorakhpur,273017,0,1
14-09-2025,Uttar Pradesh,Gorakhpur,273012,0,2
14-09-2025,Uttar Pradesh,Gorakhpur,273301,0,1
26-10-2025,Uttar Pradesh,Gorakhpur,273155,3,3
27-10-2025,Uttar Pradesh,Gorakhpur,273012,0,2
20-10-2025,Uttar Pradesh,Gorakhpur,273005,0,1
20-10-2025,Uttar Pradesh,Gorakhpur,273203,0,4
19-10-2025,Uttar Pradesh,Gorakhpur,273165,1,16
19-10-2025,Uttar Pradesh,Gorakhpur,273401,2,3
17-10-2025,Uttar Pradesh,Gorakhpur,273017,0,1
06-10-2025,Uttar Pradesh,Gorakhpur,273012,1,3
13-10-2025,Uttar Pradesh,Gorakhpur,273012,1,2
14-10-2025,Uttar Pradesh,Gorakhpur,273012,0,5
27-08-2025,Uttar Pradesh,Gorakhpur,273012,0,4
20-08-2025,Uttar Pradesh,Gorakhpur,273162,0,1
31-08-2025,Uttar Pradesh,Gorakhpur,273003,0,1
22-08-2025,Uttar Pradesh,Gorakhpur,273012,0,3
22-08-2025,Uttar Pradesh,Gorakhpur,273161,0,1
23-08-2025,Uttar Pradesh,Gorakhpur,273155,0,16
17-08-2025,Uttar Pradesh,Gorakhpur,273017,0,1
17-08-2025,Uttar Pradesh,Gorakhpur,273161,0,2
15-08-2025,Uttar Pradesh,Gorakhpur,273001,0,3
15-08-2025,Uttar Pradesh,Gorakhpur,273007,1,8
15-08-2025,Uttar Pradesh,Gorakhpur,273013,1,11
15-08-2025,Uttar Pradesh,Gorakhpur,273014,0,3
15-08-2025,Uttar Pradesh,Gorakhpur,273165,1,9
15-08-2025,Uttar Pradesh,Gorakhpur,273408,0,3
18-08-2025,Uttar Pradesh,Gorakhpur,273009,0,1
18-08-2025,Uttar Pradesh,Gorakhpur,273017,0,2
03-09-2025,Uttar Pradesh,Gorakhpur,273017,0,3
07-09-2025,Uttar Pradesh,Gorakhpur,273161,0,1
05-09-2025,Uttar Pradesh,Gorakhpur,273003,1,6
29-08-2025,Uttar Pradesh,Gorakhpur,273305,0,1
09-08-2025,Uttar Pradesh,Gorakhpur,273002,0,3
09-08-2025,Uttar Pradesh,Gorakhpur,273003,0,1
09-08-2025,Uttar Pradesh,Gorakhpur,273016,0,4
09-08-2025,Uttar Pradesh,Gorakhpur,273161,0,2
09-08-2025,Uttar Pradesh,Gorakhpur,273211,1,6
09-08-2025,Uttar Pradesh,Gorakhpur,273402,0,3
11-08-2025,Uttar Pradesh,Gorakhpur,273162,0,1
11-10-2025,Uttar Pradesh,Gorakhpur,273003,0,1
11-10-2025,Uttar Pradesh,Gorakhpur,273010,4,6
11-10-2025,Uttar Pradesh,Gorakhpur,273016,18,18
11-10-2025,Uttar Pradesh,Gorakhpur,273017,0,3
11-10-2025,Uttar Pradesh,Gorakhpur,273306,5,3
11-10-2025,Uttar Pradesh,Gorakhpur,273403,2,0
11-10-2025,Uttar Pradesh,Gorakhpur,273405,3,3
11-10-2025,Uttar Pradesh,Gorakhpur,273411,8,14
11-10-2025,Uttar Pradesh,Gorakhpur,273412,10,19
11-10-2025,Uttar Pradesh,Gorakhpur,273413,21,36
12-10-2025,Uttar Pradesh,Gorakhpur,273005,2,5
12-10-2025,Uttar Pradesh,Gorakhpur,273014,2,6
12-10-2025,Uttar Pradesh,Gorakhpur,273152,2,9
12-10-2025,Uttar Pradesh,Gorakhpur,273202,10,7
12-10-2025,Uttar Pradesh,Gorakhpur,273306,7,4
12-10-2025,Uttar Pradesh,Gorakhpur,273401,2,4
12-10-2025,Uttar Pradesh,Gorakhpur,273402,0,5
12-10-2025,Uttar Pradesh,Gorakhpur,273407,2,4
15-10-2025,Uttar Pradesh,Gorakhpur,273158,23,16
15-10-2025,Uttar Pradesh,Gorakhpur,273213,20,7
15-10-2025,Uttar Pradesh,Gorakhpur,273401,11,19
04-11-2025,Uttar Pradesh,Gorakhpur,273003,1,2
04-11-2025,Uttar Pradesh,Gorakhpur,273017,1,0
04-11-2025,Uttar Pradesh,Gorakhpur,273203,12,16
04-11-2025,Uttar Pradesh,Gorakhpur,273209,86,47
04-11-2025,Uttar Pradesh,Gorakhpur,273402,40,20
03-11-2025,Uttar Pradesh,Gorakhpur,273002,12,5
03-11-2025,Uttar Pradesh,Gorakhpur,273212,53,25
03-11-2025,Uttar Pradesh,Gorakhpur,273406,6,3
03-11-2025,Uttar Pradesh,Gorakhpur,273408,16,8
03-11-2025,Uttar Pradesh,Gorakhpur,273413,24,38
08-11-2025,Uttar Pradesh,Gorakhpur,273001,12,18
08-11-2025,Uttar Pradesh,Gorakhpur,273004,5,4
08-11-2025,Uttar Pradesh,Gorakhpur,273009,1,2
08-11-2025,Uttar Pradesh,Gorakhpur,273158,21,15
08-11-2025,Uttar Pradesh,Gorakhpur,273161,0,2
08-11-2025,Uttar Pradesh,Gorakhpur,273401,9,13
08-11-2025,Uttar Pradesh,Gorakhpur,273403,16,18
08-11-2025,Uttar Pradesh,Gorakhpur,273404,2,16
08-11-2025,Uttar Pradesh,Gorakhpur,273408,24,19
08-11-2025,Uttar Pradesh,Gorakhpur,273412,11,10
07-11-2025,Uttar Pradesh,Gorakhpur,273016,13,18
07-11-2025,Uttar Pradesh,Gorakhpur,273155,14,2
07-11-2025,Uttar Pradesh,Gorakhpur,273203,7,8
07-11-2025,Uttar Pradesh,Gorakhpur,273306,7,12
13-11-2025,Uttar Pradesh,Gorakhpur,273006,3,5
13-11-2025,Uttar Pradesh,Gorakhpur,273007,27,25
13-11-2025,Uttar Pradesh,Gorakhpur,273009,3,3
13-11-2025,Uttar Pradesh,Gorakhpur,273152,16,21
13-11-2025,Uttar Pradesh,Gorakhpur,273203,56,11
13-11-2025,Uttar Pradesh,Gorakhpur,273212,93,15
13-11-2025,Uttar Pradesh,Gorakhpur,273401,14,24
13-11-2025,Uttar Pradesh,Gorakhpur,273407,18,18
13-11-2025,Uttar Pradesh,Gorakhpur,273408,18,7
13-11-2025,Uttar Pradesh,Gorakhpur,273412,3,12
13-11-2025,Uttar Pradesh,Gorakhpur,273413,23,29
12-11-2025,Uttar Pradesh,Gorakhpur,273005,3,9
12-11-2025,Uttar Pradesh,Gorakhpur,273006,1,4
12-11-2025,Uttar Pradesh,Gorakhpur,273008,7,21
12-11-2025,Uttar Pradesh,Gorakhpur,273209,42,36
12-11-2025,Uttar Pradesh,Gorakhpur,273306,11,25
12-11-2025,Uttar Pradesh,Gorakhpur,273402,35,37
12-11-2025,Uttar Pradesh,Gorakhpur,273408,25,8
16-11-2025,Uttar Pradesh,Gorakhpur,273001,9,14
16-11-2025,Uttar Pradesh,Gorakhpur,273002,2,2
16-11-2025,Uttar Pradesh,Gorakhpur,273006,0,1
16-11-2025,Uttar Pradesh,Gorakhpur,273008,5,8
16-11-2025,Uttar Pradesh,Gorakhpur,273010,3,2
16-11-2025,Uttar Pradesh,Gorakhpur,273201,9,15
16-11-2025,Uttar Pradesh,Gorakhpur,273306,2,7
16-11-2025,Uttar Pradesh,Gorakhpur,273405,15,22
16-11-2025,Uttar Pradesh,Gorakhpur,273407,7,5
15-11-2025,Uttar Pradesh,Gorakhpur,273007,10,13
15-11-2025,Uttar Pradesh,Gorakhpur,273013,30,25
15-11-2025,Uttar Pradesh,Gorakhpur,273202,21,26
15-11-2025,Uttar Pradesh,Gorakhpur,273404,8,9
15-11-2025,Uttar Pradesh,Gorakhpur,273405,1,4
15-11-2025,Uttar Pradesh,Gorakhpur,273408,9,23
15-11-2025,Uttar Pradesh,Gorakhpur,273413,35,36
09-11-2025,Uttar Pradesh,Gorakhpur,273001,5,20
09-11-2025,Uttar Pradesh,Gorakhpur,273003,0,2
09-11-2025,Uttar Pradesh,Gorakhpur,273006,1,0
09-11-2025,Uttar Pradesh,Gorakhpur,273007,9,14
09-11-2025,Uttar Pradesh,Gorakhpur,273015,6,12
09-11-2025,Uttar Pradesh,Gorakhpur,273152,0,2
09-11-2025,Uttar Pradesh,Gorakhpur,273201,4,17
09-11-2025,Uttar Pradesh,Gorakhpur,273403,2,7
09-11-2025,Uttar Pradesh,Gorakhpur,273406,7,8
09-11-2025,Uttar Pradesh,Gorakhpur,273408,4,10
10-11-2025,Uttar Pradesh,Gorakhpur,273002,21,15
10-11-2025,Uttar Pradesh,Gorakhpur,273003,0,7
10-11-2025,Uttar Pradesh,Gorakhpur,273009,0,3
10-11-2025,Uttar Pradesh,Gorakhpur,273015,25,41
10-11-2025,Uttar Pradesh,Gorakhpur,273161,3,3
10-11-2025,Uttar Pradesh,Gorakhpur,273165,36,31
10-11-2025,Uttar Pradesh,Gorakhpur,273201,18,16
10-11-2025,Uttar Pradesh,Gorakhpur,273202,21,33
10-11-2025,Uttar Pradesh,Gorakhpur,273203,40,16
10-11-2025,Uttar Pradesh,Gorakhpur,273405,12,15
11-11-2025,Uttar Pradesh,Gorakhpur,273005,7,13
11-11-2025,Uttar Pradesh,Gorakhpur,273010,9,8
11-11-2025,Uttar Pradesh,Gorakhpur,273014,12,16
11-11-2025,Uttar Pradesh,Gorakhpur,273016,18,28
11-11-2025,Uttar Pradesh,Gorakhpur,273017,0,2
11-11-2025,Uttar Pradesh,Gorakhpur,273155,14,0
11-11-2025,Uttar Pradesh,Gorakhpur,273201,18,19
11-11-2025,Uttar Pradesh,Gorakhpur,273203,12,19
11-11-2025,Uttar Pradesh,Gorakhpur,273212,22,20
11-11-2025,Uttar Pradesh,Gorakhpur,273306,2,12
11-11-2025,Uttar Pradesh,Gorakhpur,273401,24,12
11-11-2025,Uttar Pradesh,Gorakhpur,273402,93,27
14-11-2025,Uttar Pradesh,Gorakhpur,273004,2,1
14-11-2025,Uttar Pradesh,Gorakhpur,273008,10,11
14-11-2025,Uttar Pradesh,Gorakhpur,273010,4,5
14-11-2025,Uttar Pradesh,Gorakhpur,273161,2,4
14-11-2025,Uttar Pradesh,Gorakhpur,273201,11,21
14-11-2025,Uttar Pradesh,Gorakhpur,273209,50,28
14-11-2025,Uttar Pradesh,Gorakhpur,273406,3,6
14-11-2025,Uttar Pradesh,Gorakhpur,273407,17,14
14-11-2025,Uttar Pradesh,Gorakhpur,273408,23,11
08-10-2025,Uttar Pradesh,Gorakhpur,273015,22,34
08-10-2025,Uttar Pradesh,Gorakhpur,273201,14,19
08-10-2025,Uttar Pradesh,Gorakhpur,273202,37,17
08-10-2025,Uttar Pradesh,Gorakhpur,273403,12,13
08-10-2025,Uttar Pradesh,Gorakhpur,273411,26,12
16-10-2025,Uttar Pradesh,Gorakhpur,273003,2,3
16-10-2025,Uttar Pradesh,Gorakhpur,273213,4,9
16-10-2025,Uttar Pradesh,Gorakhpur,273306,9,10
17-10-2025,Uttar Pradesh,Gorakhpur,273012,0,3
17-10-2025,Uttar Pradesh,Gorakhpur,273152,16,17
17-10-2025,Uttar Pradesh,Gorakhpur,273211,6,4
17-10-2025,Uttar Pradesh,Gorakhpur,273404,16,13
17-10-2025,Uttar Pradesh,Gorakhpur,273405,4,6
17-10-2025,Uttar Pradesh,Gorakhpur,273411,2,8
02-11-2025,Uttar Pradesh,Gorakhpur,273002,2,1
02-11-2025,Uttar Pradesh,Gorakhpur,273004,0,2
02-11-2025,Uttar Pradesh,Gorakhpur,273010,1,6
02-11-2025,Uttar Pradesh,Gorakhpur,273152,1,3
02-11-2025,Uttar Pradesh,Gorakhpur,273155,1,0
02-11-2025,Uttar Pradesh,Gorakhpur,273213,2,2
02-11-2025,Uttar Pradesh,Gorakhpur,273306,10,9
01-11-2025,Uttar Pradesh,Gorakhpur,273005,8,9
01-11-2025,Uttar Pradesh,Gorakhpur,273009,0,1
01-11-2025,Uttar Pradesh,Gorakhpur,273014,3,17
01-11-2025,Uttar Pradesh,Gorakhpur,273201,6,5
01-11-2025,Uttar Pradesh,Gorakhpur,273203,23,4
01-11-2025,Uttar Pradesh,Gorakhpur,273209,30,46
01-11-2025,Uttar Pradesh,Gorakhpur,273405,5,7
01-11-2025,Uttar Pradesh,Gorakhpur,273408,3,2
29-09-2025,Uttar Pradesh,Gorakhpur,273002,4,6
29-09-2025,Uttar Pradesh,Gorakhpur,273008,3,11
29-09-2025,Uttar Pradesh,Gorakhpur,273013,18,17
29-09-2025,Uttar Pradesh,Gorakhpur,273212,57,25
29-09-2025,Uttar Pradesh,Gorakhpur,273403,11,13
29-09-2025,Uttar Pradesh,Gorakhpur,273407,31,20
04-10-2025,Uttar Pradesh,Gorakhpur,273001,17,26
04-10-2025,Uttar Pradesh,Gorakhpur,273002,2,3
04-10-2025,Uttar Pradesh,Gorakhpur,273004,1,8
04-10-2025,Uttar Pradesh,Gorakhpur,273005,6,5
04-10-2025,Uttar Pradesh,Gorakhpur,273152,6,4
04-10-2025,Uttar Pradesh,Gorakhpur,273155,2,4
04-10-2025,Uttar Pradesh,Gorakhpur,273213,8,5
04-10-2025,Uttar Pradesh,Gorakhpur,273404,11,12
04-10-2025,Uttar Pradesh,Gorakhpur,273405,0,2
04-10-2025,Uttar Pradesh,Gorakhpur,273407,6,6
04-10-2025,Uttar Pradesh,Gorakhpur,273411,3,5
05-10-2025,Uttar Pradesh,Gorakhpur,273006,0,1
05-10-2025,Uttar Pradesh,Gorakhpur,273007,4,6
05-10-2025,Uttar Pradesh,Gorakhpur,273158,5,5
05-10-2025,Uttar Pradesh,Gorakhpur,273201,0,4
05-10-2025,Uttar Pradesh,Gorakhpur,273209,6,15
05-10-2025,Uttar Pradesh,Gorakhpur,273402,3,4
05-10-2025,Uttar Pradesh,Gorakhpur,273403,1,1
05-10-2025,Uttar Pradesh,Gorakhpur,273405,1,7
05-10-2025,Uttar Pradesh,Gorakhpur,273408,13,8
26-10-2025,Uttar Pradesh,Gorakhpur,273003,0,3
26-10-2025,Uttar Pradesh,Gorakhpur,273010,0,4
26-10-2025,Uttar Pradesh,Gorakhpur,273013,16,12
26-10-2025,Uttar Pradesh,Gorakhpur,273203,0,3
26-10-2025,Uttar Pradesh,Gorakhpur,273212,2,2
26-10-2025,Uttar Pradesh,Gorakhpur,273306,9,15
26-10-2025,Uttar Pradesh,Gorakhpur,273402,3,3
26-10-2025,Uttar Pradesh,Gorakhpur,273406,4,7
13-10-2025,Uttar Pradesh,Gorakhpur,273006,0,4
13-10-2025,Uttar Pradesh,Gorakhpur,273017,0,3
13-10-2025,Uttar Pradesh,Gorakhpur,273165,26,34
13-10-2025,Uttar Pradesh,Gorakhpur,273202,25,13
13-10-2025,Uttar Pradesh,Gorakhpur,273306,4,9
13-10-2025,Uttar Pradesh,Gorakhpur,273402,25,27
13-10-2025,Uttar Pradesh,Gorakhpur,273409,0,7
13-10-2025,Uttar Pradesh,Gorakhpur,273411,13,13
13-10-2025,Uttar Pradesh,Gorakhpur,273412,18,16
14-10-2025,Uttar Pradesh,Gorakhpur,273005,7,13
14-10-2025,Uttar Pradesh,Gorakhpur,273161,2,3
14-10-2025,Uttar Pradesh,Gorakhpur,273211,15,6
14-10-2025,Uttar Pradesh,Gorakhpur,273213,10,9
14-10-2025,Uttar Pradesh,Gorakhpur,273306,11,12
06-10-2025,Uttar Pradesh,Gorakhpur,273003,2,7
06-10-2025,Uttar Pradesh,Gorakhpur,273004,3,6
06-10-2025,Uttar Pradesh,Gorakhpur,273006,1,8
06-10-2025,Uttar Pradesh,Gorakhpur,273009,0,1
06-10-2025,Uttar Pradesh,Gorakhpur,273013,8,16
06-10-2025,Uttar Pradesh,Gorakhpur,273014,4,15
06-10-2025,Uttar Pradesh,Gorakhpur,273016,22,32
06-10-2025,Uttar Pradesh,Gorakhpur,273209,39,49
06-10-2025,Uttar Pradesh,Gorakhpur,273213,7,12
06-10-2025,Uttar Pradesh,Gorakhpur,273404,13,17
06-10-2025,Uttar Pradesh,Gorakhpur,273405,11,9
02-10-2025,Uttar Pradesh,Gorakhpur,273202,3,4
02-10-2025,Uttar Pradesh,Gorakhpur,273402,1,2
30-09-2025,Uttar Pradesh,Gorakhpur,273004,3,4
30-09-2025,Uttar Pradesh,Gorakhpur,273005,12,13
30-09-2025,Uttar Pradesh,Gorakhpur,273006,0,4
30-09-2025,Uttar Pradesh,Gorakhpur,273017,0,1
30-09-2025,Uttar Pradesh,Gorakhpur,273161,4,0
30-09-2025,Uttar Pradesh,Gorakhpur,273209,41,32
30-09-2025,Uttar Pradesh,Gorakhpur,273211,8,11
30-09-2025,Uttar Pradesh,Gorakhpur,273405,3,3
07-10-2025,Uttar Pradesh,Gorakhpur,273004,3,8
07-10-2025,Uttar Pradesh,Gorakhpur,273005,2,13
07-10-2025,Uttar Pradesh,Gorakhpur,273007,29,23
07-10-2025,Uttar Pradesh,Gorakhpur,273212,22,20
07-10-2025,Uttar Pradesh,Gorakhpur,273306,10,25
07-10-2025,Uttar Pradesh,Gorakhpur,273403,5,14
07-10-2025,Uttar Pradesh,Gorakhpur,273404,6,12
07-10-2025,Uttar Pradesh,Gorakhpur,273406,19,8
07-10-2025,Uttar Pradesh,Gorakhpur,273411,15,15
07-10-2025,Uttar Pradesh,Gorakhpur,273412,10,21
31-10-2025,Uttar Pradesh,Gorakhpur,273151,0,1
31-10-2025,Uttar Pradesh,Gorakhpur,273165,23,17
31-10-2025,Uttar Pradesh,Gorakhpur,273401,5,16
31-10-2025,Uttar Pradesh,Gorakhpur,273406,7,10
27-10-2025,Uttar Pradesh,Gorakhpur,273002,3,3
27-10-2025,Uttar Pradesh,Gorakhpur,273004,2,3
27-10-2025,Uttar Pradesh,Gorakhpur,273013,1,8
27-10-2025,Uttar Pradesh,Gorakhpur,273209,4,19
27-10-2025,Uttar Pradesh,Gorakhpur,273211,1,3
27-10-2025,Uttar Pradesh,Gorakhpur,273306,1,6
27-10-2025,Uttar Pradesh,Gorakhpur,273402,5,8
27-10-2025,Uttar Pradesh,Gorakhpur,273408,3,4
28-10-2025,Uttar Pradesh,Gorakhpur,273003,1,3
28-10-2025,Uttar Pradesh,Gorakhpur,273004,4,3
28-10-2025,Uttar Pradesh,Gorakhpur,273008,1,5
28-10-2025,Uttar Pradesh,Gorakhpur,273010,1,4
28-10-2025,Uttar Pradesh,Gorakhpur,273209,6,10
28-10-2025,Uttar Pradesh,Gorakhpur,273211,1,6
28-10-2025,Uttar Pradesh,Gorakhpur,273402,6,4
28-10-2025,Uttar Pradesh,Gorakhpur,273408,4,14
28-10-2025,Uttar Pradesh,Gorakhpur,273409,8,2
29-10-2025,Uttar Pradesh,Gorakhpur,273010,4,7
29-10-2025,Uttar Pradesh,Gorakhpur,273203,17,4
29-10-2025,Uttar Pradesh,Gorakhpur,273401,7,13
29-10-2025,Uttar Pradesh,Gorakhpur,273404,6,12
30-10-2025,Uttar Pradesh,Gorakhpur,273005,3,11
30-10-2025,Uttar Pradesh,Gorakhpur,273010,4,5
30-10-2025,Uttar Pradesh,Gorakhpur,273013,4,5
30-10-2025,Uttar Pradesh,Gorakhpur,273165,27,21
30-10-2025,Uttar Pradesh,Gorakhpur,273401,5,10
30-10-2025,Uttar Pradesh,Gorakhpur,273412,7,19
05-11-2025,Uttar Pradesh,Gorakhpur,273002,0,5
05-11-2025,Uttar Pradesh,Gorakhpur,273006,1,1
05-11-2025,Uttar Pradesh,Gorakhpur,273165,4,6
05-11-2025,Uttar Pradesh,Gorakhpur,273201,5,6
05-11-2025,Uttar Pradesh,Gorakhpur,273211,3,2
05-11-2025,Uttar Pradesh,Gorakhpur,273411,1,3
09-10-2025,Uttar Pradesh,Gorakhpur,273004,4,3
09-10-2025,Uttar Pradesh,Gorakhpur,273005,4,12
09-10-2025,Uttar Pradesh,Gorakhpur,273006,2,7
09-10-2025,Uttar Pradesh,Gorakhpur,273008,8,16
09-10-2025,Uttar Pradesh,Gorakhpur,273012,0,2
09-10-2025,Uttar Pradesh,Gorakhpur,273014,28,25
09-10-2025,Uttar Pradesh,Gorakhpur,273015,23,33
09-10-2025,Uttar Pradesh,Gorakhpur,273212,39,24
10-10-2025,Uttar Pradesh,Gorakhpur,273001,18,29
10-10-2025,Uttar Pradesh,Gorakhpur,273004,1,3
10-10-2025,Uttar Pradesh,Gorakhpur,273008,8,12
10-10-2025,Uttar Pradesh,Gorakhpur,273013,12,11
10-10-2025,Uttar Pradesh,Gorakhpur,273014,8,15
10-10-2025,Uttar Pradesh,Gorakhpur,273155,8,6
10-10-2025,Uttar Pradesh,Gorakhpur,273306,8,17
10-10-2025,Uttar Pradesh,Gorakhpur,273406,5,5
10-10-2025,Uttar Pradesh,Gorakhpur,273411,29,8
25-10-2025,Uttar Pradesh,Gorakhpur,273002,7,20
25-10-2025,Uttar Pradesh,Gorakhpur,273005,1,6
25-10-2025,Uttar Pradesh,Gorakhpur,273016,15,21
25-10-2025,Uttar Pradesh,Gorakhpur,273152,7,13
25-10-2025,Uttar Pradesh,Gorakhpur,273158,9,10
25-10-2025,Uttar Pradesh,Gorakhpur,273165,5,10
25-10-2025,Uttar Pradesh,Gorakhpur,273401,5,14
25-10-2025,Uttar Pradesh,Gorakhpur,273405,2,3
25-10-2025,Uttar Pradesh,Gorakhpur,273409,2,6
25-10-2025,Uttar Pradesh,Gorakhpur,273413,23,35
24-10-2025,Uttar Pradesh,Gorakhpur,273003,2,5
24-10-2025,Uttar Pradesh,Gorakhpur,273007,11,26
24-10-2025,Uttar Pradesh,Gorakhpur,273014,2,11
24-10-2025,Uttar Pradesh,Gorakhpur,273212,12,19
24-10-2025,Uttar Pradesh,Gorakhpur,273407,21,18
