date,state,district,pincode,age_0_5,age_5_17,age_18_greater
30-10-2025,Uttar Pradesh,Shahjahanpur,242407,13,2,0
31-10-2025,Uttar Pradesh,Shahjahanpur,242223,2,2,0
31-10-2025,Uttar Pradesh,Shahjahanpur,242301,5,6,0
31-10-2025,Uttar Pradesh,Shahjahanpur,242307,5,4,0
31-10-2025,Uttar Pradesh,Shahjahanpur,242405,5,10,0
01-11-2025,Uttar Pradesh,Shahjahanpur,242407,2,1,1
02-11-2025,Uttar Pradesh,Shahjahanpur,242127,3,7,1
02-11-2025,Uttar Pradesh,Shahjahanpur,242407,13,7,0
03-11-2025,Uttar Pradesh,Shahjahanpur,242127,3,3,0
03-11-2025,Uttar Pradesh,Shahjahanpur,242220,0,1,0
03-11-2025,Uttar Pradesh,Shahjahanpur,242221,1,4,0
03-11-2025,Uttar Pradesh,Shahjahanpur,242226,0,1,0
03-11-2025,Uttar Pradesh,Shahjahanpur,242306,1,1,0
11-11-2025,Uttar Pradesh,Shahjahanpur,242123,1,0,0
11-11-2025,Uttar Pradesh,Shahjahanpur,242223,2,3,0
11-11-2025,Uttar Pradesh,Shahjahanpur,242305,1,0,0
11-11-2025,Uttar Pradesh,Shahjahanpur,242407,6,1,1
15-11-2025,Uttar Pradesh,Shahjahanpur,242042,8,4,0
15-11-2025,Uttar Pradesh,Shahjahanpur,242127,6,8,2
15-11-2025,Uttar Pradesh,Shahjahanpur,242221,9,24,0
15-11-2025,Uttar Pradesh,Shahjahanpur,242405,17,10,0
18-11-2025,Uttar Pradesh,Shahjahanpur,242001,23,18,0
18-11-2025,Uttar Pradesh,Shahjahanpur,242042,5,0,0
18-11-2025,Uttar Pradesh,Shahjahanpur,242123,0,2,0
18-11-2025,Uttar Pradesh,Shahjahanpur,242221,12,7,1
18-11-2025,Uttar Pradesh,Shahjahanpur,242303,1,0,0
18-11-2025,Uttar Pradesh,Shahjahanpur,242307,7,4,0
18-11-2025,Uttar Pradesh,Shahjahanpur,242401,8,6,0
17-11-2025,Uttar Pradesh,Shahjahanpur,242127,1,5,0
17-11-2025,Uttar Pradesh,Shahjahanpur,242303,3,2,0
17-11-2025,Uttar Pradesh,Shahjahanpur,242401,2,2,0
17-11-2025,Uttar Pradesh,Shahjahanpur,242407,0,1,0
19-11-2025,Uttar Pradesh,Shahjahanpur,242405,28,1,0
19-11-2025,Uttar Pradesh,Shahjahanpur,242406,6,8,0
19-11-2025,Uttar Pradesh,Shahjahanpur,242407,12,2,0
16-11-2025,Uttar Pradesh,Shahjahanpur,242042,2,1,0
16-11-2025,Uttar Pradesh,Shahjahanpur,242223,0,2,0
16-11-2025,Uttar Pradesh,Shahjahanpur,242405,2,2,0
15-12-2025,Uttar Pradesh,Shahjahanpur,242221,11,30,0
15-12-2025,Uttar Pradesh,Shahjahanpur,242405,6,9,0
25-11-2025,Uttar Pradesh,Shahjahanpur,242042,4,1,0
22-12-2025,Uttar Pradesh,Shahjahanpur,242127,2,0,0
22-12-2025,Uttar Pradesh,Shahjahanpur,242301,11,0,0
22-12-2025,Uttar Pradesh,Shahjahanpur,242303,4,0,0
22-12-2025,Uttar Pradesh,Shahjahanpur,242305,13,0,0
22-12-2025,Uttar Pradesh,Shahjahanpur,242306,9,0,0
22-12-2025,Uttar Pradesh,Shahjahanpur,242307,15,0,0
22-12-2025,Uttar Pradesh,Shahjahanpur,242407,6,0,0
24-12-2025,Uttar Pradesh,Shahjahanpur,242301,2,3,0
24-12-2025,Uttar Pradesh,Shahjahanpur,242303,3,0,0
24-12-2025,Uttar Pradesh,Shahjahanpur,242407,4,2,0
23-12-2025,Uttar Pradesh,Shahjahanpur,242305,2,0,0
23-12-2025,Uttar Pradesh,Shahjahanpur,242307,3,0,0
26-12-2025,Uttar Pradesh,Shahjahanpur,242123,1,0,0
26-12-2025,Uttar Pradesh,Shahjahanpur,242223,1,0,0
26-12-2025,Uttar Pradesh,Shahjahanpur,242226,2,0,0
26-12-2025,Uttar Pradesh,Shahjahanpur,242301,8,5,1
26-12-2025,Uttar Pradesh,Shahjahanpur,242303,3,2,0
26-12-2025,Uttar Pradesh,Shahjahanpur,242305,1,1,0
25-12-2025,Uttar Pradesh,Shahjahanpur,242220,0,3,0
25-12-2025,Uttar Pradesh,Shahjahanpur,242223,2,1,0
25-12-2025,Uttar Pradesh,Shahjahanpur,242305,0,2,0
28-12-2025,Uttar Pradesh,Shahjahanpur,242001,19,7,0
28-12-2025,Uttar Pradesh,Shahjahanpur,242123,1,0,0
28-12-2025,Uttar Pradesh,Shahjahanpur,242405,3,0,0
28-12-2025,Uttar Pradesh,Shahjahanpur,242406,3,1,0
28-12-2025,Uttar Pradesh,Shahjahanpur,242407,9,0,0
27-12-2025,Uttar Pradesh,Shahjahanpur,242042,12,2,0
27-12-2025,Uttar Pradesh,Shahjahanpur,242223,2,1,0
27-12-2025,Uttar Pradesh,Shahjahanpur,242303,1,4,0
27-12-2025,Uttar Pradesh,Shahjahanpur,242406,3,1,0
29-12-2025,Uttar Pradesh,Shahjahanpur,242307,6,2,0
29-12-2025,Uttar Pradesh,Shahjahanpur,242406,2,0,0
31-12-2025,Uttar Pradesh,Shahjahanpur,242220,3,4,0
31-12-2025,Uttar Pradesh,Shahjahanpur,242226,1,0,0
01-01-2026,Uttar Pradesh,Shahjahanpur,242042,2,7,0
01-01-2026,Uttar Pradesh,Shahjahanpur,242123,1,0,0
01-01-2026,Uttar Pradesh,Shahjahanpur,242127,8,5,0
01-01-2026,Uttar Pradesh,Shahjahanpur,242303,2,7,3
01-01-2026,Uttar Pradesh,Shahjahanpur,242406,3,4,0
02-01-2026,Uttar Pradesh,Shahjahanpur,242223,1,1,0
02-01-2026,Uttar Pradesh,Shahjahanpur,242226,1,0,0
03-01-2026,Uttar Pradesh,Shahjahanpur,242127,0,1,0
03-01-2026,Uttar Pradesh,Shahjahanpur,242405,1,2,0
10-06-2025,Uttar Pradesh,Shahjahanpur,242301,0,2,1
11-06-2025,Uttar Pradesh,Shahjahanpur,242221,3,5,0
11-06-2025,Uttar Pradesh,Shahjahanpur,242303,1,5,0
11-06-2025,Uttar Pradesh,Shahjahanpur,242407,2,7,0
09-06-2025,Uttar Pradesh,Shahjahanpur,242123,0,2,0
09-06-2025,Uttar Pradesh,Shahjahanpur,242221,3,10,0
09-06-2025,Uttar Pradesh,Shahjahanpur,242301,2,5,1
09-06-2025,Uttar Pradesh,Shahjahanpur,242306,1,1,0
09-06-2025,Uttar Pradesh,Shahjahanpur,242401,6,2,0
09-06-2025,Uttar Pradesh,Shahjahanpur,242406,0,5,0
13-06-2025,Uttar Pradesh,Shahjahanpur,242303,2,5,0
13-06-2025,Uttar Pradesh,Shahjahanpur,242401,4,1,0
12-06-2025,Uttar Pradesh,Shahjahanpur,242220,0,4,0
12-06-2025,Uttar Pradesh,Shahjahanpur,242307,2,4,0
12-06-2025,Uttar Pradesh,Shahjahanpur,242401,0,3,2
12-06-2025,Uttar Pradesh,Shahjahanpur,242405,1,3,0
14-06-2025,Uttar Pradesh,Shahjahanpur,242001,18,14,2
14-06-2025,Uttar Pradesh,Shahjahanpur,242307,5,5,0
16-06-2025,Uttar Pradesh,Shahjahanpur,242001,12,29,0
16-06-2025,Uttar Pradesh,Shahjahanpur,242123,0,1,0
16-06-2025,Uttar Pradesh,Shahjahanpur,242223,0,5,0
16-06-2025,Uttar Pradesh,Shahjahanpur,242307,3,5,0
16-06-2025,Uttar Pradesh,Shahjahanpur,242407,0,4,0
15-06-2025,Uttar Pradesh,Shahjahanpur,242303,0,1,1
15-06-2025,Uttar Pradesh,Shahjahanpur,242307,4,7,0
17-06-2025,Uttar Pradesh,Shahjahanpur,242303,1,7,1
17-06-2025,Uttar Pradesh,Shahjahanpur,242407,3,6,1
18-06-2025,Uttar Pradesh,Shahjahanpur,242305,0,1,0
18-06-2025,Uttar Pradesh,Shahjahanpur,242405,3,4,0
18-06-2025,Uttar Pradesh,Shahjahanpur,242406,7,13,0
18-06-2025,Uttar Pradesh,Shahjahanpur,242407,1,0,0
19-06-2025,Uttar Pradesh,Shahjahanpur,242220,1,2,0
19-06-2025,Uttar Pradesh,Shahjahanpur,242301,0,2,0
19-06-2025,Uttar Pradesh,Shahjahanpur,242305,1,5,0
19-06-2025,Uttar Pradesh,Shahjahanpur,242407,5,10,0
01-04-2025,Uttar Pradesh,Shahjahanpur,242001,725,385,17
01-05-2025,Uttar Pradesh,Shahjahanpur,242127,194,212,24
01-06-2025,Uttar Pradesh,Shahjahanpur,242001,465,481,24
01-04-2025,Uttar Pradesh,Shahjahanpur,242221,469,248,30
03-09-2025,Uttar Pradesh,Shahjahanpur,242226,0,2,0
03-09-2025,Uttar Pradesh,Shahjahanpur,242407,2,1,2
01-09-2025,Uttar Pradesh,Shahjahanpur,242127,6,16,1
01-09-2025,Uttar Pradesh,Shahjahanpur,242301,9,7,0
01-09-2025,Uttar Pradesh,Shahjahanpur,242401,17,21,0
01-09-2025,Uttar Pradesh,Shahjahanpur,242407,3,2,0
04-09-2025,Uttar Pradesh,Shahjahanpur,242123,1,2,0
04-09-2025,Uttar Pradesh,Shahjahanpur,242303,0,3,0
04-09-2025,Uttar Pradesh,Shahjahanpur,242305,7,5,0
04-09-2025,Uttar Pradesh,Shahjahanpur,242306,2,8,0
04-09-2025,Uttar Pradesh,Shahjahanpur,242401,12,7,1
04-09-2025,Uttar Pradesh,Shahjahanpur,242407,4,4,0
06-09-2025,Uttar Pradesh,Shahjahanpur,242042,2,6,0
06-09-2025,Uttar Pradesh,Shahjahanpur,242223,1,0,0
06-09-2025,Uttar Pradesh,Shahjahanpur,242301,14,2,1
05-09-2025,Uttar Pradesh,Shahjahanpur,242223,1,0,0
05-09-2025,Uttar Pradesh,Shahjahanpur,242401,2,2,0
05-09-2025,Uttar Pradesh,Shahjahanpur,242405,1,0,0
05-09-2025,Uttar Pradesh,Shahjahanpur,242406,3,0,0
05-09-2025,Uttar Pradesh,Shahjahanpur,242407,1,0,0
07-09-2025,Uttar Pradesh,Shahjahanpur,242221,23,2,0
07-09-2025,Uttar Pradesh,Shahjahanpur,242303,10,4,0
07-09-2025,Uttar Pradesh,Shahjahanpur,242307,1,0,0
09-09-2025,Uttar Pradesh,Shahjahanpur,242223,4,1,0
09-09-2025,Uttar Pradesh,Shahjahanpur,242405,9,5,1
08-09-2025,Uttar Pradesh,Shahjahanpur,242123,1,1,0
08-09-2025,Uttar Pradesh,Shahjahanpur,242127,3,5,0
08-09-2025,Uttar Pradesh,Shahjahanpur,242220,6,5,0
08-09-2025,Uttar Pradesh,Shahjahanpur,242301,3,5,0
08-09-2025,Uttar Pradesh,Shahjahanpur,242406,2,0,0
11-09-2025,Uttar Pradesh,Shahjahanpur,242042,5,3,0
11-09-2025,Uttar Pradesh,Shahjahanpur,242127,3,13,3
11-09-2025,Uttar Pradesh,Shahjahanpur,242220,2,1,0
11-09-2025,Uttar Pradesh,Shahjahanpur,242221,9,12,0
11-09-2025,Uttar Pradesh,Shahjahanpur,242306,3,6,0
10-09-2025,Uttar Pradesh,Shahjahanpur,242001,36,26,0
10-09-2025,Uttar Pradesh,Shahjahanpur,242127,3,28,0
10-09-2025,Uttar Pradesh,Shahjahanpur,242220,2,4,0
10-09-2025,Uttar Pradesh,Shahjahanpur,242307,2,0,0
10-09-2025,Uttar Pradesh,Shahjahanpur,242406,10,5,0
10-09-2025,Uttar Pradesh,Shahjahanpur,242407,4,2,0
14-09-2025,Uttar Pradesh,Shahjahanpur,242001,4,0,0
14-09-2025,Uttar Pradesh,Shahjahanpur,242220,1,0,0
14-09-2025,Uttar Pradesh,Shahjahanpur,242406,2,1,0
13-09-2025,Uttar Pradesh,Shahjahanpur,242220,15,3,0
13-09-2025,Uttar Pradesh,Shahjahanpur,242301,3,9,0
13-09-2025,Uttar Pradesh,Shahjahanpur,242303,1,2,0
13-09-2025,Uttar Pradesh,Shahjahanpur,242401,8,2,0
12-09-2025,Uttar Pradesh,Shahjahanpur,242220,1,6,1
12-09-2025,Uttar Pradesh,Shahjahanpur,242221,8,7,1
12-09-2025,Uttar Pradesh,Shahjahanpur,242223,3,3,0
12-09-2025,Uttar Pradesh,Shahjahanpur,242303,3,4,1
12-09-2025,Uttar Pradesh,Shahjahanpur,242305,2,2,0
12-09-2025,Uttar Pradesh,Shahjahanpur,242405,4,3,0
12-09-2025,Uttar Pradesh,Shahjahanpur,242406,5,7,0
15-09-2025,Uttar Pradesh,Shahjahanpur,242220,3,1,0
15-09-2025,Uttar Pradesh,Shahjahanpur,242407,3,2,0
16-09-2025,Uttar Pradesh,Shahjahanpur,242301,12,4,0
16-09-2025,Uttar Pradesh,Shahjahanpur,242407,4,0,0
19-09-2025,Uttar Pradesh,Shahjahanpur,242042,2,0,0
19-09-2025,Uttar Pradesh,Shahjahanpur,242127,1,11,0
19-09-2025,Uttar Pradesh,Shahjahanpur,242220,1,1,0
19-09-2025,Uttar Pradesh,Shahjahanpur,242306,1,1,0
19-09-2025,Uttar Pradesh,Shahjahanpur,242401,4,6,0
18-09-2025,Uttar Pradesh,Shahjahanpur,242127,3,4,0
18-09-2025,Uttar Pradesh,Shahjahanpur,242401,11,13,0
18-09-2025,Uttar Pradesh,Shahjahanpur,242405,4,5,0
17-09-2025,Uttar Pradesh,Shahjahanpur,242223,2,0,1
17-09-2025,Uttar Pradesh,Shahjahanpur,242406,2,0,0
22-09-2025,Uttar Pradesh,Shahjahanpur,242042,0,1,0
22-09-2025,Uttar Pradesh,Shahjahanpur,242123,0,1,0
22-09-2025,Uttar Pradesh,Shahjahanpur,242303,0,2,0
22-09-2025,Uttar Pradesh,Shahjahanpur,242305,3,2,0
20-09-2025,Uttar Pradesh,Shahjahanpur,242042,5,0,0
20-09-2025,Uttar Pradesh,Shahjahanpur,242226,1,1,0
21-09-2025,Uttar Pradesh,Shahjahanpur,242001,0,1,0
25-09-2025,Uttar Pradesh,Shahjahanpur,242042,1,0,0
25-09-2025,Uttar Pradesh,Shahjahanpur,242221,1,4,0
25-09-2025,Uttar Pradesh,Shahjahanpur,242226,0,1,0
25-09-2025,Uttar Pradesh,Shahjahanpur,242306,5,1,0
25-09-2025,Uttar Pradesh,Shahjahanpur,242405,3,5,1
25-09-2025,Uttar Pradesh,Shahjahanpur,242407,3,2,0
24-09-2025,Uttar Pradesh,Shahjahanpur,242220,3,1,0
24-09-2025,Uttar Pradesh,Shahjahanpur,242226,1,0,0
23-09-2025,Uttar Pradesh,Shahjahanpur,242306,3,0,0
23-09-2025,Uttar Pradesh,Shahjahanpur,242407,0,1,0
29-09-2025,Uttar Pradesh,Shahjahanpur,242301,0,2,0
29-09-2025,Uttar Pradesh,Shahjahanpur,242305,1,1,0
26-09-2025,Uttar Pradesh,Shahjahanpur,242127,1,13,0
26-09-2025,Uttar Pradesh,Shahjahanpur,242221,2,13,0
26-09-2025,Uttar Pradesh,Shahjahanpur,242401,3,0,0
26-10-2025,Uttar Pradesh,Shahjahanpur,242127,0,4,1
26-10-2025,Uttar Pradesh,Shahjahanpur,242301,1,2,0
26-10-2025,Uttar Pradesh,Shahjahanpur,242305,1,1,0
26-10-2025,Uttar Pradesh,Shahjahanpur,242407,0,1,0
15-10-2025,Uttar Pradesh,Shahjahanpur,242220,1,3,0
15-10-2025,Uttar Pradesh,Shahjahanpur,242226,2,0,0
15-10-2025,Uttar Pradesh,Shahjahanpur,242306,3,3,0
15-10-2025,Uttar Pradesh,Shahjahanpur,242401,1,5,0
15-10-2025,Uttar Pradesh,Shahjahanpur,242406,0,4,0
15-10-2025,Uttar Pradesh,Shahjahanpur,242407,6,0,0
13-10-2025,Uttar Pradesh,Shahjahanpur,242301,9,3,0
13-10-2025,Uttar Pradesh,Shahjahanpur,242305,11,4,0
13-10-2025,Uttar Pradesh,Shahjahanpur,242406,7,1,0
16-10-2025,Uttar Pradesh,Shahjahanpur,242001,6,7,0
16-10-2025,Uttar Pradesh,Shahjahanpur,242301,1,3,0
16-10-2025,Uttar Pradesh,Shahjahanpur,242306,1,2,0
16-10-2025,Uttar Pradesh,Shahjahanpur,242401,3,3,0
17-10-2025,Uttar Pradesh,Shahjahanpur,242042,0,15,0
17-10-2025,Uttar Pradesh,Shahjahanpur,242127,2,7,0
17-10-2025,Uttar Pradesh,Shahjahanpur,242306,7,3,0
17-10-2025,Uttar Pradesh,Shahjahanpur,242401,10,11,0
18-10-2025,Uttar Pradesh,Shahjahanpur,242303,0,2,0
18-10-2025,Uttar Pradesh,Shahjahanpur,242407,8,2,1
19-10-2025,Uttar Pradesh,Shahjahanpur,242001,17,12,0
19-10-2025,Uttar Pradesh,Shahjahanpur,242123,1,2,0
19-10-2025,Uttar Pradesh,Shahjahanpur,242223,4,2,0
19-10-2025,Uttar Pradesh,Shahjahanpur,242401,2,1,0
19-10-2025,Uttar Pradesh,Shahjahanpur,242405,3,4,0
21-10-2025,Uttar Pradesh,Shahjahanpur,242042,0,1,0
21-10-2025,Uttar Pradesh,Shahjahanpur,242127,1,1,0
20-10-2025,Uttar Pradesh,Shahjahanpur,242306,0,1,0
20-10-2025,Uttar Pradesh,Shahjahanpur,242406,1,0,0
20-10-2025,Uttar Pradesh,Shahjahanpur,242407,1,0,0
25-10-2025,Uttar Pradesh,Shahjahanpur,242305,9,0,0
25-10-2025,Uttar Pradesh,Shahjahanpur,242405,2,2,0
24-10-2025,Uttar Pradesh,Shahjahanpur,242301,4,1,1
24-10-2025,Uttar Pradesh,Shahjahanpur,242305,2,2,0
24-10-2025,Uttar Pradesh,Shahjahanpur,242306,1,0,0
24-10-2025,Uttar Pradesh,Shahjahanpur,242401,7,0,0
28-10-2025,Uttar Pradesh,Shahjahanpur,242127,0,6,0
28-10-2025,Uttar Pradesh,Shahjahanpur,242221,4,2,0
28-10-2025,Uttar Pradesh,Shahjahanpur,242223,1,3,0
28-10-2025,Uttar Pradesh,Shahjahanpur,242401,2,1,0
27-10-2025,Uttar Pradesh,Shahjahanpur,242220,1,0,1
27-10-2025,Uttar Pradesh,Shahjahanpur,242223,3,0,0
27-10-2025,Uttar Pradesh,Shahjahanpur,242305,1,1,0
27-10-2025,Uttar Pradesh,Shahjahanpur,242307,3,1,0
02-11-2025,Uttar Pradesh,Shahjahanpur,242001,41,28,0
02-11-2025,Uttar Pradesh,Shahjahanpur,242223,8,1,0
02-11-2025,Uttar Pradesh,Shahjahanpur,242226,2,1,0
02-11-2025,Uttar Pradesh,Shahjahanpur,242305,13,6,0
02-11-2025,Uttar Pradesh,Shahjahanpur,242306,8,4,0
03-11-2025,Uttar Pradesh,Shahjahanpur,242001,9,9,0
