date,state,district,pincode,age_0_5,age_5_17,age_18_greater
06-09-2025,Uttar Pradesh,Gorakhpur,273405,2,1,0
06-09-2025,Uttar Pradesh,Gorakhpur,273411,4,7,0
05-09-2025,Uttar Pradesh,Gorakhpur,273002,2,0,0
05-09-2025,Uttar Pradesh,Gorakhpur,273016,0,1,0
05-09-2025,Uttar Pradesh,Gorakhpur,273165,3,1,0
05-09-2025,Uttar Pradesh,Gorakhpur,273209,1,1,0
05-09-2025,Uttar Pradesh,Gorakhpur,273404,0,1,0
05-09-2025,Uttar Pradesh,Gorakhpur,273412,2,0,0
04-09-2025,Uttar Pradesh,Gorakhpur,273005,0,2,0
04-09-2025,Uttar Pradesh,Gorakhpur,273008,0,4,0
04-09-2025,Uttar Pradesh,Gorakhpur,273201,4,6,0
04-09-2025,Uttar Pradesh,Gorakhpur,273209,5,7,0
04-09-2025,Uttar Pradesh,Gorakhpur,273213,1,2,0
04-09-2025,Uttar Pradesh,Gorakhpur,273306,1,3,0
04-09-2025,Uttar Pradesh,Gorakhpur,273401,2,3,0
04-09-2025,Uttar Pradesh,Gorakhpur,273407,3,6,0
04-09-2025,Uttar Pradesh,Gorakhpur,273411,2,4,0
04-09-2025,Uttar Pradesh,Gorakhpur,273412,0,5,0
07-09-2025,Uttar Pradesh,Gorakhpur,273002,0,1,0
07-09-2025,Uttar Pradesh,Gorakhpur,273016,0,2,0
07-09-2025,Uttar Pradesh,Gorakhpur,273152,3,1,0
07-09-2025,Uttar Pradesh,Gorakhpur,273403,0,1,0
07-09-2025,Uttar Pradesh,Gorakhpur,273406,1,1,0
07-09-2025,Uttar Pradesh,Gorakhpur,273408,2,4,0
07-09-2025,Uttar Pradesh,Gorakhpur,273409,1,3,0
09-09-2025,Uttar Pradesh,Gorakhpur,273001,7,12,0
09-09-2025,Uttar Pradesh,Gorakhpur,273003,2,4,0
09-09-2025,Uttar Pradesh,Gorakhpur,273004,0,1,0
09-09-2025,Uttar Pradesh,Gorakhpur,273006,2,0,0
09-09-2025,Uttar Pradesh,Gorakhpur,273007,0,2,0
09-09-2025,Uttar Pradesh,Gorakhpur,273008,3,1,1
09-09-2025,Uttar Pradesh,Gorakhpur,273203,2,0,0
09-09-2025,Uttar Pradesh,Gorakhpur,273306,3,0,0
09-09-2025,Uttar Pradesh,Gorakhpur,273404,0,1,0
09-09-2025,Uttar Pradesh,Gorakhpur,273409,3,4,0
08-09-2025,Uttar Pradesh,Gorakhpur,273152,1,3,0
08-09-2025,Uttar Pradesh,Gorakhpur,273202,3,1,0
08-09-2025,Uttar Pradesh,Gorakhpur,273306,1,2,0
08-09-2025,Uttar Pradesh,Gorakhpur,273409,0,1,0
10-09-2025,Uttar Pradesh,Gorakhpur,273005,2,5,0
10-09-2025,Uttar Pradesh,Gorakhpur,273165,9,8,0
10-09-2025,Uttar Pradesh,Gorakhpur,273203,0,2,0
10-09-2025,Uttar Pradesh,Gorakhpur,273401,3,1,0
10-09-2025,Uttar Pradesh,Gorakhpur,273402,3,7,1
10-09-2025,Uttar Pradesh,Gorakhpur,273404,1,1,0
10-09-2025,Uttar Pradesh,Gorakhpur,273407,3,8,0
10-09-2025,Uttar Pradesh,Gorakhpur,273408,1,3,0
10-09-2025,Uttar Pradesh,Gorakhpur,273411,0,6,0
11-09-2025,Uttar Pradesh,Gorakhpur,273001,3,9,0
11-09-2025,Uttar Pradesh,Gorakhpur,273014,2,0,0
11-09-2025,Uttar Pradesh,Gorakhpur,273016,3,6,0
11-09-2025,Uttar Pradesh,Gorakhpur,273161,1,3,0
11-09-2025,Uttar Pradesh,Gorakhpur,273211,3,4,0
11-09-2025,Uttar Pradesh,Gorakhpur,273213,3,2,0
11-09-2025,Uttar Pradesh,Gorakhpur,273411,1,3,0
14-09-2025,Uttar Pradesh,Gorakhpur,273003,3,0,0
14-09-2025,Uttar Pradesh,Gorakhpur,273013,6,1,0
14-09-2025,Uttar Pradesh,Gorakhpur,273402,2,2,0
12-09-2025,Uttar Pradesh,Gorakhpur,273001,1,9,0
12-09-2025,Uttar Pradesh,Gorakhpur,273014,4,6,0
12-09-2025,Uttar Pradesh,Gorakhpur,273165,8,4,0
12-09-2025,Uttar Pradesh,Gorakhpur,273306,1,3,0
13-09-2025,Uttar Pradesh,Gorakhpur,273002,4,3,0
13-09-2025,Uttar Pradesh,Gorakhpur,273010,0,2,0
13-09-2025,Uttar Pradesh,Gorakhpur,273013,9,5,0
13-09-2025,Uttar Pradesh,Gorakhpur,273155,1,0,0
13-09-2025,Uttar Pradesh,Gorakhpur,273209,7,7,0
13-09-2025,Uttar Pradesh,Gorakhpur,273212,4,9,0
13-09-2025,Uttar Pradesh,Gorakhpur,273405,0,2,0
13-09-2025,Uttar Pradesh,Gorakhpur,273412,3,1,0
15-09-2025,Uttar Pradesh,Gorakhpur,273004,1,0,0
15-09-2025,Uttar Pradesh,Gorakhpur,273005,2,3,0
15-09-2025,Uttar Pradesh,Gorakhpur,273007,2,4,0
15-09-2025,Uttar Pradesh,Gorakhpur,273016,2,4,0
15-09-2025,Uttar Pradesh,Gorakhpur,273158,4,5,0
15-09-2025,Uttar Pradesh,Gorakhpur,273212,1,5,0
15-09-2025,Uttar Pradesh,Gorakhpur,273213,0,5,0
15-09-2025,Uttar Pradesh,Gorakhpur,273412,2,3,0
17-09-2025,Uttar Pradesh,Gorakhpur,273004,1,1,0
17-09-2025,Uttar Pradesh,Gorakhpur,273005,0,2,0
17-09-2025,Uttar Pradesh,Gorakhpur,273007,2,5,0
17-09-2025,Uttar Pradesh,Gorakhpur,273008,0,4,0
17-09-2025,Uttar Pradesh,Gorakhpur,273209,13,11,0
17-09-2025,Uttar Pradesh,Gorakhpur,273211,1,2,0
17-09-2025,Uttar Pradesh,Gorakhpur,273402,5,14,0
17-09-2025,Uttar Pradesh,Gorakhpur,273403,4,3,0
16-09-2025,Uttar Pradesh,Gorakhpur,273003,0,1,0
16-09-2025,Uttar Pradesh,Gorakhpur,273004,1,3,0
16-09-2025,Uttar Pradesh,Gorakhpur,273211,5,0,1
16-09-2025,Uttar Pradesh,Gorakhpur,273406,0,4,0
16-09-2025,Uttar Pradesh,Gorakhpur,273409,1,3,0
19-09-2025,Uttar Pradesh,Gorakhpur,273001,3,0,0
19-09-2025,Uttar Pradesh,Gorakhpur,273010,0,1,0
19-09-2025,Uttar Pradesh,Gorakhpur,273015,1,9,0
19-09-2025,Uttar Pradesh,Gorakhpur,273201,0,2,0
19-09-2025,Uttar Pradesh,Gorakhpur,273209,3,6,0
19-09-2025,Uttar Pradesh,Gorakhpur,273405,0,1,0
19-09-2025,Uttar Pradesh,Gorakhpur,273406,1,3,0
19-09-2025,Uttar Pradesh,Gorakhpur,273412,3,5,0
18-09-2025,Uttar Pradesh,Gorakhpur,273015,5,9,0
18-09-2025,Uttar Pradesh,Gorakhpur,273209,5,11,0
18-09-2025,Uttar Pradesh,Gorakhpur,273211,2,1,0
18-09-2025,Uttar Pradesh,Gorakhpur,273401,1,2,0
18-09-2025,Uttar Pradesh,Gorakhpur,273406,0,3,0
18-09-2025,Uttar Pradesh,Gorakhpur,273407,3,3,0
22-09-2025,Uttar Pradesh,Gorakhpur,273013,0,10,0
22-09-2025,Uttar Pradesh,Gorakhpur,273015,1,6,0
22-09-2025,Uttar Pradesh,Gorakhpur,273152,0,1,0
22-09-2025,Uttar Pradesh,Gorakhpur,273202,3,3,0
22-09-2025,Uttar Pradesh,Gorakhpur,273209,4,2,0
20-09-2025,Uttar Pradesh,Gorakhpur,273003,1,1,0
20-09-2025,Uttar Pradesh,Gorakhpur,273016,1,2,0
20-09-2025,Uttar Pradesh,Gorakhpur,273209,1,9,0
20-09-2025,Uttar Pradesh,Gorakhpur,273212,3,8,0
20-09-2025,Uttar Pradesh,Gorakhpur,273306,3,4,0
20-09-2025,Uttar Pradesh,Gorakhpur,273402,2,4,0
20-09-2025,Uttar Pradesh,Gorakhpur,273408,1,1,0
21-09-2025,Uttar Pradesh,Gorakhpur,273158,1,0,0
21-09-2025,Uttar Pradesh,Gorakhpur,273201,0,1,0
21-09-2025,Uttar Pradesh,Gorakhpur,273203,1,1,0
21-09-2025,Uttar Pradesh,Gorakhpur,273209,0,2,0
21-09-2025,Uttar Pradesh,Gorakhpur,273407,0,1,0
21-09-2025,Uttar Pradesh,Gorakhpur,273411,1,3,0
21-09-2025,Uttar Pradesh,Gorakhpur,273413,0,2,0
25-09-2025,Uttar Pradesh,Gorakhpur,273007,0,1,0
25-09-2025,Uttar Pradesh,Gorakhpur,273009,0,1,0
25-09-2025,Uttar Pradesh,Gorakhpur,273015,2,6,0
25-09-2025,Uttar Pradesh,Gorakhpur,273404,2,5,0
25-09-2025,Uttar Pradesh,Gorakhpur,273413,6,4,0
24-09-2025,Uttar Pradesh,Gorakhpur,273002,0,2,0
24-09-2025,Uttar Pradesh,Gorakhpur,273003,1,0,0
24-09-2025,Uttar Pradesh,Gorakhpur,273005,1,2,0
24-09-2025,Uttar Pradesh,Gorakhpur,273013,0,1,0
24-09-2025,Uttar Pradesh,Gorakhpur,273158,5,4,0
24-09-2025,Uttar Pradesh,Gorakhpur,273202,1,0,0
24-09-2025,Uttar Pradesh,Gorakhpur,273402,0,3,0
24-09-2025,Uttar Pradesh,Gorakhpur,273407,2,3,0
24-09-2025,Uttar Pradesh,Gorakhpur,273412,2,1,0
23-09-2025,Uttar Pradesh,Gorakhpur,273015,5,5,0
23-09-2025,Uttar Pradesh,Gorakhpur,273306,0,5,0
23-09-2025,Uttar Pradesh,Gorakhpur,273411,1,2,0
23-09-2025,Uttar Pradesh,Gorakhpur,273412,1,1,0
27-09-2025,Uttar Pradesh,Gorakhpur,273001,1,1,0
27-09-2025,Uttar Pradesh,Gorakhpur,273003,0,2,0
27-09-2025,Uttar Pradesh,Gorakhpur,273006,1,0,0
27-09-2025,Uttar Pradesh,Gorakhpur,273014,1,1,0
27-09-2025,Uttar Pradesh,Gorakhpur,273015,1,1,0
27-09-2025,Uttar Pradesh,Gorakhpur,273158,0,3,0
28-09-2025,Uttar Pradesh,Gorakhpur,273202,2,2,0
29-09-2025,Uttar Pradesh,Gorakhpur,273014,0,1,0
29-09-2025,Uttar Pradesh,Gorakhpur,273015,0,3,0
29-09-2025,Uttar Pradesh,Gorakhpur,273016,2,2,0
29-09-2025,Uttar Pradesh,Gorakhpur,273411,0,1,0
26-09-2025,Uttar Pradesh,Gorakhpur,273002,2,3,0
26-09-2025,Uttar Pradesh,Gorakhpur,273006,0,2,0
26-09-2025,Uttar Pradesh,Gorakhpur,273202,2,0,0
26-09-2025,Uttar Pradesh,Gorakhpur,273401,2,1,0
26-09-2025,Uttar Pradesh,Gorakhpur,273402,0,1,0
26-09-2025,Uttar Pradesh,Gorakhpur,273403,0,4,0
26-09-2025,Uttar Pradesh,Gorakhpur,273407,2,3,0
30-09-2025,Uttar Pradesh,Gorakhpur,273007,0,1,0
30-09-2025,Uttar Pradesh,Gorakhpur,273010,1,1,0
30-09-2025,Uttar Pradesh,Gorakhpur,273201,1,0,0
30-09-2025,Uttar Pradesh,Gorakhpur,273203,0,1,0
26-10-2025,Uttar Pradesh,Gorakhpur,273004,2,4,0
26-10-2025,Uttar Pradesh,Gorakhpur,273007,1,2,0
26-10-2025,Uttar Pradesh,Gorakhpur,273015,2,6,0
26-10-2025,Uttar Pradesh,Gorakhpur,273161,0,1,1
26-10-2025,Uttar Pradesh,Gorakhpur,273403,2,4,0
26-10-2025,Uttar Pradesh,Gorakhpur,273409,0,2,0
13-10-2025,Uttar Pradesh,Gorakhpur,273002,3,2,0
13-10-2025,Uttar Pradesh,Gorakhpur,273010,0,1,0
13-10-2025,Uttar Pradesh,Gorakhpur,273013,1,3,0
13-10-2025,Uttar Pradesh,Gorakhpur,273212,5,8,0
13-10-2025,Uttar Pradesh,Gorakhpur,273407,1,5,0
15-10-2025,Uttar Pradesh,Gorakhpur,273001,6,11,0
15-10-2025,Uttar Pradesh,Gorakhpur,273003,0,1,0
15-10-2025,Uttar Pradesh,Gorakhpur,273006,0,1,0
15-10-2025,Uttar Pradesh,Gorakhpur,273007,4,2,0
15-10-2025,Uttar Pradesh,Gorakhpur,273013,2,0,0
15-10-2025,Uttar Pradesh,Gorakhpur,273015,2,8,0
15-10-2025,Uttar Pradesh,Gorakhpur,273016,2,6,0
15-10-2025,Uttar Pradesh,Gorakhpur,273202,0,2,0
15-10-2025,Uttar Pradesh,Gorakhpur,273211,1,2,0
15-10-2025,Uttar Pradesh,Gorakhpur,273212,4,6,0
15-10-2025,Uttar Pradesh,Gorakhpur,273405,1,0,0
15-10-2025,Uttar Pradesh,Gorakhpur,273407,0,2,0
16-10-2025,Uttar Pradesh,Gorakhpur,273001,0,6,0
16-10-2025,Uttar Pradesh,Gorakhpur,273014,0,4,0
16-10-2025,Uttar Pradesh,Gorakhpur,273403,0,2,0
16-10-2025,Uttar Pradesh,Gorakhpur,273412,0,2,0
17-10-2025,Uttar Pradesh,Gorakhpur,273002,3,4,0
17-10-2025,Uttar Pradesh,Gorakhpur,273003,1,0,0
17-10-2025,Uttar Pradesh,Gorakhpur,273005,2,5,0
17-10-2025,Uttar Pradesh,Gorakhpur,273010,2,1,0
17-10-2025,Uttar Pradesh,Gorakhpur,273013,1,6,0
17-10-2025,Uttar Pradesh,Gorakhpur,273209,13,14,0
17-10-2025,Uttar Pradesh,Gorakhpur,273409,0,1,0
20-10-2025,Uttar Pradesh,Gorakhpur,273002,1,0,0
20-10-2025,Uttar Pradesh,Gorakhpur,273017,0,1,0
20-10-2025,Uttar Pradesh,Gorakhpur,273152,0,1,0
20-10-2025,Uttar Pradesh,Gorakhpur,273158,0,2,0
20-10-2025,Uttar Pradesh,Gorakhpur,273165,2,0,0
18-10-2025,Uttar Pradesh,Gorakhpur,273006,0,1,0
18-10-2025,Uttar Pradesh,Gorakhpur,273007,2,1,1
18-10-2025,Uttar Pradesh,Gorakhpur,273014,3,2,0
18-10-2025,Uttar Pradesh,Gorakhpur,273202,6,2,0
18-10-2025,Uttar Pradesh,Gorakhpur,273209,4,9,0
18-10-2025,Uttar Pradesh,Gorakhpur,273211,2,2,0
18-10-2025,Uttar Pradesh,Gorakhpur,273408,3,2,1
19-10-2025,Uttar Pradesh,Gorakhpur,273004,0,3,0
19-10-2025,Uttar Pradesh,Gorakhpur,273008,2,0,0
19-10-2025,Uttar Pradesh,Gorakhpur,273202,5,4,0
19-10-2025,Uttar Pradesh,Gorakhpur,273213,3,3,0
19-10-2025,Uttar Pradesh,Gorakhpur,273407,1,3,0
21-10-2025,Uttar Pradesh,Gorakhpur,273413,1,1,0
24-10-2025,Uttar Pradesh,Gorakhpur,273004,1,1,0
24-10-2025,Uttar Pradesh,Gorakhpur,273010,0,1,0
24-10-2025,Uttar Pradesh,Gorakhpur,273015,0,7,0
24-10-2025,Uttar Pradesh,Gorakhpur,273017,1,0,0
24-10-2025,Uttar Pradesh,Gorakhpur,273155,0,2,0
24-10-2025,Uttar Pradesh,Gorakhpur,273158,2,4,1
24-10-2025,Uttar Pradesh,Gorakhpur,273306,2,3,0
24-10-2025,Uttar Pradesh,Gorakhpur,273403,1,0,0
24-10-2025,Uttar Pradesh,Gorakhpur,273406,3,1,0
25-10-2025,Uttar Pradesh,Gorakhpur,273012,2,0,0
25-10-2025,Uttar Pradesh,Gorakhpur,273014,3,3,0
25-10-2025,Uttar Pradesh,Gorakhpur,273306,0,3,0
25-10-2025,Uttar Pradesh,Gorakhpur,273408,3,4,0
25-10-2025,Uttar Pradesh,Gorakhpur,273412,6,2,0
27-10-2025,Uttar Pradesh,Gorakhpur,273006,1,0,0
27-10-2025,Uttar Pradesh,Gorakhpur,273015,3,2,0
27-10-2025,Uttar Pradesh,Gorakhpur,273152,0,5,0
27-10-2025,Uttar Pradesh,Gorakhpur,273158,2,6,1
27-10-2025,Uttar Pradesh,Gorakhpur,273202,2,3,0
27-10-2025,Uttar Pradesh,Gorakhpur,273407,1,0,0
28-10-2025,Uttar Pradesh,Gorakhpur,273016,2,1,0
28-10-2025,Uttar Pradesh,Gorakhpur,273203,1,3,0
28-10-2025,Uttar Pradesh,Gorakhpur,273403,2,1,1
28-10-2025,Uttar Pradesh,Gorakhpur,273406,1,1,0
28-10-2025,Uttar Pradesh,Gorakhpur,273407,1,2,0
29-10-2025,Uttar Pradesh,Gorakhpur,273001,2,3,0
29-10-2025,Uttar Pradesh,Gorakhpur,273003,2,0,0
29-10-2025,Uttar Pradesh,Gorakhpur,273007,0,1,0
29-10-2025,Uttar Pradesh,Gorakhpur,273008,1,1,0
29-10-2025,Uttar Pradesh,Gorakhpur,273405,1,2,0
29-10-2025,Uttar Pradesh,Gorakhpur,273407,1,0,0
29-10-2025,Uttar Pradesh,Gorakhpur,273409,1,0,0
30-10-2025,Uttar Pradesh,Gorakhpur,273152,1,4,0
30-10-2025,Uttar Pradesh,Gorakhpur,273155,0,1,0
30-10-2025,Uttar Pradesh,Gorakhpur,273202,4,4,0
30-10-2025,Uttar Pradesh,Gorakhpur,273402,2,7,0
30-10-2025,Uttar Pradesh,Gorakhpur,273413,3,0,0
01-11-2025,Uttar Pradesh,Gorakhpur,273013,0,2,0
01-11-2025,Uttar Pradesh,Gorakhpur,273158,1,0,0
01-11-2025,Uttar Pradesh,Gorakhpur,273165,3,1,0
01-11-2025,Uttar Pradesh,Gorakhpur,273406,1,1,0
01-11-2025,Uttar Pradesh,Gorakhpur,273411,1,0,0
02-11-2025,Uttar Pradesh,Gorakhpur,273007,3,8,0
02-11-2025,Uttar Pradesh,Gorakhpur,273008,8,7,0
02-11-2025,Uttar Pradesh,Gorakhpur,273009,0,1,0
02-11-2025,Uttar Pradesh,Gorakhpur,273012,2,1,0
02-11-2025,Uttar Pradesh,Gorakhpur,273017,3,1,0
02-11-2025,Uttar Pradesh,Gorakhpur,273201,5,12,0
02-11-2025,Uttar Pradesh,Gorakhpur,273209,5,9,0
02-11-2025,Uttar Pradesh,Gorakhpur,273402,2,10,0
02-11-2025,Uttar Pradesh,Gorakhpur,273406,1,7,0
31-10-2025,Uttar Pradesh,Gorakhpur,273002,2,1,0
31-10-2025,Uttar Pradesh,Gorakhpur,273003,1,0,0
31-10-2025,Uttar Pradesh,Gorakhpur,273004,0,1,0
31-10-2025,Uttar Pradesh,Gorakhpur,273008,0,2,1
31-10-2025,Uttar Pradesh,Gorakhpur,273015,8,6,1
31-10-2025,Uttar Pradesh,Gorakhpur,273016,5,5,0
31-10-2025,Uttar Pradesh,Gorakhpur,273213,2,3,0
31-10-2025,Uttar Pradesh,Gorakhpur,273408,1,1,0
12-11-2025,Uttar Pradesh,Gorakhpur,273001,3,5,1
12-11-2025,Uttar Pradesh,Gorakhpur,273002,1,0,0
12-11-2025,Uttar Pradesh,Gorakhpur,273003,0,1,0
12-11-2025,Uttar Pradesh,Gorakhpur,273007,2,1,0
12-11-2025,Uttar Pradesh,Gorakhpur,273016,0,9,0
12-11-2025,Uttar Pradesh,Gorakhpur,273017,0,0,1
12-11-2025,Uttar Pradesh,Gorakhpur,273211,1,6,0
12-11-2025,Uttar Pradesh,Gorakhpur,273404,4,2,0
12-11-2025,Uttar Pradesh,Gorakhpur,273405,0,1,0
12-11-2025,Uttar Pradesh,Gorakhpur,273407,1,1,0
12-11-2025,Uttar Pradesh,Gorakhpur,273412,2,1,0
10-11-2025,Uttar Pradesh,Gorakhpur,273006,1,1,0
10-11-2025,Uttar Pradesh,Gorakhpur,273010,2,3,0
10-11-2025,Uttar Pradesh,Gorakhpur,273013,7,7,0
10-11-2025,Uttar Pradesh,Gorakhpur,273016,2,6,0
10-11-2025,Uttar Pradesh,Gorakhpur,273158,2,7,1
10-11-2025,Uttar Pradesh,Gorakhpur,273306,3,4,0
10-11-2025,Uttar Pradesh,Gorakhpur,273402,6,2,0
10-11-2025,Uttar Pradesh,Gorakhpur,273407,5,8,0
11-11-2025,Uttar Pradesh,Gorakhpur,273002,4,2,0
11-11-2025,Uttar Pradesh,Gorakhpur,273006,1,0,0
11-11-2025,Uttar Pradesh,Gorakhpur,273007,1,7,0
11-11-2025,Uttar Pradesh,Gorakhpur,273013,2,3,0
11-11-2025,Uttar Pradesh,Gorakhpur,273015,3,1,0
11-11-2025,Uttar Pradesh,Gorakhpur,273158,1,2,0
11-11-2025,Uttar Pradesh,Gorakhpur,273165,3,3,0
11-11-2025,Uttar Pradesh,Gorakhpur,273211,1,2,0
11-11-2025,Uttar Pradesh,Gorakhpur,273403,4,4,0
11-11-2025,Uttar Pradesh,Gorakhpur,273406,2,1,0
11-11-2025,Uttar Pradesh,Gorakhpur,273407,1,4,0
11-11-2025,Uttar Pradesh,Gorakhpur,273408,3,6,0
11-11-2025,Uttar Pradesh,Gorakhpur,273411,1,0,0
16-11-2025,Uttar Pradesh,Gorakhpur,273165,2,6,0
16-11-2025,Uttar Pradesh,Gorakhpur,273202,2,2,0
16-11-2025,Uttar Pradesh,Gorakhpur,273411,3,5,0
15-11-2025,Uttar Pradesh,Gorakhpur,273003,7,1,0
15-11-2025,Uttar Pradesh,Gorakhpur,273006,4,1,0
15-11-2025,Uttar Pradesh,Gorakhpur,273403,6,12,0
15-11-2025,Uttar Pradesh,Gorakhpur,273412,3,3,0
03-11-2025,Uttar Pradesh,Gorakhpur,273001,1,5,0
03-11-2025,Uttar Pradesh,Gorakhpur,273014,1,0,0
03-11-2025,Uttar Pradesh,Gorakhpur,273015,1,0,0
03-11-2025,Uttar Pradesh,Gorakhpur,273152,0,1,0
03-11-2025,Uttar Pradesh,Gorakhpur,273158,0,3,0
03-11-2025,Uttar Pradesh,Gorakhpur,273213,1,0,0
03-11-2025,Uttar Pradesh,Gorakhpur,273407,1,0,0
05-11-2025,Uttar Pradesh,Gorakhpur,273001,5,17,0
05-11-2025,Uttar Pradesh,Gorakhpur,273005,1,1,0
05-11-2025,Uttar Pradesh,Gorakhpur,273008,2,1,0
05-11-2025,Uttar Pradesh,Gorakhpur,273402,6,9,0
05-11-2025,Uttar Pradesh,Gorakhpur,273403,1,3,0
05-11-2025,Uttar Pradesh,Gorakhpur,273406,2,3,0
05-11-2025,Uttar Pradesh,Gorakhpur,273408,6,10,0
04-11-2025,Uttar Pradesh,Gorakhpur,273002,0,1,0
07-11-2025,Uttar Pradesh,Gorakhpur,273008,3,2,0
07-11-2025,Uttar Pradesh,Gorakhpur,273014,1,1,0
07-11-2025,Uttar Pradesh,Gorakhpur,273015,2,5,0
06-11-2025,Uttar Pradesh,Gorakhpur,273009,0,1,0
06-11-2025,Uttar Pradesh,Gorakhpur,273013,0,2,0
06-11-2025,Uttar Pradesh,Gorakhpur,273152,2,0,0
06-11-2025,Uttar Pradesh,Gorakhpur,273158,5,5,0
06-11-2025,Uttar Pradesh,Gorakhpur,273211,4,1,0
06-11-2025,Uttar Pradesh,Gorakhpur,273306,1,0,0
06-11-2025,Uttar Pradesh,Gorakhpur,273402,3,5,0
06-11-2025,Uttar Pradesh,Gorakhpur,273405,1,0,0
08-11-2025,Uttar Pradesh,Gorakhpur,273005,0,3,0
08-11-2025,Uttar Pradesh,Gorakhpur,273008,1,3,0
08-11-2025,Uttar Pradesh,Gorakhpur,273165,5,10,0
08-11-2025,Uttar Pradesh,Gorakhpur,273209,4,8,0
09-11-2025,Uttar Pradesh,Gorakhpur,273010,0,1,0
09-11-2025,Uttar Pradesh,Gorakhpur,273013,3,5,0
09-11-2025,Uttar Pradesh,Gorakhpur,273014,4,0,0
09-11-2025,Uttar Pradesh,Gorakhpur,273158,3,3,0
13-11-2025,Uttar Pradesh,Gorakhpur,273002,2,3,0
13-11-2025,Uttar Pradesh,Gorakhpur,273013,2,8,0
13-11-2025,Uttar Pradesh,Gorakhpur,273016,1,1,0
13-11-2025,Uttar Pradesh,Gorakhpur,273404,1,1,0
14-11-2025,Uttar Pradesh,Gorakhpur,273005,1,4,0
14-11-2025,Uttar Pradesh,Gorakhpur,273007,2,2,0
14-11-2025,Uttar Pradesh,Gorakhpur,273015,2,5,0
14-11-2025,Uttar Pradesh,Gorakhpur,273212,3,0,0
14-11-2025,Uttar Pradesh,Gorakhpur,273213,1,1,0
14-11-2025,Uttar Pradesh,Gorakhpur,273413,2,3,0
18-11-2025,Uttar Pradesh,Gorakhpur,273155,0,3,0
18-11-2025,Uttar Pradesh,Gorakhpur,273165,7,8,0
18-11-2025,Uttar Pradesh,Gorakhpur,273202,5,6,0
18-11-2025,Uttar Pradesh,Gorakhpur,273209,4,8,0
18-11-2025,Uttar Pradesh,Gorakhpur,273404,4,3,0
18-11-2025,Uttar Pradesh,Gorakhpur,273405,2,6,0
18-11-2025,Uttar Pradesh,Gorakhpur,273411,3,6,0
17-11-2025,Uttar Pradesh,Gorakhpur,273002,1,1,0
17-11-2025,Uttar Pradesh,Gorakhpur,273010,0,1,0
17-11-2025,Uttar Pradesh,Gorakhpur,273014,0,1,0
17-11-2025,Uttar Pradesh,Gorakhpur,273213,1,1,0
17-11-2025,Uttar Pradesh,Gorakhpur,273402,1,0,0
17-11-2025,Uttar Pradesh,Gorakhpur,273405,1,0,0
19-11-2025,Uttar Pradesh,Gorakhpur,273012,2,0,0
19-11-2025,Uttar Pradesh,Gorakhpur,273203,2,1,0
19-11-2025,Uttar Pradesh,Gorakhpur,273212,7,8,0
19-11-2025,Uttar Pradesh,Gorakhpur,273401,6,5,0
19-11-2025,Uttar Pradesh,Gorakhpur,273407,6,3,0
25-11-2025,Uttar Pradesh,Gorakhpur,273005,0,3,0
25-11-2025,Uttar Pradesh,Gorakhpur,273008,1,2,0
25-11-2025,Uttar Pradesh,Gorakhpur,273012,0,1,0
25-11-2025,Uttar Pradesh,Gorakhpur,273016,3,6,0
25-11-2025,Uttar Pradesh,Gorakhpur,273165,4,11,0
