date,state,district,pincode,age_0_5,age_5_17,age_18_greater
23-09-2025,Rajasthan,Jaipur,303803,0,1,0
23-09-2025,Rajasthan,Jaipur,303901,0,2,0
24-09-2025,Rajasthan,Jaipur,302011,1,0,0
24-09-2025,Rajasthan,Jaipur,302022,1,0,0
24-09-2025,Rajasthan,Jaipur,302027,3,0,0
24-09-2025,Rajasthan,Jaipur,302034,1,0,0
24-09-2025,Rajasthan,Jaipur,303003,1,3,0
24-09-2025,Rajasthan,Jaipur,303006,1,3,0
24-09-2025,Rajasthan,Jaipur,303009,4,0,0
24-09-2025,Rajasthan,Jaipur,303601,3,0,0
24-09-2025,Rajasthan,Jaipur,303704,1,0,0
24-09-2025,Rajasthan,Jaipur,303806,2,0,0
24-09-2025,Rajasthan,Jaipur,303908,0,2,0
27-09-2025,Rajasthan,Jaipur,302016,2,0,0
27-09-2025,Rajasthan,Jaipur,302033,3,1,0
27-09-2025,Rajasthan,Jaipur,303007,2,0,0
27-09-2025,Rajasthan,Jaipur,303009,0,1,0
27-09-2025,Rajasthan,Jaipur,303901,1,0,0
28-09-2025,Rajasthan,Jaipur,302006,2,0,0
28-09-2025,Rajasthan,Jaipur,302020,1,0,0
28-09-2025,Rajasthan,Jaipur,302028,2,1,0
28-09-2025,Rajasthan,Jaipur,303603,1,0,0
26-09-2025,Rajasthan,Jaipur,302001,2,1,0
26-09-2025,Rajasthan,Jaipur,302006,1,0,0
26-09-2025,Rajasthan,Jaipur,302017,1,2,0
26-09-2025,Rajasthan,Jaipur,302034,1,0,0
26-09-2025,Rajasthan,Jaipur,303102,3,0,0
26-09-2025,Rajasthan,Jaipur,303106,5,1,0
26-09-2025,Rajasthan,Jaipur,303120,2,0,0
26-09-2025,Rajasthan,Jaipur,303712,1,2,0
26-09-2025,Rajasthan,Jaipur,303804,1,0,0
26-09-2025,Rajasthan,Jaipur,303806,2,1,0
30-09-2025,Rajasthan,Jaipur,302020,0,3,0
26-10-2025,Rajasthan,Jaipur,302004,1,0,0
26-10-2025,Rajasthan,Jaipur,302016,2,0,0
26-10-2025,Rajasthan,Jaipur,302026,0,1,0
26-10-2025,Rajasthan,Jaipur,303005,1,1,1
26-10-2025,Rajasthan,Jaipur,303338,0,1,0
26-10-2025,Rajasthan,Jaipur,303801,0,1,0
15-10-2025,Rajasthan,Jaipur,302011,1,0,0
15-10-2025,Rajasthan,Jaipur,302017,2,4,0
15-10-2025,Rajasthan,Jaipur,302020,2,2,1
15-10-2025,Rajasthan,Jaipur,302021,3,3,0
15-10-2025,Rajasthan,Jaipur,302022,0,1,0
15-10-2025,Rajasthan,Jaipur,302031,0,2,0
15-10-2025,Rajasthan,Jaipur,302039,2,2,0
15-10-2025,Rajasthan,Jaipur,303002,1,0,0
15-10-2025,Rajasthan,Jaipur,303005,5,1,1
15-10-2025,Rajasthan,Jaipur,303007,1,0,0
15-10-2025,Rajasthan,Jaipur,303012,1,1,0
15-10-2025,Rajasthan,Jaipur,303805,3,2,0
15-10-2025,Rajasthan,Jaipur,303807,2,0,0
13-10-2025,Rajasthan,Jaipur,302001,4,0,0
13-10-2025,Rajasthan,Jaipur,302003,13,3,0
13-10-2025,Rajasthan,Jaipur,302016,5,2,0
13-10-2025,Rajasthan,Jaipur,302023,2,0,0
13-10-2025,Rajasthan,Jaipur,302026,0,2,0
13-10-2025,Rajasthan,Jaipur,302027,8,3,0
13-10-2025,Rajasthan,Jaipur,302028,2,2,0
13-10-2025,Rajasthan,Jaipur,302031,16,4,0
13-10-2025,Rajasthan,Jaipur,302039,4,0,0
13-10-2025,Rajasthan,Jaipur,303002,2,4,0
13-10-2025,Rajasthan,Jaipur,303105,2,0,0
13-10-2025,Rajasthan,Jaipur,303119,3,3,0
13-10-2025,Rajasthan,Jaipur,303704,3,0,0
13-10-2025,Rajasthan,Jaipur,303803,1,1,0
13-10-2025,Rajasthan,Jaipur,303901,5,1,1
16-10-2025,Rajasthan,Jaipur,302011,1,0,0
16-10-2025,Rajasthan,Jaipur,302012,7,3,0
16-10-2025,Rajasthan,Jaipur,302013,3,1,0
16-10-2025,Rajasthan,Jaipur,303007,3,1,0
16-10-2025,Rajasthan,Jaipur,303119,1,1,0
16-10-2025,Rajasthan,Jaipur,303301,1,3,0
16-10-2025,Rajasthan,Jaipur,303338,1,0,0
16-10-2025,Rajasthan,Jaipur,303706,0,1,0
16-10-2025,Rajasthan,Jaipur,303801,0,1,0
16-10-2025,Rajasthan,Jaipur,303802,0,1,0
16-10-2025,Rajasthan,Jaipur,303805,1,0,0
16-10-2025,Rajasthan,Jaipur,303901,0,2,1
16-10-2025,Rajasthan,Jaipur,303908,2,2,0
17-10-2025,Rajasthan,Jaipur,302004,6,2,0
17-10-2025,Rajasthan,Jaipur,302006,6,1,0
17-10-2025,Rajasthan,Jaipur,302012,23,9,1
17-10-2025,Rajasthan,Jaipur,302013,4,0,0
17-10-2025,Rajasthan,Jaipur,302021,8,2,0
17-10-2025,Rajasthan,Jaipur,302023,1,0,0
17-10-2025,Rajasthan,Jaipur,302025,1,1,0
17-10-2025,Rajasthan,Jaipur,302027,5,3,0
17-10-2025,Rajasthan,Jaipur,302039,5,2,0
17-10-2025,Rajasthan,Jaipur,303002,2,2,0
17-10-2025,Rajasthan,Jaipur,303004,1,0,0
17-10-2025,Rajasthan,Jaipur,303006,0,1,0
17-10-2025,Rajasthan,Jaipur,303012,2,0,0
17-10-2025,Rajasthan,Jaipur,303102,3,3,0
17-10-2025,Rajasthan,Jaipur,303302,1,1,0
17-10-2025,Rajasthan,Jaipur,303602,1,1,0
17-10-2025,Rajasthan,Jaipur,303603,10,3,0
17-10-2025,Rajasthan,Jaipur,303604,4,3,0
17-10-2025,Rajasthan,Jaipur,303803,2,2,0
17-10-2025,Rajasthan,Jaipur,303807,2,1,0
18-10-2025,Rajasthan,Jaipur,302001,1,0,0
18-10-2025,Rajasthan,Jaipur,302006,5,0,0
18-10-2025,Rajasthan,Jaipur,303004,1,0,0
18-10-2025,Rajasthan,Jaipur,303005,4,0,0
18-10-2025,Rajasthan,Jaipur,303102,2,1,0
18-10-2025,Rajasthan,Jaipur,303106,3,0,0
18-10-2025,Rajasthan,Jaipur,303108,2,1,0
18-10-2025,Rajasthan,Jaipur,303109,3,1,0
18-10-2025,Rajasthan,Jaipur,303120,5,2,0
18-10-2025,Rajasthan,Jaipur,303338,0,2,0
18-10-2025,Rajasthan,Jaipur,303704,1,0,0
18-10-2025,Rajasthan,Jaipur,303903,2,0,0
20-10-2025,Rajasthan,Jaipur,302002,1,1,0
20-10-2025,Rajasthan,Jaipur,302012,7,0,0
20-10-2025,Rajasthan,Jaipur,303305,1,0,0
19-10-2025,Rajasthan,Jaipur,302003,5,1,0
19-10-2025,Rajasthan,Jaipur,302013,1,1,0
19-10-2025,Rajasthan,Jaipur,302034,1,0,0
19-10-2025,Rajasthan,Jaipur,302037,1,0,0
19-10-2025,Rajasthan,Jaipur,303003,2,1,0
19-10-2025,Rajasthan,Jaipur,303006,2,0,0
19-10-2025,Rajasthan,Jaipur,303012,3,2,0
19-10-2025,Rajasthan,Jaipur,303103,1,2,0
19-10-2025,Rajasthan,Jaipur,303106,1,0,0
19-10-2025,Rajasthan,Jaipur,303108,1,1,0
19-10-2025,Rajasthan,Jaipur,303338,1,0,0
19-10-2025,Rajasthan,Jaipur,303601,0,2,0
19-10-2025,Rajasthan,Jaipur,303706,1,0,0
19-10-2025,Rajasthan,Jaipur,303802,0,1,0
21-10-2025,Rajasthan,Jaipur,302004,1,0,0
21-10-2025,Rajasthan,Jaipur,302012,1,0,0
21-10-2025,Rajasthan,Jaipur,302018,1,0,0
21-10-2025,Rajasthan,Jaipur,303603,1,0,0
24-10-2025,Rajasthan,Jaipur,302011,0,1,0
24-10-2025,Rajasthan,Jaipur,302017,1,1,0
24-10-2025,Rajasthan,Jaipur,302021,2,0,0
24-10-2025,Rajasthan,Jaipur,303007,1,0,0
24-10-2025,Rajasthan,Jaipur,303008,1,0,0
24-10-2025,Rajasthan,Jaipur,303302,1,1,0
24-10-2025,Rajasthan,Jaipur,303305,1,0,0
24-10-2025,Rajasthan,Jaipur,303338,1,0,0
24-10-2025,Rajasthan,Jaipur,303803,0,1,0
24-10-2025,Rajasthan,Jaipur,303805,1,1,0
25-10-2025,Rajasthan,Jaipur,302022,1,0,0
25-10-2025,Rajasthan,Jaipur,302026,1,0,0
25-10-2025,Rajasthan,Jaipur,302028,2,0,0
25-10-2025,Rajasthan,Jaipur,302034,1,0,0
25-10-2025,Rajasthan,Jaipur,302039,2,0,0
25-10-2025,Rajasthan,Jaipur,303003,0,2,0
25-10-2025,Rajasthan,Jaipur,303005,1,0,0
25-10-2025,Rajasthan,Jaipur,303105,2,2,0
25-10-2025,Rajasthan,Jaipur,303107,2,0,0
25-10-2025,Rajasthan,Jaipur,303108,2,2,0
25-10-2025,Rajasthan,Jaipur,303120,0,1,0
25-10-2025,Rajasthan,Jaipur,303905,0,1,0
27-10-2025,Rajasthan,Jaipur,302016,0,1,0
27-10-2025,Rajasthan,Jaipur,302017,1,1,0
27-10-2025,Rajasthan,Jaipur,302021,1,0,0
27-10-2025,Rajasthan,Jaipur,303012,0,1,0
27-10-2025,Rajasthan,Jaipur,303804,1,0,0
27-10-2025,Rajasthan,Jaipur,303901,1,1,0
28-10-2025,Rajasthan,Jaipur,302013,0,1,0
28-10-2025,Rajasthan,Jaipur,302017,5,0,0
28-10-2025,Rajasthan,Jaipur,302018,1,0,0
28-10-2025,Rajasthan,Jaipur,302026,1,0,0
28-10-2025,Rajasthan,Jaipur,303103,2,2,0
28-10-2025,Rajasthan,Jaipur,303106,5,1,0
28-10-2025,Rajasthan,Jaipur,303107,3,1,0
28-10-2025,Rajasthan,Jaipur,303305,0,2,0
28-10-2025,Rajasthan,Jaipur,303338,1,2,0
28-10-2025,Rajasthan,Jaipur,303601,1,0,0
28-10-2025,Rajasthan,Jaipur,303801,2,2,0
28-10-2025,Rajasthan,Jaipur,303805,1,0,0
28-10-2025,Rajasthan,Jaipur,303806,1,0,0
28-10-2025,Rajasthan,Jaipur,303807,1,0,0
28-10-2025,Rajasthan,Jaipur,303903,3,0,0
05-11-2025,Rajasthan,Jaipur,302012,32,17,0
05-11-2025,Rajasthan,Jaipur,302013,5,2,0
05-11-2025,Rajasthan,Jaipur,302020,7,4,0
05-11-2025,Rajasthan,Jaipur,302021,6,1,0
05-11-2025,Rajasthan,Jaipur,302027,13,2,0
05-11-2025,Rajasthan,Jaipur,302028,5,3,0
05-11-2025,Rajasthan,Jaipur,302032,1,0,0
05-11-2025,Rajasthan,Jaipur,302033,5,0,0
05-11-2025,Rajasthan,Jaipur,303007,3,0,0
05-11-2025,Rajasthan,Jaipur,303012,7,1,0
05-11-2025,Rajasthan,Jaipur,303102,4,0,0
05-11-2025,Rajasthan,Jaipur,303105,6,1,0
05-11-2025,Rajasthan,Jaipur,303106,4,0,0
05-11-2025,Rajasthan,Jaipur,303108,4,3,0
05-11-2025,Rajasthan,Jaipur,303507,1,0,0
05-11-2025,Rajasthan,Jaipur,303706,2,0,0
05-11-2025,Rajasthan,Jaipur,303807,2,1,0
05-11-2025,Rajasthan,Jaipur,303901,4,1,0
05-11-2025,Rajasthan,Jaipur,303908,11,5,0
03-11-2025,Rajasthan,Jaipur,302002,3,1,0
03-11-2025,Rajasthan,Jaipur,302028,0,1,0
03-11-2025,Rajasthan,Jaipur,302031,3,2,0
03-11-2025,Rajasthan,Jaipur,303104,2,1,0
03-11-2025,Rajasthan,Jaipur,303602,2,0,0
03-11-2025,Rajasthan,Jaipur,303803,0,2,0
03-11-2025,Rajasthan,Jaipur,303901,1,2,0
04-11-2025,Rajasthan,Jaipur,302026,1,0,0
07-11-2025,Rajasthan,Jaipur,302002,3,2,0
07-11-2025,Rajasthan,Jaipur,302012,13,4,0
07-11-2025,Rajasthan,Jaipur,302017,3,1,0
07-11-2025,Rajasthan,Jaipur,302020,4,0,0
07-11-2025,Rajasthan,Jaipur,302025,1,0,0
07-11-2025,Rajasthan,Jaipur,302033,2,0,0
07-11-2025,Rajasthan,Jaipur,303001,2,0,0
07-11-2025,Rajasthan,Jaipur,303009,2,0,0
07-11-2025,Rajasthan,Jaipur,303104,2,3,0
07-11-2025,Rajasthan,Jaipur,303328,0,1,0
07-11-2025,Rajasthan,Jaipur,303804,1,0,0
07-11-2025,Rajasthan,Jaipur,303903,1,0,0
07-11-2025,Rajasthan,Jaipur,303904,0,1,0
07-11-2025,Rajasthan,Jaipur,303905,2,0,0
06-11-2025,Rajasthan,Jaipur,302013,2,1,0
06-11-2025,Rajasthan,Jaipur,302018,1,1,0
06-11-2025,Rajasthan,Jaipur,302021,5,0,0
06-11-2025,Rajasthan,Jaipur,302026,3,2,0
06-11-2025,Rajasthan,Jaipur,302033,2,3,0
06-11-2025,Rajasthan,Jaipur,302037,1,0,0
06-11-2025,Rajasthan,Jaipur,303005,3,2,0
06-11-2025,Rajasthan,Jaipur,303006,3,1,0
06-11-2025,Rajasthan,Jaipur,303012,2,1,0
06-11-2025,Rajasthan,Jaipur,303301,9,0,0
06-11-2025,Rajasthan,Jaipur,303302,2,1,0
06-11-2025,Rajasthan,Jaipur,303603,6,0,0
06-11-2025,Rajasthan,Jaipur,303701,2,0,0
06-11-2025,Rajasthan,Jaipur,303704,0,2,0
06-11-2025,Rajasthan,Jaipur,303712,3,0,0
06-11-2025,Rajasthan,Jaipur,303807,2,1,0
06-11-2025,Rajasthan,Jaipur,303905,2,1,0
08-11-2025,Rajasthan,Jaipur,302003,5,1,0
08-11-2025,Rajasthan,Jaipur,302006,8,0,0
08-11-2025,Rajasthan,Jaipur,302016,9,2,0
08-11-2025,Rajasthan,Jaipur,302019,1,0,0
08-11-2025,Rajasthan,Jaipur,302021,6,1,0
08-11-2025,Rajasthan,Jaipur,302034,1,0,0
08-11-2025,Rajasthan,Jaipur,303002,0,1,0
08-11-2025,Rajasthan,Jaipur,303004,1,1,0
08-11-2025,Rajasthan,Jaipur,303103,4,2,0
08-11-2025,Rajasthan,Jaipur,303106,3,1,0
08-11-2025,Rajasthan,Jaipur,303348,3,1,0
08-11-2025,Rajasthan,Jaipur,303802,1,0,0
08-11-2025,Rajasthan,Jaipur,303805,2,1,0
09-11-2025,Rajasthan,Jaipur,302004,2,2,1
09-11-2025,Rajasthan,Jaipur,302012,17,1,0
09-11-2025,Rajasthan,Jaipur,302019,1,1,0
09-11-2025,Rajasthan,Jaipur,302020,4,3,0
09-11-2025,Rajasthan,Jaipur,302022,1,0,0
09-11-2025,Rajasthan,Jaipur,302025,2,0,0
09-11-2025,Rajasthan,Jaipur,302027,7,0,0
09-11-2025,Rajasthan,Jaipur,303103,3,3,0
09-11-2025,Rajasthan,Jaipur,303104,2,1,0
09-11-2025,Rajasthan,Jaipur,303302,0,1,0
09-11-2025,Rajasthan,Jaipur,303305,2,0,0
09-11-2025,Rajasthan,Jaipur,303338,4,1,0
09-11-2025,Rajasthan,Jaipur,303348,2,1,0
09-11-2025,Rajasthan,Jaipur,303603,3,1,0
09-11-2025,Rajasthan,Jaipur,303604,4,1,0
09-11-2025,Rajasthan,Jaipur,303704,1,0,0
09-11-2025,Rajasthan,Jaipur,303805,1,0,0
13-11-2025,Rajasthan,Jaipur,302004,1,0,8
13-11-2025,Rajasthan,Jaipur,302006,4,2,5
13-11-2025,Rajasthan,Jaipur,302018,0,0,1
13-11-2025,Rajasthan,Jaipur,302031,4,0,10
13-11-2025,Rajasthan,Jaipur,303001,1,0,1
13-11-2025,Rajasthan,Jaipur,303005,2,1,3
13-11-2025,Rajasthan,Jaipur,303006,1,1,1
13-11-2025,Rajasthan,Jaipur,303120,3,1,0
13-11-2025,Rajasthan,Jaipur,303301,1,2,3
13-11-2025,Rajasthan,Jaipur,303302,0,0,2
13-11-2025,Rajasthan,Jaipur,303604,1,1,0
13-11-2025,Rajasthan,Jaipur,303804,0,1,1
12-11-2025,Rajasthan,Jaipur,302001,5,1,6
12-11-2025,Rajasthan,Jaipur,302002,4,1,7
12-11-2025,Rajasthan,Jaipur,302006,1,4,3
12-11-2025,Rajasthan,Jaipur,302017,3,2,3
12-11-2025,Rajasthan,Jaipur,302028,1,3,0
12-11-2025,Rajasthan,Jaipur,303008,3,3,0
12-11-2025,Rajasthan,Jaipur,303104,1,2,0
12-11-2025,Rajasthan,Jaipur,303105,1,1,0
12-11-2025,Rajasthan,Jaipur,303107,1,4,2
12-11-2025,Rajasthan,Jaipur,303110,0,1,0
12-11-2025,Rajasthan,Jaipur,303704,2,0,1
12-11-2025,Rajasthan,Jaipur,303807,0,2,0
12-11-2025,Rajasthan,Jaipur,303908,0,1,1
16-11-2025,Rajasthan,Jaipur,302016,12,3,0
16-11-2025,Rajasthan,Jaipur,302020,5,1,1
16-11-2025,Rajasthan,Jaipur,302029,6,7,5
16-11-2025,Rajasthan,Jaipur,303006,5,0,0
16-11-2025,Rajasthan,Jaipur,303012,3,7,0
16-11-2025,Rajasthan,Jaipur,303106,4,1,0
16-11-2025,Rajasthan,Jaipur,303108,4,3,0
16-11-2025,Rajasthan,Jaipur,303120,0,1,0
16-11-2025,Rajasthan,Jaipur,303301,1,0,0
16-11-2025,Rajasthan,Jaipur,303804,0,1,0
16-11-2025,Rajasthan,Jaipur,303806,2,0,0
17-11-2025,Rajasthan,Jaipur,302001,3,2,0
17-11-2025,Rajasthan,Jaipur,302012,10,3,0
17-11-2025,Rajasthan,Jaipur,303006,0,1,0
17-11-2025,Rajasthan,Jaipur,303104,1,1,0
17-11-2025,Rajasthan,Jaipur,303305,2,0,0
17-11-2025,Rajasthan,Jaipur,303601,1,2,0
17-11-2025,Rajasthan,Jaipur,303604,3,0,0
17-11-2025,Rajasthan,Jaipur,303805,1,0,0
17-11-2025,Rajasthan,Jaipur,303807,1,0,0
17-11-2025,Rajasthan,Jaipur,303905,1,1,0
25-11-2025,Rajasthan,Jaipur,302004,3,0,0
25-11-2025,Rajasthan,Jaipur,302011,1,1,0
25-11-2025,Rajasthan,Jaipur,302013,2,2,1
25-11-2025,Rajasthan,Jaipur,302015,4,2,0
25-11-2025,Rajasthan,Jaipur,302033,6,1,0
25-11-2025,Rajasthan,Jaipur,303006,6,0,0
25-11-2025,Rajasthan,Jaipur,303301,5,2,0
25-11-2025,Rajasthan,Jaipur,303338,3,0,0
25-11-2025,Rajasthan,Jaipur,303603,2,1,0
25-11-2025,Rajasthan,Jaipur,303801,5,1,0
25-11-2025,Rajasthan,Jaipur,303802,1,1,0
25-11-2025,Rajasthan,Jaipur,303805,1,1,2
25-11-2025,Rajasthan,Jaipur,303904,3,1,0
25-11-2025,Rajasthan,Jaipur,303905,1,0,0
15-12-2025,Rajasthan,Jaipur,302002,14,12,0
15-12-2025,Rajasthan,Jaipur,302012,35,19,0
15-12-2025,Rajasthan,Jaipur,302021,12,5,0
15-12-2025,Rajasthan,Jaipur,302022,1,3,1
15-12-2025,Rajasthan,Jaipur,302026,4,10,1
15-12-2025,Rajasthan,Jaipur,302032,1,0,0
15-12-2025,Rajasthan,Jaipur,302034,7,1,0
15-12-2025,Rajasthan,Jaipur,302039,7,1,0
15-12-2025,Rajasthan,Jaipur,303005,1,2,0
15-12-2025,Rajasthan,Jaipur,303012,3,5,0
15-12-2025,Rajasthan,Jaipur,303103,13,3,0
15-12-2025,Rajasthan,Jaipur,303105,7,5,0
15-12-2025,Rajasthan,Jaipur,303120,2,10,0
15-12-2025,Rajasthan,Jaipur,303601,3,0,0
15-12-2025,Rajasthan,Jaipur,303704,0,4,0
15-12-2025,Rajasthan,Jaipur,303706,3,2,0
15-12-2025,Rajasthan,Jaipur,303908,3,6,0
30-10-2025,Rajasthan,Jaipur,302001,9,1,0
30-10-2025,Rajasthan,Jaipur,302002,15,5,0
30-10-2025,Rajasthan,Jaipur,302003,4,6,0
30-10-2025,Rajasthan,Jaipur,302020,16,4,0
30-10-2025,Rajasthan,Jaipur,302022,2,2,0
30-10-2025,Rajasthan,Jaipur,302023,1,0,0
30-10-2025,Rajasthan,Jaipur,302031,8,13,0
30-10-2025,Rajasthan,Jaipur,303001,4,1,0
30-10-2025,Rajasthan,Jaipur,303006,1,2,0
30-10-2025,Rajasthan,Jaipur,303106,9,10,0
30-10-2025,Rajasthan,Jaipur,303107,5,3,0
30-10-2025,Rajasthan,Jaipur,303108,6,7,0
30-10-2025,Rajasthan,Jaipur,303110,4,3,0
30-10-2025,Rajasthan,Jaipur,303328,4,3,0
30-10-2025,Rajasthan,Jaipur,303338,4,4,0
30-10-2025,Rajasthan,Jaipur,303603,7,6,0
30-10-2025,Rajasthan,Jaipur,303604,3,3,0
30-10-2025,Rajasthan,Jaipur,303704,1,2,0
29-10-2025,Rajasthan,Jaipur,302002,8,0,0
29-10-2025,Rajasthan,Jaipur,302003,3,0,0
29-10-2025,Rajasthan,Jaipur,302016,3,2,0
29-10-2025,Rajasthan,Jaipur,302019,1,1,0
29-10-2025,Rajasthan,Jaipur,302026,0,1,0
29-10-2025,Rajasthan,Jaipur,303001,2,1,0
29-10-2025,Rajasthan,Jaipur,303008,0,2,0
29-10-2025,Rajasthan,Jaipur,303106,1,0,0
29-10-2025,Rajasthan,Jaipur,303109,0,1,0
29-10-2025,Rajasthan,Jaipur,303110,2,0,0
29-10-2025,Rajasthan,Jaipur,303328,1,0,0
29-10-2025,Rajasthan,Jaipur,303604,2,1,0
29-10-2025,Rajasthan,Jaipur,303712,1,0,0
02-11-2025,Rajasthan,Jaipur,302002,16,1,0
02-11-2025,Rajasthan,Jaipur,302006,10,5,0
02-11-2025,Rajasthan,Jaipur,302020,13,4,0
02-11-2025,Rajasthan,Jaipur,302026,3,5,0
02-11-2025,Rajasthan,Jaipur,303007,3,1,0
02-11-2025,Rajasthan,Jaipur,303009,4,2,0
02-11-2025,Rajasthan,Jaipur,303102,2,0,0
02-11-2025,Rajasthan,Jaipur,303103,6,1,0
02-11-2025,Rajasthan,Jaipur,303106,4,3,0
02-11-2025,Rajasthan,Jaipur,303120,8,8,0
02-11-2025,Rajasthan,Jaipur,303507,1,0,0
02-11-2025,Rajasthan,Jaipur,303701,3,3,0
02-11-2025,Rajasthan,Jaipur,303801,3,1,0
02-11-2025,Rajasthan,Jaipur,303806,3,0,0
02-11-2025,Rajasthan,Jaipur,303901,4,3,0
02-11-2025,Rajasthan,Jaipur,303908,4,3,0
01-11-2025,Rajasthan,Jaipur,302022,0,0,1
01-11-2025,Rajasthan,Jaipur,302025,1,0,0
01-11-2025,Rajasthan,Jaipur,302028,1,0,0
01-11-2025,Rajasthan,Jaipur,303008,0,1,0
01-11-2025,Rajasthan,Jaipur,303305,2,0,1
01-11-2025,Rajasthan,Jaipur,303903,2,1,0
31-10-2025,Rajasthan,Jaipur,302001,3,4,0
31-10-2025,Rajasthan,Jaipur,302015,3,0,0
31-10-2025,Rajasthan,Jaipur,302017,5,2,0
31-10-2025,Rajasthan,Jaipur,302026,2,2,0
31-10-2025,Rajasthan,Jaipur,302028,4,3,0
31-10-2025,Rajasthan,Jaipur,302029,15,7,0
31-10-2025,Rajasthan,Jaipur,302033,3,0,0
31-10-2025,Rajasthan,Jaipur,303001,3,1,0
31-10-2025,Rajasthan,Jaipur,303003,4,1,0
31-10-2025,Rajasthan,Jaipur,303702,1,0,0
31-10-2025,Rajasthan,Jaipur,303807,2,0,0
31-10-2025,Rajasthan,Jaipur,303901,1,2,0
31-10-2025,Rajasthan,Jaipur,303903,1,2,0
31-10-2025,Rajasthan,Jaipur,303904,1,0,0
11-11-2025,Rajasthan,Jaipur,302006,1,1,0
11-11-2025,Rajasthan,Jaipur,302016,4,3,0
11-11-2025,Rajasthan,Jaipur,302020,1,4,0
11-11-2025,Rajasthan,Jaipur,302028,1,2,0
11-11-2025,Rajasthan,Jaipur,303004,1,0,0
11-11-2025,Rajasthan,Jaipur,303005,0,1,0
11-11-2025,Rajasthan,Jaipur,303102,1,1,0
11-11-2025,Rajasthan,Jaipur,303106,4,0,0
11-11-2025,Rajasthan,Jaipur,303108,3,0,0
11-11-2025,Rajasthan,Jaipur,303305,6,0,0
11-11-2025,Rajasthan,Jaipur,303328,1,0,0
11-11-2025,Rajasthan,Jaipur,303704,4,2,0
11-11-2025,Rajasthan,Jaipur,303712,2,2,0
11-11-2025,Rajasthan,Jaipur,303804,1,0,0
11-11-2025,Rajasthan,Jaipur,303805,2,0,0
11-11-2025,Rajasthan,Jaipur,303806,1,0,0
11-11-2025,Rajasthan,Jaipur,303908,2,1,0
10-11-2025,Rajasthan,Jaipur,302001,5,4,0
10-11-2025,Rajasthan,Jaipur,302002,22,3,0
10-11-2025,Rajasthan,Jaipur,302004,5,3,1
10-11-2025,Rajasthan,Jaipur,302022,5,3,0
10-11-2025,Rajasthan,Jaipur,302028,2,2,0
10-11-2025,Rajasthan,Jaipur,302033,8,0,0
10-11-2025,Rajasthan,Jaipur,302039,5,2,0
10-11-2025,Rajasthan,Jaipur,303002,4,1,0
10-11-2025,Rajasthan,Jaipur,303012,9,2,0
10-11-2025,Rajasthan,Jaipur,303305,3,3,0
10-11-2025,Rajasthan,Jaipur,303602,3,0,0
10-11-2025,Rajasthan,Jaipur,303603,5,1,0
10-11-2025,Rajasthan,Jaipur,303801,3,2,0
10-11-2025,Rajasthan,Jaipur,303803,1,2,0
10-11-2025,Rajasthan,Jaipur,303901,5,2,0
10-11-2025,Rajasthan,Jaipur,303903,7,1,0
14-11-2025,Rajasthan,Jaipur,302004,3,0,0
14-11-2025,Rajasthan,Jaipur,302018,1,1,1
14-11-2025,Rajasthan,Jaipur,302031,1,0,0
14-11-2025,Rajasthan,Jaipur,302032,3,0,0
14-11-2025,Rajasthan,Jaipur,302039,4,2,1
14-11-2025,Rajasthan,Jaipur,303104,4,1,0
14-11-2025,Rajasthan,Jaipur,303302,2,0,0
14-11-2025,Rajasthan,Jaipur,303603,2,2,0
14-11-2025,Rajasthan,Jaipur,303908,2,1,0
15-11-2025,Rajasthan,Jaipur,302001,10,7,0
15-11-2025,Rajasthan,Jaipur,302003,14,5,0
15-11-2025,Rajasthan,Jaipur,302004,14,2,1
15-11-2025,Rajasthan,Jaipur,302011,0,1,0
15-11-2025,Rajasthan,Jaipur,302017,8,7,0
15-11-2025,Rajasthan,Jaipur,302022,1,0,0
15-11-2025,Rajasthan,Jaipur,302031,10,4,0
15-11-2025,Rajasthan,Jaipur,302034,2,0,0
15-11-2025,Rajasthan,Jaipur,303003,3,1,0
15-11-2025,Rajasthan,Jaipur,303104,4,5,0
15-11-2025,Rajasthan,Jaipur,303106,7,3,0
15-11-2025,Rajasthan,Jaipur,303108,14,16,0
15-11-2025,Rajasthan,Jaipur,303302,4,0,0
15-11-2025,Rajasthan,Jaipur,303305,4,3,0
15-11-2025,Rajasthan,Jaipur,303348,9,2,0
15-11-2025,Rajasthan,Jaipur,303507,2,0,0
15-11-2025,Rajasthan,Jaipur,303601,2,1,0
15-11-2025,Rajasthan,Jaipur,303602,1,2,0
15-11-2025,Rajasthan,Jaipur,303604,11,2,0
15-11-2025,Rajasthan,Jaipur,303704,7,2,0
15-11-2025,Rajasthan,Jaipur,303802,2,0,0
15-11-2025,Rajasthan,Jaipur,303803,9,3,0
15-11-2025,Rajasthan,Jaipur,303804,2,3,0
19-11-2025,Rajasthan,Jaipur,302034,3,1,0
19-11-2025,Rajasthan,Jaipur,303001,8,2,0
19-11-2025,Rajasthan,Jaipur,303002,6,1,0
19-11-2025,Rajasthan,Jaipur,303119,9,2,0
19-11-2025,Rajasthan,Jaipur,303348,12,5,0
19-11-2025,Rajasthan,Jaipur,303603,10,1,0
19-11-2025,Rajasthan,Jaipur,303801,0,2,0
19-11-2025,Rajasthan,Jaipur,303802,1,0,0
