date,state,district,pincode,age_0_5,age_5_17,age_18_greater
05-09-2025,Uttar Pradesh,Kanpur Nagar,209202,6,1,0
04-09-2025,Uttar Pradesh,Kanpur Nagar,208008,1,1,0
04-09-2025,Uttar Pradesh,Kanpur Nagar,208011,6,6,0
04-09-2025,Uttar Pradesh,Kanpur Nagar,208015,0,3,0
04-09-2025,Uttar Pradesh,Kanpur Nagar,208023,1,2,0
04-09-2025,Uttar Pradesh,Kanpur Nagar,208025,0,2,0
04-09-2025,Uttar Pradesh,Kanpur Nagar,209208,0,1,0
04-09-2025,Uttar Pradesh,Kanpur Nagar,209209,0,10,0
04-09-2025,Uttar Pradesh,Kanpur Nagar,209401,6,4,1
07-09-2025,Uttar Pradesh,Kanpur Nagar,208011,2,6,0
07-09-2025,Uttar Pradesh,Kanpur Nagar,208012,0,1,0
07-09-2025,Uttar Pradesh,Kanpur Nagar,208013,4,0,0
07-09-2025,Uttar Pradesh,Kanpur Nagar,208021,5,5,0
07-09-2025,Uttar Pradesh,Kanpur Nagar,208022,1,0,0
07-09-2025,Uttar Pradesh,Kanpur Nagar,208023,1,2,0
07-09-2025,Uttar Pradesh,Kanpur Nagar,208025,1,0,0
09-09-2025,Uttar Pradesh,Kanpur Nagar,208002,4,7,0
09-09-2025,Uttar Pradesh,Kanpur Nagar,208008,2,2,0
09-09-2025,Uttar Pradesh,Kanpur Nagar,208011,7,8,1
09-09-2025,Uttar Pradesh,Kanpur Nagar,208015,0,2,0
09-09-2025,Uttar Pradesh,Kanpur Nagar,208019,5,1,0
09-09-2025,Uttar Pradesh,Kanpur Nagar,208026,1,0,0
09-09-2025,Uttar Pradesh,Kanpur Nagar,209204,0,5,0
09-09-2025,Uttar Pradesh,Kanpur Nagar,209208,1,15,0
09-09-2025,Uttar Pradesh,Kanpur Nagar,209402,8,1,0
08-09-2025,Uttar Pradesh,Kanpur Nagar,208005,5,1,0
08-09-2025,Uttar Pradesh,Kanpur Nagar,208012,2,3,0
08-09-2025,Uttar Pradesh,Kanpur Nagar,209203,3,2,0
08-09-2025,Uttar Pradesh,Kanpur Nagar,209210,4,3,0
08-09-2025,Uttar Pradesh,Kanpur Nagar,209217,2,5,0
08-09-2025,Uttar Pradesh,Kanpur Nagar,209401,0,4,0
10-09-2025,Uttar Pradesh,Kanpur Nagar,208007,2,4,0
10-09-2025,Uttar Pradesh,Kanpur Nagar,208014,4,6,2
10-09-2025,Uttar Pradesh,Kanpur Nagar,208016,2,3,0
10-09-2025,Uttar Pradesh,Kanpur Nagar,208017,5,2,0
10-09-2025,Uttar Pradesh,Kanpur Nagar,208023,2,1,1
10-09-2025,Uttar Pradesh,Kanpur Nagar,208024,0,2,0
10-09-2025,Uttar Pradesh,Kanpur Nagar,208027,8,9,0
10-09-2025,Uttar Pradesh,Kanpur Nagar,209203,2,1,0
10-09-2025,Uttar Pradesh,Kanpur Nagar,209206,5,11,0
10-09-2025,Uttar Pradesh,Kanpur Nagar,209209,1,0,0
10-09-2025,Uttar Pradesh,Kanpur Nagar,209210,3,0,0
10-09-2025,Uttar Pradesh,Kanpur Nagar,209304,2,3,1
11-09-2025,Uttar Pradesh,Kanpur Nagar,208003,1,3,0
11-09-2025,Uttar Pradesh,Kanpur Nagar,208004,2,4,0
11-09-2025,Uttar Pradesh,Kanpur Nagar,208005,4,4,0
11-09-2025,Uttar Pradesh,Kanpur Nagar,208013,2,3,0
11-09-2025,Uttar Pradesh,Kanpur Nagar,208016,2,0,0
11-09-2025,Uttar Pradesh,Kanpur Nagar,208019,7,4,0
11-09-2025,Uttar Pradesh,Kanpur Nagar,208020,1,2,0
11-09-2025,Uttar Pradesh,Kanpur Nagar,209206,4,7,0
11-09-2025,Uttar Pradesh,Kanpur Nagar,209217,1,5,0
14-09-2025,Uttar Pradesh,Kanpur Nagar,208004,3,0,0
14-09-2025,Uttar Pradesh,Kanpur Nagar,208010,3,3,0
14-09-2025,Uttar Pradesh,Kanpur Nagar,208022,1,1,0
14-09-2025,Uttar Pradesh,Kanpur Nagar,209206,1,1,0
14-09-2025,Uttar Pradesh,Kanpur Nagar,209305,1,0,0
12-09-2025,Uttar Pradesh,Kanpur Nagar,208014,4,6,0
12-09-2025,Uttar Pradesh,Kanpur Nagar,208017,4,6,0
12-09-2025,Uttar Pradesh,Kanpur Nagar,208022,3,2,0
12-09-2025,Uttar Pradesh,Kanpur Nagar,208023,5,2,0
12-09-2025,Uttar Pradesh,Kanpur Nagar,208025,1,2,0
12-09-2025,Uttar Pradesh,Kanpur Nagar,209202,11,8,0
12-09-2025,Uttar Pradesh,Kanpur Nagar,209209,1,0,0
12-09-2025,Uttar Pradesh,Kanpur Nagar,209308,2,2,0
13-09-2025,Uttar Pradesh,Kanpur Nagar,208003,1,2,0
13-09-2025,Uttar Pradesh,Kanpur Nagar,208004,2,0,0
13-09-2025,Uttar Pradesh,Kanpur Nagar,208005,3,0,0
13-09-2025,Uttar Pradesh,Kanpur Nagar,209203,6,2,0
13-09-2025,Uttar Pradesh,Kanpur Nagar,209209,4,5,0
15-09-2025,Uttar Pradesh,Kanpur Nagar,208006,0,1,0
15-09-2025,Uttar Pradesh,Kanpur Nagar,208007,4,2,0
15-09-2025,Uttar Pradesh,Kanpur Nagar,208012,3,2,0
15-09-2025,Uttar Pradesh,Kanpur Nagar,208014,3,3,1
15-09-2025,Uttar Pradesh,Kanpur Nagar,208017,0,7,0
15-09-2025,Uttar Pradesh,Kanpur Nagar,208019,5,2,0
15-09-2025,Uttar Pradesh,Kanpur Nagar,208023,1,0,0
15-09-2025,Uttar Pradesh,Kanpur Nagar,209206,3,2,0
15-09-2025,Uttar Pradesh,Kanpur Nagar,209214,2,2,0
15-09-2025,Uttar Pradesh,Kanpur Nagar,209304,1,0,0
17-09-2025,Uttar Pradesh,Kanpur Nagar,208004,2,2,0
17-09-2025,Uttar Pradesh,Kanpur Nagar,208013,3,2,0
17-09-2025,Uttar Pradesh,Kanpur Nagar,208014,4,3,0
17-09-2025,Uttar Pradesh,Kanpur Nagar,208015,2,3,0
17-09-2025,Uttar Pradesh,Kanpur Nagar,208017,0,1,0
17-09-2025,Uttar Pradesh,Kanpur Nagar,209205,1,1,0
17-09-2025,Uttar Pradesh,Kanpur Nagar,209209,0,1,0
17-09-2025,Uttar Pradesh,Kanpur Nagar,209402,6,9,0
16-09-2025,Uttar Pradesh,Kanpur Nagar,208004,2,2,0
16-09-2025,Uttar Pradesh,Kanpur Nagar,208013,3,4,0
16-09-2025,Uttar Pradesh,Kanpur Nagar,208015,1,0,0
16-09-2025,Uttar Pradesh,Kanpur Nagar,208019,2,6,0
16-09-2025,Uttar Pradesh,Kanpur Nagar,209204,2,0,0
16-09-2025,Uttar Pradesh,Kanpur Nagar,209206,4,11,0
16-09-2025,Uttar Pradesh,Kanpur Nagar,209214,2,3,0
19-09-2025,Uttar Pradesh,Kanpur Nagar,208002,2,2,1
19-09-2025,Uttar Pradesh,Kanpur Nagar,208007,5,5,0
19-09-2025,Uttar Pradesh,Kanpur Nagar,208015,0,1,0
19-09-2025,Uttar Pradesh,Kanpur Nagar,208016,1,0,0
19-09-2025,Uttar Pradesh,Kanpur Nagar,208021,4,11,0
19-09-2025,Uttar Pradesh,Kanpur Nagar,208022,2,4,0
19-09-2025,Uttar Pradesh,Kanpur Nagar,208025,2,2,0
19-09-2025,Uttar Pradesh,Kanpur Nagar,208027,2,7,0
19-09-2025,Uttar Pradesh,Kanpur Nagar,209202,4,5,0
19-09-2025,Uttar Pradesh,Kanpur Nagar,209205,5,1,0
19-09-2025,Uttar Pradesh,Kanpur Nagar,209217,3,0,0
19-09-2025,Uttar Pradesh,Kanpur Nagar,209401,2,10,0
18-09-2025,Uttar Pradesh,Kanpur Nagar,208005,0,1,0
18-09-2025,Uttar Pradesh,Kanpur Nagar,209203,0,2,0
18-09-2025,Uttar Pradesh,Kanpur Nagar,209209,0,0,1
18-09-2025,Uttar Pradesh,Kanpur Nagar,209308,5,4,0
18-09-2025,Uttar Pradesh,Kanpur Nagar,209401,2,3,0
22-09-2025,Uttar Pradesh,Kanpur Nagar,208001,12,21,0
22-09-2025,Uttar Pradesh,Kanpur Nagar,208013,1,3,0
22-09-2025,Uttar Pradesh,Kanpur Nagar,208022,3,1,0
22-09-2025,Uttar Pradesh,Kanpur Nagar,208027,1,4,0
22-09-2025,Uttar Pradesh,Kanpur Nagar,209206,0,4,0
22-09-2025,Uttar Pradesh,Kanpur Nagar,209210,1,5,0
22-09-2025,Uttar Pradesh,Kanpur Nagar,209214,3,3,0
20-09-2025,Uttar Pradesh,Kanpur Nagar,208007,3,4,0
20-09-2025,Uttar Pradesh,Kanpur Nagar,208010,3,0,0
20-09-2025,Uttar Pradesh,Kanpur Nagar,208020,4,5,0
20-09-2025,Uttar Pradesh,Kanpur Nagar,209203,0,1,0
20-09-2025,Uttar Pradesh,Kanpur Nagar,209206,3,10,2
20-09-2025,Uttar Pradesh,Kanpur Nagar,209210,1,0,0
20-09-2025,Uttar Pradesh,Kanpur Nagar,209402,1,3,0
21-09-2025,Uttar Pradesh,Kanpur Nagar,208007,1,0,0
21-09-2025,Uttar Pradesh,Kanpur Nagar,208021,0,3,0
21-09-2025,Uttar Pradesh,Kanpur Nagar,209217,1,0,0
25-09-2025,Uttar Pradesh,Kanpur Nagar,208001,12,16,0
25-09-2025,Uttar Pradesh,Kanpur Nagar,208008,0,1,0
25-09-2025,Uttar Pradesh,Kanpur Nagar,208010,3,3,0
25-09-2025,Uttar Pradesh,Kanpur Nagar,208014,1,1,0
25-09-2025,Uttar Pradesh,Kanpur Nagar,208027,5,5,0
25-09-2025,Uttar Pradesh,Kanpur Nagar,209202,2,7,0
24-09-2025,Uttar Pradesh,Kanpur Nagar,208004,1,2,0
24-09-2025,Uttar Pradesh,Kanpur Nagar,209210,1,5,0
24-09-2025,Uttar Pradesh,Kanpur Nagar,209304,0,1,0
23-09-2025,Uttar Pradesh,Kanpur Nagar,208001,20,22,1
23-09-2025,Uttar Pradesh,Kanpur Nagar,208006,1,1,0
23-09-2025,Uttar Pradesh,Kanpur Nagar,208017,2,2,0
23-09-2025,Uttar Pradesh,Kanpur Nagar,208022,2,3,0
23-09-2025,Uttar Pradesh,Kanpur Nagar,209206,0,8,0
23-09-2025,Uttar Pradesh,Kanpur Nagar,209304,0,1,0
23-09-2025,Uttar Pradesh,Kanpur Nagar,209401,2,0,0
27-09-2025,Uttar Pradesh,Kanpur Nagar,208002,2,1,0
27-09-2025,Uttar Pradesh,Kanpur Nagar,208012,0,1,0
27-09-2025,Uttar Pradesh,Kanpur Nagar,208013,3,0,0
27-09-2025,Uttar Pradesh,Kanpur Nagar,208014,0,3,0
27-09-2025,Uttar Pradesh,Kanpur Nagar,208021,1,0,0
27-09-2025,Uttar Pradesh,Kanpur Nagar,208023,0,2,0
27-09-2025,Uttar Pradesh,Kanpur Nagar,209206,1,4,1
28-09-2025,Uttar Pradesh,Kanpur Nagar,208007,0,1,0
28-09-2025,Uttar Pradesh,Kanpur Nagar,208021,1,0,0
28-09-2025,Uttar Pradesh,Kanpur Nagar,209204,1,0,0
29-09-2025,Uttar Pradesh,Kanpur Nagar,208002,0,2,0
29-09-2025,Uttar Pradesh,Kanpur Nagar,209202,1,0,0
26-09-2025,Uttar Pradesh,Kanpur Nagar,208003,0,2,0
26-09-2025,Uttar Pradesh,Kanpur Nagar,208006,3,0,0
26-09-2025,Uttar Pradesh,Kanpur Nagar,208007,2,1,0
26-09-2025,Uttar Pradesh,Kanpur Nagar,208019,0,2,0
26-09-2025,Uttar Pradesh,Kanpur Nagar,208027,6,4,0
26-09-2025,Uttar Pradesh,Kanpur Nagar,209210,0,1,0
26-09-2025,Uttar Pradesh,Kanpur Nagar,209401,1,4,0
26-09-2025,Uttar Pradesh,Kanpur Nagar,209402,0,11,0
30-09-2025,Uttar Pradesh,Kanpur Nagar,208016,0,1,0
30-09-2025,Uttar Pradesh,Kanpur Nagar,208022,1,0,0
30-09-2025,Uttar Pradesh,Kanpur Nagar,208027,0,3,0
30-09-2025,Uttar Pradesh,Kanpur Nagar,209217,0,1,0
30-09-2025,Uttar Pradesh,Kanpur Nagar,209402,0,2,0
26-10-2025,Uttar Pradesh,Kanpur Nagar,208007,1,2,0
26-10-2025,Uttar Pradesh,Kanpur Nagar,209206,0,3,0
26-10-2025,Uttar Pradesh,Kanpur Nagar,209208,0,1,0
13-10-2025,Uttar Pradesh,Kanpur Nagar,208004,2,3,0
13-10-2025,Uttar Pradesh,Kanpur Nagar,208007,6,1,0
13-10-2025,Uttar Pradesh,Kanpur Nagar,208010,5,3,0
13-10-2025,Uttar Pradesh,Kanpur Nagar,208014,6,6,0
13-10-2025,Uttar Pradesh,Kanpur Nagar,208015,0,2,0
13-10-2025,Uttar Pradesh,Kanpur Nagar,208019,2,5,0
13-10-2025,Uttar Pradesh,Kanpur Nagar,208020,2,1,0
13-10-2025,Uttar Pradesh,Kanpur Nagar,208027,5,2,0
13-10-2025,Uttar Pradesh,Kanpur Nagar,209204,1,1,0
13-10-2025,Uttar Pradesh,Kanpur Nagar,209205,1,2,0
13-10-2025,Uttar Pradesh,Kanpur Nagar,209217,3,5,0
13-10-2025,Uttar Pradesh,Kanpur Nagar,209308,4,0,0
13-10-2025,Uttar Pradesh,Kanpur Nagar,209402,2,1,0
15-10-2025,Uttar Pradesh,Kanpur Nagar,208004,4,2,0
15-10-2025,Uttar Pradesh,Kanpur Nagar,208011,7,3,0
15-10-2025,Uttar Pradesh,Kanpur Nagar,208024,0,1,0
15-10-2025,Uttar Pradesh,Kanpur Nagar,208025,0,2,0
15-10-2025,Uttar Pradesh,Kanpur Nagar,209308,2,0,0
16-10-2025,Uttar Pradesh,Kanpur Nagar,208011,2,0,0
16-10-2025,Uttar Pradesh,Kanpur Nagar,208013,1,1,0
16-10-2025,Uttar Pradesh,Kanpur Nagar,208017,2,3,1
16-10-2025,Uttar Pradesh,Kanpur Nagar,208023,1,1,0
16-10-2025,Uttar Pradesh,Kanpur Nagar,209204,1,0,0
17-10-2025,Uttar Pradesh,Kanpur Nagar,208008,1,1,0
17-10-2025,Uttar Pradesh,Kanpur Nagar,208009,0,2,0
17-10-2025,Uttar Pradesh,Kanpur Nagar,208010,6,2,0
17-10-2025,Uttar Pradesh,Kanpur Nagar,208012,1,3,1
17-10-2025,Uttar Pradesh,Kanpur Nagar,208014,9,1,0
17-10-2025,Uttar Pradesh,Kanpur Nagar,208021,16,14,3
17-10-2025,Uttar Pradesh,Kanpur Nagar,208023,5,3,0
17-10-2025,Uttar Pradesh,Kanpur Nagar,209202,7,8,0
17-10-2025,Uttar Pradesh,Kanpur Nagar,209205,1,2,0
17-10-2025,Uttar Pradesh,Kanpur Nagar,209209,2,3,0
17-10-2025,Uttar Pradesh,Kanpur Nagar,209304,1,8,0
20-10-2025,Uttar Pradesh,Kanpur Nagar,208007,1,0,0
20-10-2025,Uttar Pradesh,Kanpur Nagar,208017,0,1,0
20-10-2025,Uttar Pradesh,Kanpur Nagar,209202,0,1,0
18-10-2025,Uttar Pradesh,Kanpur Nagar,208023,1,0,0
18-10-2025,Uttar Pradesh,Kanpur Nagar,208027,3,4,0
18-10-2025,Uttar Pradesh,Kanpur Nagar,209305,3,0,0
18-10-2025,Uttar Pradesh,Kanpur Nagar,209402,2,4,0
19-10-2025,Uttar Pradesh,Kanpur Nagar,208001,19,15,0
19-10-2025,Uttar Pradesh,Kanpur Nagar,208003,3,1,0
19-10-2025,Uttar Pradesh,Kanpur Nagar,208011,3,2,0
19-10-2025,Uttar Pradesh,Kanpur Nagar,208017,4,2,0
19-10-2025,Uttar Pradesh,Kanpur Nagar,209203,0,2,1
19-10-2025,Uttar Pradesh,Kanpur Nagar,209308,5,1,0
19-10-2025,Uttar Pradesh,Kanpur Nagar,209401,3,2,1
21-10-2025,Uttar Pradesh,Kanpur Nagar,208011,0,1,0
21-10-2025,Uttar Pradesh,Kanpur Nagar,208017,1,1,0
24-10-2025,Uttar Pradesh,Kanpur Nagar,208001,10,5,1
24-10-2025,Uttar Pradesh,Kanpur Nagar,208004,1,0,0
24-10-2025,Uttar Pradesh,Kanpur Nagar,208014,1,1,0
24-10-2025,Uttar Pradesh,Kanpur Nagar,208027,4,1,0
24-10-2025,Uttar Pradesh,Kanpur Nagar,209401,0,2,0
24-10-2025,Uttar Pradesh,Kanpur Nagar,209402,2,0,0
25-10-2025,Uttar Pradesh,Kanpur Nagar,208001,13,5,0
25-10-2025,Uttar Pradesh,Kanpur Nagar,208004,3,2,0
25-10-2025,Uttar Pradesh,Kanpur Nagar,208012,3,0,0
25-10-2025,Uttar Pradesh,Kanpur Nagar,208014,3,3,0
25-10-2025,Uttar Pradesh,Kanpur Nagar,208019,1,2,0
25-10-2025,Uttar Pradesh,Kanpur Nagar,208022,4,2,0
25-10-2025,Uttar Pradesh,Kanpur Nagar,208025,1,1,0
25-10-2025,Uttar Pradesh,Kanpur Nagar,209203,2,1,0
27-10-2025,Uttar Pradesh,Kanpur Nagar,208010,1,1,0
27-10-2025,Uttar Pradesh,Kanpur Nagar,208011,2,1,0
27-10-2025,Uttar Pradesh,Kanpur Nagar,208014,1,3,0
27-10-2025,Uttar Pradesh,Kanpur Nagar,208016,1,0,0
27-10-2025,Uttar Pradesh,Kanpur Nagar,208027,4,0,0
27-10-2025,Uttar Pradesh,Kanpur Nagar,209203,1,0,0
27-10-2025,Uttar Pradesh,Kanpur Nagar,209209,0,1,0
28-10-2025,Uttar Pradesh,Kanpur Nagar,208004,1,0,0
28-10-2025,Uttar Pradesh,Kanpur Nagar,208005,1,0,0
28-10-2025,Uttar Pradesh,Kanpur Nagar,208021,7,4,0
28-10-2025,Uttar Pradesh,Kanpur Nagar,208023,3,1,0
28-10-2025,Uttar Pradesh,Kanpur Nagar,208025,1,1,0
28-10-2025,Uttar Pradesh,Kanpur Nagar,208027,2,3,0
28-10-2025,Uttar Pradesh,Kanpur Nagar,209206,3,6,0
28-10-2025,Uttar Pradesh,Kanpur Nagar,209402,1,3,1
29-10-2025,Uttar Pradesh,Kanpur Nagar,208003,1,0,0
29-10-2025,Uttar Pradesh,Kanpur Nagar,208012,2,1,0
29-10-2025,Uttar Pradesh,Kanpur Nagar,208013,2,1,0
29-10-2025,Uttar Pradesh,Kanpur Nagar,208015,1,2,0
29-10-2025,Uttar Pradesh,Kanpur Nagar,208024,0,1,0
29-10-2025,Uttar Pradesh,Kanpur Nagar,208025,1,1,0
29-10-2025,Uttar Pradesh,Kanpur Nagar,208027,3,4,0
30-10-2025,Uttar Pradesh,Kanpur Nagar,208003,8,4,0
30-10-2025,Uttar Pradesh,Kanpur Nagar,208015,0,1,0
30-10-2025,Uttar Pradesh,Kanpur Nagar,208017,12,4,0
30-10-2025,Uttar Pradesh,Kanpur Nagar,208019,2,2,1
30-10-2025,Uttar Pradesh,Kanpur Nagar,208022,7,9,0
30-10-2025,Uttar Pradesh,Kanpur Nagar,209304,4,1,0
01-11-2025,Uttar Pradesh,Kanpur Nagar,208021,0,4,0
01-11-2025,Uttar Pradesh,Kanpur Nagar,208024,0,1,0
01-11-2025,Uttar Pradesh,Kanpur Nagar,208025,1,3,0
01-11-2025,Uttar Pradesh,Kanpur Nagar,209205,1,0,0
01-11-2025,Uttar Pradesh,Kanpur Nagar,209402,0,2,1
02-11-2025,Uttar Pradesh,Kanpur Nagar,208001,32,34,1
02-11-2025,Uttar Pradesh,Kanpur Nagar,208002,11,11,0
02-11-2025,Uttar Pradesh,Kanpur Nagar,208009,1,1,0
02-11-2025,Uttar Pradesh,Kanpur Nagar,208011,13,6,0
02-11-2025,Uttar Pradesh,Kanpur Nagar,208019,10,4,0
02-11-2025,Uttar Pradesh,Kanpur Nagar,208022,5,7,0
02-11-2025,Uttar Pradesh,Kanpur Nagar,208023,4,4,0
02-11-2025,Uttar Pradesh,Kanpur Nagar,208024,0,2,0
02-11-2025,Uttar Pradesh,Kanpur Nagar,209217,2,3,0
02-11-2025,Uttar Pradesh,Kanpur Nagar,209311,1,1,0
02-11-2025,Uttar Pradesh,Kanpur Nagar,209402,2,7,0
31-10-2025,Uttar Pradesh,Kanpur Nagar,208003,0,1,0
31-10-2025,Uttar Pradesh,Kanpur Nagar,208007,4,4,0
31-10-2025,Uttar Pradesh,Kanpur Nagar,208009,1,0,0
31-10-2025,Uttar Pradesh,Kanpur Nagar,208017,5,6,2
31-10-2025,Uttar Pradesh,Kanpur Nagar,209204,2,0,0
31-10-2025,Uttar Pradesh,Kanpur Nagar,209210,0,2,0
31-10-2025,Uttar Pradesh,Kanpur Nagar,209304,1,1,0
31-10-2025,Uttar Pradesh,Kanpur Nagar,209308,2,4,0
12-11-2025,Uttar Pradesh,Kanpur Nagar,208001,11,13,0
12-11-2025,Uttar Pradesh,Kanpur Nagar,208004,1,2,0
12-11-2025,Uttar Pradesh,Kanpur Nagar,208019,1,4,0
12-11-2025,Uttar Pradesh,Kanpur Nagar,208026,1,0,0
12-11-2025,Uttar Pradesh,Kanpur Nagar,209121,0,1,0
12-11-2025,Uttar Pradesh,Kanpur Nagar,209202,1,3,0
12-11-2025,Uttar Pradesh,Kanpur Nagar,209217,4,1,0
12-11-2025,Uttar Pradesh,Kanpur Nagar,209401,2,2,0
12-11-2025,Uttar Pradesh,Kanpur Nagar,209402,1,4,1
10-11-2025,Uttar Pradesh,Kanpur Nagar,208001,37,26,0
10-11-2025,Uttar Pradesh,Kanpur Nagar,208006,4,3,0
10-11-2025,Uttar Pradesh,Kanpur Nagar,208008,1,0,0
10-11-2025,Uttar Pradesh,Kanpur Nagar,208021,17,14,1
10-11-2025,Uttar Pradesh,Kanpur Nagar,208022,0,4,1
10-11-2025,Uttar Pradesh,Kanpur Nagar,208025,1,2,0
10-11-2025,Uttar Pradesh,Kanpur Nagar,209205,1,0,0
10-11-2025,Uttar Pradesh,Kanpur Nagar,209209,2,1,0
10-11-2025,Uttar Pradesh,Kanpur Nagar,209214,5,5,1
10-11-2025,Uttar Pradesh,Kanpur Nagar,209304,1,1,0
11-11-2025,Uttar Pradesh,Kanpur Nagar,208003,4,0,0
11-11-2025,Uttar Pradesh,Kanpur Nagar,208007,4,1,0
11-11-2025,Uttar Pradesh,Kanpur Nagar,208008,1,0,0
11-11-2025,Uttar Pradesh,Kanpur Nagar,208011,0,3,0
11-11-2025,Uttar Pradesh,Kanpur Nagar,208014,3,1,0
11-11-2025,Uttar Pradesh,Kanpur Nagar,208016,3,0,0
11-11-2025,Uttar Pradesh,Kanpur Nagar,208019,1,0,0
11-11-2025,Uttar Pradesh,Kanpur Nagar,208020,0,5,0
11-11-2025,Uttar Pradesh,Kanpur Nagar,208023,3,0,0
11-11-2025,Uttar Pradesh,Kanpur Nagar,208025,0,1,0
11-11-2025,Uttar Pradesh,Kanpur Nagar,208027,4,7,1
11-11-2025,Uttar Pradesh,Kanpur Nagar,209204,1,0,0
11-11-2025,Uttar Pradesh,Kanpur Nagar,209205,2,0,0
11-11-2025,Uttar Pradesh,Kanpur Nagar,209209,1,2,0
11-11-2025,Uttar Pradesh,Kanpur Nagar,209401,4,3,0
16-11-2025,Uttar Pradesh,Kanpur Nagar,208012,3,1,0
16-11-2025,Uttar Pradesh,Kanpur Nagar,208014,1,3,0
16-11-2025,Uttar Pradesh,Kanpur Nagar,208026,1,4,0
16-11-2025,Uttar Pradesh,Kanpur Nagar,208027,6,3,0
16-11-2025,Uttar Pradesh,Kanpur Nagar,209402,4,4,0
15-11-2025,Uttar Pradesh,Kanpur Nagar,208011,9,13,0
15-11-2025,Uttar Pradesh,Kanpur Nagar,208013,2,10,0
15-11-2025,Uttar Pradesh,Kanpur Nagar,208016,0,2,0
15-11-2025,Uttar Pradesh,Kanpur Nagar,208020,9,8,0
15-11-2025,Uttar Pradesh,Kanpur Nagar,208021,22,27,0
15-11-2025,Uttar Pradesh,Kanpur Nagar,208022,7,9,0
15-11-2025,Uttar Pradesh,Kanpur Nagar,209202,17,7,0
15-11-2025,Uttar Pradesh,Kanpur Nagar,209206,8,8,0
15-11-2025,Uttar Pradesh,Kanpur Nagar,209402,9,6,0
03-11-2025,Uttar Pradesh,Kanpur Nagar,208003,0,1,0
03-11-2025,Uttar Pradesh,Kanpur Nagar,209202,7,1,0
03-11-2025,Uttar Pradesh,Kanpur Nagar,209217,1,3,0
03-11-2025,Uttar Pradesh,Kanpur Nagar,209308,1,1,0
05-11-2025,Uttar Pradesh,Kanpur Nagar,208002,3,3,0
05-11-2025,Uttar Pradesh,Kanpur Nagar,208004,3,0,0
05-11-2025,Uttar Pradesh,Kanpur Nagar,208009,0,1,0
05-11-2025,Uttar Pradesh,Kanpur Nagar,208010,6,4,0
05-11-2025,Uttar Pradesh,Kanpur Nagar,208013,5,4,0
