date,state,district,pincode,age_0_5,age_5_17,age_18_greater
15-09-2025,Bihar,Patna,800011,1,0,0
15-09-2025,Bihar,Patna,800012,1,0,0
15-09-2025,Bihar,Patna,800014,1,0,0
15-09-2025,Bihar,Patna,800016,0,1,0
15-09-2025,Bihar,Patna,800024,1,2,0
15-09-2025,Bihar,Patna,800025,0,1,0
15-09-2025,Bihar,Patna,801109,0,4,0
15-09-2025,Bihar,Patna,801113,0,1,0
15-09-2025,Bihar,Patna,801503,4,5,0
15-09-2025,Bihar,Patna,803203,2,1,0
15-09-2025,Bihar,Patna,803212,3,5,0
15-09-2025,Bihar,Patna,803306,0,1,0
13-09-2025,Bihar,Patna,800001,2,14,0
13-09-2025,Bihar,Patna,800003,0,1,0
13-09-2025,Bihar,Patna,800004,0,1,0
13-09-2025,Bihar,Patna,800008,1,9,0
13-09-2025,Bihar,Patna,800009,0,4,0
13-09-2025,Bihar,Patna,800025,0,3,0
13-09-2025,Bihar,Patna,800027,1,0,0
13-09-2025,Bihar,Patna,801108,1,0,0
13-09-2025,Bihar,Patna,801503,2,6,0
13-09-2025,Bihar,Patna,803202,1,2,0
13-09-2025,Bihar,Patna,803213,7,10,0
13-09-2025,Bihar,Patna,804451,2,7,0
13-09-2025,Bihar,Patna,804454,1,1,0
16-09-2025,Bihar,Patna,800006,1,2,0
16-09-2025,Bihar,Patna,800011,0,2,0
16-09-2025,Bihar,Patna,800020,3,5,0
16-09-2025,Bihar,Patna,800024,1,1,0
16-09-2025,Bihar,Patna,801109,1,8,0
16-09-2025,Bihar,Patna,801112,0,1,0
16-09-2025,Bihar,Patna,801505,5,6,0
16-09-2025,Bihar,Patna,803110,1,1,0
16-09-2025,Bihar,Patna,803201,3,8,0
16-09-2025,Bihar,Patna,803214,1,5,0
17-09-2025,Bihar,Patna,800001,2,7,0
17-09-2025,Bihar,Patna,800006,3,2,0
17-09-2025,Bihar,Patna,800008,2,1,0
17-09-2025,Bihar,Patna,801105,1,5,0
17-09-2025,Bihar,Patna,801110,3,0,0
17-09-2025,Bihar,Patna,801112,0,4,0
17-09-2025,Bihar,Patna,801503,3,6,0
17-09-2025,Bihar,Patna,803212,1,0,0
17-09-2025,Bihar,Patna,804454,0,1,0
20-09-2025,Bihar,Patna,800004,0,3,0
20-09-2025,Bihar,Patna,801103,1,0,0
20-09-2025,Bihar,Patna,801108,5,8,0
20-09-2025,Bihar,Patna,801109,0,5,0
20-09-2025,Bihar,Patna,801112,0,4,0
20-09-2025,Bihar,Patna,801505,2,5,0
20-09-2025,Bihar,Patna,803211,1,3,0
20-09-2025,Bihar,Patna,803212,0,1,1
20-09-2025,Bihar,Patna,803306,1,1,0
18-09-2025,Bihar,Patna,800002,2,7,0
18-09-2025,Bihar,Patna,800003,0,2,0
18-09-2025,Bihar,Patna,800025,0,1,0
18-09-2025,Bihar,Patna,801102,1,5,0
18-09-2025,Bihar,Patna,801112,1,1,0
18-09-2025,Bihar,Patna,801304,0,3,0
18-09-2025,Bihar,Patna,801502,1,0,0
18-09-2025,Bihar,Patna,802160,1,0,0
18-09-2025,Bihar,Patna,803302,3,1,0
18-09-2025,Bihar,Patna,804451,2,3,0
19-09-2025,Bihar,Patna,800011,2,0,0
19-09-2025,Bihar,Patna,800016,1,0,0
19-09-2025,Bihar,Patna,801103,1,2,0
19-09-2025,Bihar,Patna,801108,5,8,0
19-09-2025,Bihar,Patna,801503,1,8,0
19-09-2025,Bihar,Patna,802160,0,1,0
19-09-2025,Bihar,Patna,803211,5,5,0
19-09-2025,Bihar,Patna,803301,0,1,0
19-09-2025,Bihar,Patna,804453,1,9,0
23-09-2025,Bihar,Patna,800002,0,3,0
23-09-2025,Bihar,Patna,800007,1,2,0
23-09-2025,Bihar,Patna,800008,0,4,0
23-09-2025,Bihar,Patna,800020,2,9,0
23-09-2025,Bihar,Patna,800026,0,2,0
23-09-2025,Bihar,Patna,800027,0,1,0
23-09-2025,Bihar,Patna,802160,0,1,0
23-09-2025,Bihar,Patna,803202,3,14,0
23-09-2025,Bihar,Patna,803206,0,1,0
23-09-2025,Bihar,Patna,804454,0,7,0
22-09-2025,Bihar,Patna,800002,4,10,0
22-09-2025,Bihar,Patna,800014,0,2,0
22-09-2025,Bihar,Patna,800023,1,0,0
22-09-2025,Bihar,Patna,800026,0,3,0
22-09-2025,Bihar,Patna,801103,2,2,0
22-09-2025,Bihar,Patna,801109,9,11,0
22-09-2025,Bihar,Patna,801503,4,9,0
22-09-2025,Bihar,Patna,803203,0,1,0
22-09-2025,Bihar,Patna,803206,2,5,0
22-09-2025,Bihar,Patna,804453,0,10,1
22-09-2025,Bihar,Patna,804454,0,5,0
21-09-2025,Bihar,Patna,800001,0,1,0
21-09-2025,Bihar,Patna,800018,0,2,0
21-09-2025,Bihar,Patna,800027,0,5,0
21-09-2025,Bihar,Patna,801113,1,1,0
25-09-2025,Bihar,Patna,800007,1,6,0
25-09-2025,Bihar,Patna,800008,0,3,0
25-09-2025,Bihar,Patna,800012,2,2,0
25-09-2025,Bihar,Patna,800014,0,2,0
25-09-2025,Bihar,Patna,800016,0,5,0
25-09-2025,Bihar,Patna,800027,0,1,0
25-09-2025,Bihar,Patna,800030,0,1,0
25-09-2025,Bihar,Patna,801104,2,3,0
25-09-2025,Bihar,Patna,801105,2,2,0
25-09-2025,Bihar,Patna,801110,0,3,0
25-09-2025,Bihar,Patna,801503,2,9,0
25-09-2025,Bihar,Patna,801507,1,1,0
25-09-2025,Bihar,Patna,803201,4,6,0
25-09-2025,Bihar,Patna,804453,7,14,0
25-09-2025,Bihar,Patna,804454,1,6,0
24-09-2025,Bihar,Patna,800013,1,0,0
24-09-2025,Bihar,Patna,800018,0,3,0
24-09-2025,Bihar,Patna,800025,1,0,0
24-09-2025,Bihar,Patna,800026,1,2,0
24-09-2025,Bihar,Patna,801105,1,5,0
24-09-2025,Bihar,Patna,801505,2,12,0
24-09-2025,Bihar,Patna,803211,3,3,0
24-09-2025,Bihar,Patna,803214,1,1,0
27-09-2025,Bihar,Patna,800004,0,1,0
27-09-2025,Bihar,Patna,803110,0,1,0
27-09-2025,Bihar,Patna,803202,0,3,0
27-09-2025,Bihar,Patna,803211,1,0,0
27-09-2025,Bihar,Patna,803221,0,1,0
27-09-2025,Bihar,Patna,803301,1,0,0
28-09-2025,Bihar,Patna,800004,0,2,0
28-09-2025,Bihar,Patna,800009,0,1,0
28-09-2025,Bihar,Patna,801103,0,1,0
28-09-2025,Bihar,Patna,801110,0,1,0
29-09-2025,Bihar,Patna,800004,0,1,0
29-09-2025,Bihar,Patna,803212,0,1,0
26-09-2025,Bihar,Patna,800003,0,1,0
26-09-2025,Bihar,Patna,800004,1,2,0
26-09-2025,Bihar,Patna,801110,0,4,0
26-09-2025,Bihar,Patna,801112,1,1,0
26-09-2025,Bihar,Patna,801503,2,6,0
26-09-2025,Bihar,Patna,803212,4,9,0
26-09-2025,Bihar,Patna,804454,0,1,0
26-10-2025,Bihar,Patna,800003,0,1,0
26-10-2025,Bihar,Patna,800007,0,2,0
26-10-2025,Bihar,Patna,800011,0,1,0
26-10-2025,Bihar,Patna,800012,0,1,0
26-10-2025,Bihar,Patna,800013,1,0,0
26-10-2025,Bihar,Patna,800027,1,2,0
26-10-2025,Bihar,Patna,803202,4,5,0
26-10-2025,Bihar,Patna,803301,0,1,0
13-10-2025,Bihar,Patna,800003,0,0,1
13-10-2025,Bihar,Patna,800004,2,0,1
13-10-2025,Bihar,Patna,800010,0,2,0
13-10-2025,Bihar,Patna,800016,3,1,0
13-10-2025,Bihar,Patna,801105,0,2,0
13-10-2025,Bihar,Patna,801109,3,9,0
13-10-2025,Bihar,Patna,801502,2,4,0
13-10-2025,Bihar,Patna,803110,0,1,0
13-10-2025,Bihar,Patna,803306,0,3,0
13-10-2025,Bihar,Patna,804401,1,1,0
13-10-2025,Bihar,Patna,804452,6,18,1
16-10-2025,Bihar,Patna,800003,0,1,0
16-10-2025,Bihar,Patna,800006,0,3,1
16-10-2025,Bihar,Patna,800014,1,1,0
16-10-2025,Bihar,Patna,801503,4,4,3
16-10-2025,Bihar,Patna,803213,1,4,0
16-10-2025,Bihar,Patna,803214,1,2,0
16-10-2025,Bihar,Patna,803302,1,3,0
16-10-2025,Bihar,Patna,804423,0,1,0
15-10-2025,Bihar,Patna,800011,1,1,1
15-10-2025,Bihar,Patna,800014,0,4,1
15-10-2025,Bihar,Patna,800020,1,1,2
15-10-2025,Bihar,Patna,800025,0,3,0
15-10-2025,Bihar,Patna,801102,1,3,0
15-10-2025,Bihar,Patna,801104,2,8,0
15-10-2025,Bihar,Patna,803206,1,1,0
15-10-2025,Bihar,Patna,804426,0,2,0
15-10-2025,Bihar,Patna,804451,3,8,1
18-10-2025,Bihar,Patna,800007,0,1,0
18-10-2025,Bihar,Patna,800023,1,0,0
18-10-2025,Bihar,Patna,800111,0,3,0
18-10-2025,Bihar,Patna,801113,1,1,0
18-10-2025,Bihar,Patna,801505,3,5,0
17-10-2025,Bihar,Patna,800010,1,2,0
17-10-2025,Bihar,Patna,801103,2,6,0
17-10-2025,Bihar,Patna,801104,6,1,0
17-10-2025,Bihar,Patna,801105,2,9,0
17-10-2025,Bihar,Patna,801110,2,11,0
17-10-2025,Bihar,Patna,803213,9,8,0
17-10-2025,Bihar,Patna,803302,5,6,0
17-10-2025,Bihar,Patna,804454,1,3,1
19-10-2025,Bihar,Patna,800007,0,6,0
19-10-2025,Bihar,Patna,800023,1,0,0
19-10-2025,Bihar,Patna,800025,0,2,0
19-10-2025,Bihar,Patna,800027,1,1,0
19-10-2025,Bihar,Patna,801103,1,1,0
19-10-2025,Bihar,Patna,801109,2,2,0
19-10-2025,Bihar,Patna,801503,6,13,0
19-10-2025,Bihar,Patna,803214,5,5,0
19-10-2025,Bihar,Patna,803301,1,1,0
19-10-2025,Bihar,Patna,804452,0,18,0
19-10-2025,Bihar,Patna,804453,4,2,0
20-10-2025,Bihar,Patna,801109,1,3,0
20-10-2025,Bihar,Patna,801113,1,1,0
20-10-2025,Bihar,Patna,801505,0,1,0
20-10-2025,Bihar,Patna,803211,0,1,0
20-10-2025,Bihar,Patna,804454,0,1,0
24-10-2025,Bihar,Patna,800004,0,1,0
24-10-2025,Bihar,Patna,800007,1,2,0
24-10-2025,Bihar,Patna,800008,2,4,0
24-10-2025,Bihar,Patna,800026,0,1,0
24-10-2025,Bihar,Patna,800111,0,1,0
24-10-2025,Bihar,Patna,801109,1,3,0
24-10-2025,Bihar,Patna,801110,1,8,0
24-10-2025,Bihar,Patna,803202,1,3,0
24-10-2025,Bihar,Patna,803221,1,0,1
24-10-2025,Bihar,Patna,804453,4,2,0
21-10-2025,Bihar,Patna,800007,0,1,0
21-10-2025,Bihar,Patna,801105,1,0,0
23-10-2025,Bihar,Patna,800002,0,0,2
23-10-2025,Bihar,Patna,801503,0,0,1
23-10-2025,Bihar,Patna,803206,0,0,1
27-10-2025,Bihar,Patna,800011,0,1,0
27-10-2025,Bihar,Patna,801102,1,1,0
27-10-2025,Bihar,Patna,801104,0,4,0
27-10-2025,Bihar,Patna,801109,4,1,0
27-10-2025,Bihar,Patna,803211,0,2,0
27-10-2025,Bihar,Patna,803212,0,1,0
27-10-2025,Bihar,Patna,803306,0,1,0
27-10-2025,Bihar,Patna,804423,1,0,0
27-10-2025,Bihar,Patna,804452,0,14,0
28-10-2025,Bihar,Patna,800007,0,2,0
28-10-2025,Bihar,Patna,800013,0,1,0
28-10-2025,Bihar,Patna,800111,1,3,0
28-10-2025,Bihar,Patna,801105,2,2,0
28-10-2025,Bihar,Patna,801113,2,0,0
28-10-2025,Bihar,Patna,803201,3,1,0
28-10-2025,Bihar,Patna,803212,0,4,0
28-10-2025,Bihar,Patna,804452,0,9,0
28-10-2025,Bihar,Patna,804454,0,2,0
25-10-2025,Bihar,Patna,800004,2,1,0
25-10-2025,Bihar,Patna,800007,2,3,0
25-10-2025,Bihar,Patna,801102,1,2,0
25-10-2025,Bihar,Patna,801109,3,1,0
25-10-2025,Bihar,Patna,801110,3,7,0
25-10-2025,Bihar,Patna,801113,1,2,0
25-10-2025,Bihar,Patna,802160,0,2,0
25-10-2025,Bihar,Patna,803202,7,9,0
25-10-2025,Bihar,Patna,803302,2,3,0
25-10-2025,Bihar,Patna,804423,1,1,0
25-10-2025,Bihar,Patna,804451,2,10,0
30-10-2025,Bihar,Patna,800002,1,3,0
30-10-2025,Bihar,Patna,800020,2,5,0
30-10-2025,Bihar,Patna,800030,0,1,0
30-10-2025,Bihar,Patna,801112,2,2,0
30-10-2025,Bihar,Patna,803201,1,1,0
30-10-2025,Bihar,Patna,803211,1,2,0
30-10-2025,Bihar,Patna,803213,1,4,0
30-10-2025,Bihar,Patna,804426,1,1,0
30-10-2025,Bihar,Patna,804451,3,3,0
29-10-2025,Bihar,Patna,800016,0,1,0
29-10-2025,Bihar,Patna,800024,1,0,0
29-10-2025,Bihar,Patna,801109,2,0,0
29-10-2025,Bihar,Patna,803202,3,0,0
29-10-2025,Bihar,Patna,804451,1,2,0
05-11-2025,Bihar,Patna,800001,3,6,0
05-11-2025,Bihar,Patna,800009,2,7,0
05-11-2025,Bihar,Patna,800012,1,2,0
05-11-2025,Bihar,Patna,800020,1,6,0
05-11-2025,Bihar,Patna,801103,2,8,0
05-11-2025,Bihar,Patna,801105,2,10,0
05-11-2025,Bihar,Patna,803301,0,1,0
05-11-2025,Bihar,Patna,803302,5,1,0
05-11-2025,Bihar,Patna,803307,1,1,0
05-11-2025,Bihar,Patna,804426,2,2,0
05-11-2025,Bihar,Patna,804453,2,16,0
06-11-2025,Bihar,Patna,800001,0,4,0
06-11-2025,Bihar,Patna,800007,0,1,0
06-11-2025,Bihar,Patna,800008,1,2,0
06-11-2025,Bihar,Patna,800014,0,1,0
06-11-2025,Bihar,Patna,800020,1,2,0
06-11-2025,Bihar,Patna,801102,0,3,0
06-11-2025,Bihar,Patna,801503,1,1,0
06-11-2025,Bihar,Patna,803201,0,2,1
06-11-2025,Bihar,Patna,803203,0,1,0
06-11-2025,Bihar,Patna,804454,0,1,0
04-11-2025,Bihar,Patna,801105,0,1,0
08-11-2025,Bihar,Patna,800012,0,2,0
08-11-2025,Bihar,Patna,800013,0,2,0
08-11-2025,Bihar,Patna,801103,1,3,0
08-11-2025,Bihar,Patna,801105,1,0,0
08-11-2025,Bihar,Patna,801505,3,4,0
08-11-2025,Bihar,Patna,803202,1,4,0
08-11-2025,Bihar,Patna,803203,1,1,0
08-11-2025,Bihar,Patna,803211,2,4,0
08-11-2025,Bihar,Patna,803301,1,0,0
08-11-2025,Bihar,Patna,803302,0,1,0
08-11-2025,Bihar,Patna,803307,0,1,0
08-11-2025,Bihar,Patna,804451,2,4,0
07-11-2025,Bihar,Patna,800001,2,2,0
07-11-2025,Bihar,Patna,800004,1,0,0
07-11-2025,Bihar,Patna,800006,0,2,0
07-11-2025,Bihar,Patna,800007,0,2,0
07-11-2025,Bihar,Patna,800008,0,2,0
07-11-2025,Bihar,Patna,800009,0,1,0
07-11-2025,Bihar,Patna,800016,0,1,0
07-11-2025,Bihar,Patna,801105,0,1,0
09-11-2025,Bihar,Patna,800002,1,1,0
09-11-2025,Bihar,Patna,800007,1,0,0
09-11-2025,Bihar,Patna,801503,0,5,0
09-11-2025,Bihar,Patna,804453,2,3,0
10-11-2025,Bihar,Patna,800011,5,5,0
10-11-2025,Bihar,Patna,800012,1,1,0
10-11-2025,Bihar,Patna,800016,0,2,0
10-11-2025,Bihar,Patna,800020,0,7,0
10-11-2025,Bihar,Patna,801108,1,1,0
10-11-2025,Bihar,Patna,801109,0,2,0
10-11-2025,Bihar,Patna,801112,0,2,0
10-11-2025,Bihar,Patna,803201,1,10,0
10-11-2025,Bihar,Patna,803306,2,3,0
10-11-2025,Bihar,Patna,804451,3,8,0
10-11-2025,Bihar,Patna,804453,1,11,0
10-11-2025,Bihar,Patna,804454,0,1,0
14-11-2025,Bihar,Patna,800008,0,6,0
14-11-2025,Bihar,Patna,803212,2,4,0
14-11-2025,Bihar,Patna,803213,0,2,0
14-11-2025,Bihar,Patna,803221,0,1,0
13-11-2025,Bihar,Patna,800001,0,4,0
13-11-2025,Bihar,Patna,800008,0,3,0
13-11-2025,Bihar,Patna,800009,0,1,0
13-11-2025,Bihar,Patna,800024,1,0,0
13-11-2025,Bihar,Patna,801104,0,1,0
13-11-2025,Bihar,Patna,803211,0,2,0
31-10-2025,Bihar,Patna,800009,0,5,0
31-10-2025,Bihar,Patna,800012,1,0,0
31-10-2025,Bihar,Patna,800018,0,2,0
31-10-2025,Bihar,Patna,800025,3,0,0
31-10-2025,Bihar,Patna,801503,5,4,0
31-10-2025,Bihar,Patna,803301,3,0,0
31-10-2025,Bihar,Patna,803307,1,0,0
31-10-2025,Bihar,Patna,804451,3,9,0
31-10-2025,Bihar,Patna,804452,5,12,0
01-11-2025,Bihar,Patna,801105,0,1,0
01-11-2025,Bihar,Patna,801109,0,1,0
01-11-2025,Bihar,Patna,801304,1,0,0
01-11-2025,Bihar,Patna,803212,1,0,0
01-11-2025,Bihar,Patna,803306,0,1,0
02-11-2025,Bihar,Patna,800001,3,11,0
02-11-2025,Bihar,Patna,800014,2,0,0
02-11-2025,Bihar,Patna,800023,0,2,0
02-11-2025,Bihar,Patna,800024,1,3,0
02-11-2025,Bihar,Patna,800027,3,0,0
02-11-2025,Bihar,Patna,801102,5,1,0
02-11-2025,Bihar,Patna,801113,3,3,0
02-11-2025,Bihar,Patna,801505,3,20,0
02-11-2025,Bihar,Patna,801506,0,1,0
02-11-2025,Bihar,Patna,803110,0,1,0
02-11-2025,Bihar,Patna,803202,3,8,0
02-11-2025,Bihar,Patna,803213,4,3,0
02-11-2025,Bihar,Patna,803214,0,1,0
02-11-2025,Bihar,Patna,803303,2,1,0
02-11-2025,Bihar,Patna,803307,1,0,0
02-11-2025,Bihar,Patna,804452,2,9,0
03-11-2025,Bihar,Patna,800003,0,0,1
03-11-2025,Bihar,Patna,801105,1,0,0
03-11-2025,Bihar,Patna,801110,1,5,0
03-11-2025,Bihar,Patna,803211,0,1,0
03-11-2025,Bihar,Patna,803213,0,2,0
03-11-2025,Bihar,Patna,804423,1,0,0
03-11-2025,Bihar,Patna,804453,2,0,0
12-11-2025,Bihar,Patna,800002,1,1,1
12-11-2025,Bihar,Patna,800013,0,1,0
12-11-2025,Bihar,Patna,801102,3,3,0
12-11-2025,Bihar,Patna,801304,0,1,0
12-11-2025,Bihar,Patna,802160,1,1,0
12-11-2025,Bihar,Patna,803303,0,1,0
12-11-2025,Bihar,Patna,804401,1,0,0
11-11-2025,Bihar,Patna,800008,1,2,0
11-11-2025,Bihar,Patna,800011,0,0,1
11-11-2025,Bihar,Patna,800027,0,1,0
11-11-2025,Bihar,Patna,801103,0,1,0
11-11-2025,Bihar,Patna,801113,0,2,0
11-11-2025,Bihar,Patna,801503,1,4,1
11-11-2025,Bihar,Patna,803221,2,2,0
11-11-2025,Bihar,Patna,804452,0,10,0
15-11-2025,Bihar,Patna,800006,3,5,0
15-11-2025,Bihar,Patna,800018,1,1,0
15-11-2025,Bihar,Patna,800020,5,14,0
15-11-2025,Bihar,Patna,800024,0,1,0
15-11-2025,Bihar,Patna,801102,2,4,0
15-11-2025,Bihar,Patna,801104,7,8,0
15-11-2025,Bihar,Patna,803201,2,14,0
15-11-2025,Bihar,Patna,803206,1,1,0
15-11-2025,Bihar,Patna,803213,5,11,0
15-11-2025,Bihar,Patna,803221,2,5,0
15-11-2025,Bihar,Patna,804451,5,10,0
16-11-2025,Bihar,Patna,801104,3,4,0
16-11-2025,Bihar,Patna,801105,1,2,0
16-11-2025,Bihar,Patna,804453,3,3,0
16-11-2025,Bihar,Patna,811104,1,0,0
17-11-2025,Bihar,Patna,800008,1,1,0
17-11-2025,Bihar,Patna,800016,0,1,0
17-11-2025,Bihar,Patna,800023,0,2,0
18-11-2025,Bihar,Patna,800001,4,4,0
18-11-2025,Bihar,Patna,800007,2,6,0
18-11-2025,Bihar,Patna,801105,3,4,0
18-11-2025,Bihar,Patna,803212,2,3,0
18-11-2025,Bihar,Patna,804452,0,11,0
25-11-2025,Bihar,Patna,800006,2,0,0
25-11-2025,Bihar,Patna,800007,4,5,0
25-11-2025,Bihar,Patna,800018,1,4,0
25-11-2025,Bihar,Patna,800026,2,2,0
25-11-2025,Bihar,Patna,801102,1,0,0
25-11-2025,Bihar,Patna,801109,0,2,0
25-11-2025,Bihar,Patna,801113,0,6,0
25-11-2025,Bihar,Patna,801503,4,9,0
25-11-2025,Bihar,Patna,803201,0,7,3
25-11-2025,Bihar,Patna,803211,1,4,0
25-11-2025,Bihar,Patna,803212,3,7,0
25-11-2025,Bihar,Patna,803213,1,3,0
25-11-2025,Bihar,Patna,803302,2,2,0
25-11-2025,Bihar,Patna,803303,1,0,0
25-11-2025,Bihar,Patna,804423,0,2,0
25-11-2025,Bihar,Patna,804452,0,9,3
19-11-2025,Bihar,Patna,800013,1,1,0
19-11-2025,Bihar,Patna,800023,1,1,0
19-11-2025,Bihar,Patna,800026,0,2,0
19-11-2025,Bihar,Patna,801502,1,0,0
19-11-2025,Bihar,Patna,801506,0,3,0
19-11-2025,Bihar,Patna,803110,1,2,0
19-11-2025,Bihar,Patna,803301,6,2,0
19-11-2025,Bihar,Patna,804454,1,2,0
15-12-2025,Bihar,Patna,800007,8,12,0
15-12-2025,Bihar,Patna,800014,4,8,0
15-12-2025,Bihar,Patna,800024,3,0,0
15-12-2025,Bihar,Patna,800111,0,5,0
15-12-2025,Bihar,Patna,801105,2,3,0
15-12-2025,Bihar,Patna,801113,1,13,0
15-12-2025,Bihar,Patna,801507,2,2,0
15-12-2025,Bihar,Patna,803110,2,3,0
